STT,Ngày,Mã,Tham chiếu,Mở cửa,Đóng cửa,Cao nhất,Thấp nhất,Trung bình,Thay đổi giá(+/-),Thay đổi giá(%),KLGD khớp lệnh,GTGD khớp lệnh,KLGD thỏa thuận,GTGD thỏa thuận,KL Tổng giao dịch,GT Tổng giao dịch,Tổng giao dịch
18,05/05/2020,ATG,0.55,0.55,0.54,0.56,0.53,0.53,-10,-1.82,"28,530",15,0,0,"28,530",15,"8,219"
19,05/05/2020,BBC,43.2,43.2,43.2,43.2,43.2,43.2,0,0,"1,690",73,0,0,"1,690",73,"666,178"
20,05/05/2020,BCE,7.47,7.44,7.54,7.54,7.31,7.43,70,0.94,"41,770",311,0,0,"41,770",311,"226,200"
21,05/05/2020,BCG,4.9,4.9,4.99,5.04,4.8,5,90,1.84,"330,840","1,654","100,000",524,"430,840","2,178","538,949"
22,05/05/2020,BFC,11.8,11.8,11.8,11.95,11.7,11.81,0,0,"223,280","2,637",0,0,"223,280","2,637","674,582"
23,05/05/2020,BHN,54.1,50.8,52.3,53.5,50.8,52.46,"-1,800",-3.33,"8,970",470,0,0,"8,970",470,"12,123,140"
24,05/05/2020,BIC,25,24.8,24.8,24.8,24.8,24,-200,-0.8,"3,050",76,0,0,"3,050",76,"2,908,467"
25,05/05/2020,BID,35.3,35.3,35.3,35.8,35.2,35.4,0,0,"427,650","15,134",0,0,"427,650","15,134","141,977,237"
26,05/05/2020,BMC,11,11,11.2,11.2,10.9,11.01,200,1.82,"29,930",329,0,0,"29,930",329,"138,797"
27,05/05/2020,BMI,21.6,21.05,22.4,22.7,21.05,22.16,800,3.7,"281,750","6,243",0,0,"281,750","6,243","2,046,330"
28,05/05/2020,BMP,44.7,44.1,45,45.1,44.1,44.54,300,0.67,"130,080","5,799",0,0,"130,080","5,799","3,683,742"
29,05/05/2020,BRC,10.5,11,11,11,11,0,500,4.76,10,0,0,0,10,0,"136,125"
30,05/05/2020,BSI,7.6,7.6,7.7,7.9,7.6,7.68,100,1.32,"5,880",45,0,0,"5,880",45,"936,094"
31,05/05/2020,BTP,15,15.2,15,15.2,14.8,15,0,0,"25,560",383,0,0,"25,560",383,"907,284"
32,05/05/2020,BTT,37.7,35.1,36.9,37,35.1,40,-800,-2.12,100,4,0,0,100,4,"498,150"
33,05/05/2020,BVH,44.1,44,45,45,44,44.62,900,2.04,"361,060","16,090",0,0,"361,060","16,090","33,404,524"
34,05/05/2020,BWE,20.7,20.55,20.5,20.7,20.3,20.49,-200,-0.97,"76,770","1,572",0,0,"76,770","1,572","3,075,000"
35,05/05/2020,C32,23.4,23.9,24.25,24.8,23.9,24.16,850,3.63,"104,980","2,537",0,0,"104,980","2,537","364,481"
36,05/05/2020,C47,7.9,7.7,8.19,8.2,7.7,7.96,290,3.67,"59,030",470,0,0,"59,030",470,"139,395"
37,05/05/2020,CAV,65.2,65.2,65.2,65.2,65.2,70,0,0,100,7,0,0,100,7,"3,748,311"
38,05/05/2020,CCI,13.5,13.5,13.5,13.5,13.5,0,0,0,0,0,0,0,0,0,"236,805"
39,05/05/2020,CCL,7,6.86,6.97,7.09,6.86,7.01,-30,-0.43,"89,990",630,0,0,"89,990",630,"331,074"
40,05/05/2020,CDC,14,13.05,14,14,13.05,0,0,0,30,0,0,0,30,0,"219,890"
41,05/05/2020,CEE,14,13.3,13.45,13.8,13.3,13.7,-550,-3.93,740,10,0,0,740,10,"531,275"
42,05/05/2020,CHP,19,19,19.5,19.5,19,18.89,500,2.63,"1,800",34,0,0,"1,800",34,"2,702,671"
43,05/05/2020,CIG,1.71,1.71,1.82,1.82,1.71,1.72,110,6.43,"5,120",9,0,0,"5,120",9,"57,403"
44,05/05/2020,CII,19.3,19.5,19.4,19.75,19.25,19.51,100,0.52,"1,171,380","22,853",0,0,"1,171,380","22,853","4,808,063"
45,05/05/2020,CKG,7.8,7.9,8,8,7.9,7.98,200,2.56,"8,090",64,0,0,"8,090",64,"400,000"
46,05/05/2020,CLC,27.25,26.55,27.3,29.15,26.55,26.92,50,0.18,"2,080",57,0,0,"2,080",57,"715,467"
47,05/05/2020,CLG,1.93,1.83,1.85,1.9,1.8,1.8,-80,-4.15,"31,820",58,0,0,"31,820",58,"39,128"
48,05/05/2020,CLL,28.5,28.5,28.5,28.5,28.5,0,0,0,0,0,0,0,0,0,"969,000"
49,05/05/2020,CLW,28,28,28,28,28,0,0,0,0,0,0,0,0,0,"364,000"
50,05/05/2020,CMG,28.3,28.4,28.25,28.4,27.6,28.23,-50,-0.18,"5,370",152,0,0,"5,370",152,"2,824,996"
51,05/05/2020,CMV,13.95,13,13,13,13,0,-950,-6.81,10,0,0,0,10,0,"157,351"
52,05/05/2020,CMX,12.5,12.75,12.7,12.75,12.4,12.5,200,1.6,"29,090",364,0,0,"29,090",364,"335,819"
53,05/05/2020,CNG,20.8,20.8,20.8,20.85,20.8,20.8,0,0,"25,620",533,0,0,"25,620",533,"561,593"
54,05/05/2020,COM,44,44,44,44,44,50,0,0,20,1,0,0,20,1,"621,308"
55,05/05/2020,CRC,11.35,11.35,11.35,11.35,11,11.31,0,0,"45,310",512,0,0,"45,310",512,"170,250"
56,05/05/2020,CRE,15,15,15,15.25,14.85,15.04,0,0,"293,430","4,413",0,0,"293,430","4,413","1,199,998"
57,05/05/2020,CSM,17,17,16.7,17,16.4,16.62,-300,-1.76,"204,330","3,398",0,0,"204,330","3,398","1,730,542"
58,05/05/2020,CSV,20.2,20.05,20.15,20.4,20,20.13,-50,-0.25,"138,660","2,792",0,0,"138,660","2,792","890,630"
59,05/05/2020,CTD,61,61,61,61.7,59.5,60.42,0,0,"181,260","10,961",0,0,"181,260","10,961","4,653,847"
60,05/05/2020,CTF,22.8,22.6,22.4,22.65,21.9,22.25,-400,-1.75,"144,220","3,209",0,0,"144,220","3,209","1,020,095"
61,05/05/2020,CTG,20.05,20.05,19.85,20.15,19.65,19.85,-200,-1,"2,976,380","59,089",0,0,"2,976,380","59,089","73,909,580"
62,05/05/2020,CTI,19,19,19,19.15,18.9,19.04,0,0,"521,260","9,923",0,0,"521,260","9,923","1,197,000"
63,05/05/2020,CTS,5.45,5.31,5.43,5.45,5.31,5.4,-20,-0.37,"102,200",552,0,0,"102,200",552,"577,750"
64,05/05/2020,CVT,16.35,16.35,16.2,16.35,16,16.1,-150,-0.92,"231,610","3,729",0,0,"231,610","3,729","594,392"
65,05/05/2020,D2D,53.8,53.8,55.5,55.8,53.8,54.79,"1,700",3.16,"110,990","6,081",0,0,"110,990","6,081","1,182,703"
66,05/05/2020,DAG,5.34,5.53,5.63,5.66,5.48,5.57,290,5.43,"737,230","4,106",0,0,"737,230","4,106","291,599"
67,05/05/2020,DAH,9.5,9.5,9.25,9.8,9.23,9.32,-250,-2.63,"517,630","4,821",0,0,"517,630","4,821","316,350"
68,05/05/2020,DAT,8.47,7.89,7.89,7.89,7.89,0,-580,-6.85,10,0,0,0,10,0,"362,983"
69,05/05/2020,DBC,26.5,26.3,27.25,27.5,26.3,26.94,750,2.83,"1,777,480","47,847","110,000","3,102","1,887,480","50,949","2,482,470"
70,05/05/2020,DBD,52,51.4,51.1,51.9,51.1,51.29,-900,-1.73,"5,680",291,0,0,"5,680",291,"2,676,563"
71,05/05/2020,DCL,20.6,20.6,20.7,20.9,20.4,20.57,100,0.49,"25,380",522,0,0,"25,380",522,"1,176,439"
72,05/05/2020,DCM,7.9,7.84,8.05,8.16,7.84,7.98,150,1.9,"1,230,410","9,815",0,0,"1,230,410","9,815","4,261,670"
73,05/05/2020,DGW,25.3,25.3,25.45,25.6,24.8,25.12,150,0.59,"385,320","9,688",0,0,"385,320","9,688","1,094,357"
74,05/05/2020,DHA,32.4,32.9,33,33,32.4,32.85,600,1.85,"11,220",369,0,0,"11,220",369,"485,960"
75,05/05/2020,DHC,37.25,37.6,37.5,37.6,37,37.36,250,0.67,"87,930","3,286",0,0,"87,930","3,286","2,099,842"
76,05/05/2020,DHG,94.1,94.5,93.8,94.5,93.8,94.02,-300,-0.32,"7,150",672,0,0,"7,150",672,"12,263,981"
77,05/05/2020,DHM,6.09,6.46,6.09,6.46,6,6.09,0,0,"198,760","1,211",0,0,"198,760","1,211","191,203"
78,05/05/2020,DIC,1.55,1.54,1.57,1.57,1.5,1.53,20,1.29,"68,470",105,0,0,"68,470",105,"40,953"
79,05/05/2020,DIG,11.15,11,11.3,11.3,11,11.1,150,1.35,"339,970","3,787","427,000","4,961","766,970","8,748","3,465,576"
80,05/05/2020,DLG,1.42,1.42,1.49,1.51,1.42,1.46,70,4.93,"3,967,240","5,773",0,0,"3,967,240","5,773","445,971"
81,05/05/2020,DMC,50,49.6,50,50.6,49.6,50.09,0,0,"44,340","2,220",0,0,"44,340","2,220","1,736,373"
82,05/05/2020,DPG,23.85,23.65,24,24.5,23,23.44,150,0.63,"378,290","8,898",0,0,"378,290","8,898","1,043,995"
83,05/05/2020,DPM,13.6,13.5,13.4,13.8,13.35,13.5,-200,-1.47,"2,616,090","35,298",0,0,"2,616,090","35,298","5,243,879"
84,05/05/2020,DPR,36.6,36.6,36.9,36.95,36.2,36.89,300,0.82,"17,930",661,0,0,"17,930",661,"1,480,605"
85,05/05/2020,DQC,16.1,16.2,16.2,16.9,16.2,16.22,100,0.62,610,10,0,0,610,10,"446,441"
86,05/05/2020,DRC,19.8,19.75,19.7,19.95,19,19.56,-100,-0.51,"430,680","8,426",0,0,"430,680","8,426","2,340,214"
87,05/05/2020,DRH,4.92,5.19,5.26,5.26,5.1,5.25,340,6.91,"1,993,070","10,454",0,0,"1,993,070","10,454","317,520"
88,05/05/2020,DRL,50.5,52,52,52,52,50,"1,500",2.97,20,1,0,0,20,1,"494,000"
89,05/05/2020,DSN,44.6,44.6,44.5,44.7,44.2,44.41,-100,-0.22,"15,500",689,0,0,"15,500",689,"537,694"
90,05/05/2020,DTA,5.12,5.12,5.12,5.12,5.12,0,0,0,30,0,0,0,30,0,"92,466"
91,05/05/2020,DTL,18.1,18.1,18.1,18.1,18.1,0,0,0,0,0,0,0,0,0,"1,097,421"
92,05/05/2020,DTT,15.5,15.5,15.5,15.5,15.5,0,0,0,0,0,0,0,0,0,"126,353"
93,05/05/2020,DVP,33.7,33.4,33.7,34.4,33.4,33.61,0,0,"7,590",255,0,0,"7,590",255,"1,348,000"
94,05/05/2020,DXG,9.35,9.4,9.4,9.5,9.16,9.27,50,0.53,"2,413,260","22,386",0,0,"2,413,260","22,386","4,876,685"
95,05/05/2020,DXV,2.6,2.42,2.42,2.45,2.42,2.47,-180,-6.92,"13,340",32,0,0,"13,340",32,"23,958"
96,05/05/2020,E1VFVN30,11.9,11.9,11.86,11.9,11.78,11.83,-40,-0.34,"165,430","1,957",0,0,"165,430","1,957","5,233,818"
97,05/05/2020,EIB,15.05,15.05,15,15.05,14.7,14.87,-50,-0.33,"490,590","7,338","7,100,220","111,880","7,590,810","119,218","18,441,494"
98,05/05/2020,ELC,5.3,5.56,5.17,5.56,5.17,5.29,-130,-2.45,"14,480",76,0,0,"14,480",76,"261,698"
99,05/05/2020,EMC,10.8,10.8,10.8,10.8,10.8,0,0,0,0,0,0,0,0,0,"165,211"
100,05/05/2020,EVE,9.18,8.62,9.5,9.79,8.62,9.48,320,3.49,"36,700",348,0,0,"36,700",348,"361,456"
101,05/05/2020,EVG,2.43,2.42,2.43,2.43,2.39,2.41,0,0,"231,960",558,0,0,"231,960",558,"145,800"
102,05/05/2020,FCM,6.4,6.25,6.33,6.35,6.2,6.15,-70,-1.09,"7,350",46,0,0,"7,350",46,"259,530"
103,05/05/2020,FCN,8.46,8.46,8.8,8.8,8.46,8.66,340,4.02,"700,660","6,069",0,0,"700,660","6,069","1,051,942"
104,05/05/2020,FDC,8.43,8.7,8.8,8.89,8.7,6.67,370,4.39,"1,390",12,0,0,"1,390",12,"339,944"
105,05/05/2020,FIR,29.6,29.35,29.2,29.4,29.1,29.25,-400,-1.35,"59,960","1,754",0,0,"59,960","1,754","607,360"
106,05/05/2020,FIT,6.06,5.73,5.72,5.9,5.65,5.78,-340,-5.61,"849,750","4,904",0,0,"849,750","4,904","1,457,057"
107,05/05/2020,FLC,2.82,2.83,2.84,2.86,2.8,2.82,20,0.71,"2,675,210","7,555",0,0,"2,675,210","7,555","2,016,394"
108,05/05/2020,FMC,23.5,23.8,23.5,23.9,23.3,23.51,0,0,"37,530",882,0,0,"37,530",882,"1,152,534"
109,05/05/2020,FPT,50.5,50.8,50.9,51,50.4,50.69,400,0.79,"677,990","34,376",0,0,"677,990","34,376","34,696,906"
110,05/05/2020,FRT,19.8,19.2,19.8,20.3,19.2,19.67,0,0,"429,680","8,448",0,0,"429,680","8,448","1,563,839"
111,05/05/2020,FTM,1.37,1.35,1.38,1.39,1.35,1.37,10,0.73,"111,610",153,0,0,"111,610",153,"69,000"
112,05/05/2020,FTS,11.35,11.35,11.3,11.35,11.1,11.24,-50,-0.44,"9,920",112,0,0,"9,920",112,"1,358,750"
113,05/05/2020,FUCTVGF1,11.9,11.9,11.9,11.9,11.9,0,0,0,0,0,0,0,0,0,"178,500"
114,05/05/2020,FUCTVGF2,8.96,8.96,8.96,8.96,8.96,0,0,0,0,0,0,0,0,0,"152,320"
115,05/05/2020,FUCVREIT,7.4,7.4,7.4,7.4,7.4,0,0,0,0,0,0,0,0,0,"37,000"
116,05/05/2020,FUESSV50,10.4,10.4,10.4,10.4,10.2,10.3,0,0,"50,700",525,0,0,"50,700",525,"147,680"
117,05/05/2020,FUESSVFL,7.93,7.95,8.04,8.04,7.94,8.02,110,1.39,"21,940",176,0,0,"21,940",176,"214,668"
118,05/05/2020,GAB,149.8,150,152.6,153,150,151.92,"2,800",1.87,"93,290","14,204",0,0,"93,290","14,204","2,105,880"
119,05/05/2020,GAS,63.8,65,65.5,65.5,64,64.85,"1,700",2.66,"652,830","42,371",0,0,"652,830","42,371","125,363,725"
120,05/05/2020,GDT,27,27.1,26.9,27.1,26.8,27.16,-100,-0.37,"1,630",44,0,0,"1,630",44,"455,745"
121,05/05/2020,GEG,20.7,20.7,20.55,21,20.1,20.46,-150,-0.72,"312,000","6,384",0,0,"312,000","6,384","4,189,974"
122,05/05/2020,GEX,15,15,15.05,15.05,14.65,14.85,50,0.33,"1,248,600","18,567",0,0,"1,248,600","18,567","7,348,072"
123,05/05/2020,GIL,17,17,17.6,17.65,17,17.16,600,3.53,"178,380","3,064",0,0,"178,380","3,064","422,400"
124,05/05/2020,GMC,16,16.65,16.1,16.65,16,16.67,100,0.63,"1,600",26,0,0,"1,600",26,"430,628"
125,05/05/2020,GMD,18,18,18,18,17.65,17.8,0,0,"199,960","3,563","1,701,920","32,762","1,901,880","36,325","5,344,649"
126,05/05/2020,GSP,10,10,9.9,10,9.3,9.48,-100,-1,"6,120",58,0,0,"6,120",58,"356,400"
127,05/05/2020,GTA,11.2,11.15,11.3,11.3,11,11.27,100,0.89,"7,630",86,0,0,"7,630",86,"111,079"
128,05/05/2020,GTN,15.05,15.2,16.1,16.1,15.15,15.72,"1,050",6.98,"3,592,280","56,436","4,300,000","66,634","7,892,280","123,070","4,025,000"
129,05/05/2020,GVR,10.7,10.7,11.1,11.2,10,10.86,400,3.74,"1,071,460","11,646",0,0,"1,071,460","11,646","44,400,000"
130,05/05/2020,HAG,3.4,3.4,3.46,3.49,3.39,3.43,60,1.76,"1,735,800","5,960",0,0,"1,735,800","5,960","3,208,802"
131,05/05/2020,HAH,10.6,10.5,10.4,10.65,10.35,10.46,-200,-1.89,"57,540",602,0,0,"57,540",602,"501,381"
132,05/05/2020,HAI,2.76,2.72,2.85,2.88,2.58,2.7,90,3.26,"3,519,720","9,532",0,0,"3,519,720","9,532","520,646"
133,05/05/2020,HAP,3,3.07,3.04,3.07,2.97,3,40,1.33,"100,890",303,0,0,"100,890",303,"168,632"
134,05/05/2020,HAR,2.57,2.57,2.63,2.69,2.57,2.61,60,2.33,"202,530",528,0,0,"202,530",528,"260,854"
135,05/05/2020,HAS,6.63,7,7,7,7,7,370,5.58,"1,000",7,0,0,"1,000",7,"54,600"
136,05/05/2020,HAX,10.3,10.45,10.3,10.5,10.3,10.32,0,0,"36,780",380,0,0,"36,780",380,"377,084"
137,05/05/2020,HBC,7.44,7.4,7.44,7.44,7.08,7.28,0,0,"2,027,280","14,765",0,0,"2,027,280","14,765","1,717,713"
138,05/05/2020,HCD,3.83,3.89,3.87,4.05,3.57,3.63,40,1.04,"3,510,000","12,749",0,0,"3,510,000","12,749","104,490"
139,05/05/2020,HCM,15.5,15.8,15.9,16.4,15.5,15.8,400,2.58,"1,106,130","17,484",0,0,"1,106,130","17,484","4,853,585"
140,05/05/2020,HDB,21.55,21.6,21.65,21.7,21.1,21.48,100,0.46,"1,177,050","25,297",0,0,"1,177,050","25,297","20,912,196"
141,05/05/2020,HDC,16.6,16.6,16.8,16.85,16.5,16.65,200,1.2,"163,940","2,732",0,0,"163,940","2,732","962,365"
142,05/05/2020,HDG,23.4,23.4,23.45,23.6,23,23.31,50,0.21,"150,820","3,517",0,0,"150,820","3,517","2,782,311"
143,05/05/2020,HHS,3.95,3.99,4.1,4.17,3.96,4.05,150,3.8,"3,135,510","12,694",0,0,"3,135,510","12,694","1,126,451"
144,05/05/2020,HID,2.39,2.46,2.51,2.51,2.35,2.44,120,5.02,"177,110",435,0,0,"177,110",435,"147,486"
145,05/05/2020,HII,12.2,12.1,11.65,12.25,11.65,12.08,-550,-4.51,"43,370",517,0,0,"43,370",517,"324,452"
146,05/05/2020,HMC,13.25,14.1,13.6,14.15,13.55,14.14,350,2.64,"118,580","1,677",0,0,"118,580","1,677","285,600"
147,05/05/2020,HNG,12.9,12.9,12.95,12.95,12.7,12.81,50,0.39,"81,070","1,044","1,000,000","12,000","1,081,070","13,044","14,355,773"
148,05/05/2020,HOT,41,40,41,41,40,41.51,0,0,530,22,0,0,530,22,"327,997"
149,05/05/2020,HPG,21,21.4,21.4,21.65,21.3,21.47,400,1.9,"5,894,530","126,532",0,0,"5,894,530","126,532","59,086,986"
150,05/05/2020,HPX,27.2,27.15,27.15,27.2,26.1,27.09,-50,-0.18,"309,880","8,395","5,366,667","136,850","5,676,547","145,245","6,244,378"
151,05/05/2020,HQC,1.07,1.08,1.07,1.09,1.06,1.07,0,0,"3,335,500","3,580",0,0,"3,335,500","3,580","509,961"
152,05/05/2020,HRC,35.3,37.75,33.5,37.75,33.5,33.33,"-1,800",-5.1,240,8,0,0,240,8,"1,011,922"
153,05/05/2020,HSG,7.55,7.7,7.7,7.81,7.6,7.68,150,1.99,"4,557,920","35,020",0,0,"4,557,920","35,020","3,258,822"
154,05/05/2020,HSL,5.46,5.63,5.45,5.63,5.2,5.31,-10,-0.18,"81,580",433,0,0,"81,580",433,"85,837"
155,05/05/2020,HT1,12.9,12.8,12.9,13,12.8,12.93,0,0,"66,910",865,0,0,"66,910",865,"4,921,891"
156,05/05/2020,HTI,11,11,11,11,11,11.02,0,0,"28,050",309,0,0,"28,050",309,"274,441"
157,05/05/2020,HTL,13.5,13.5,13.5,13.5,13.5,0,0,0,0,0,0,0,0,0,"162,000"
158,05/05/2020,HTN,15.85,16.95,16.95,16.95,16.95,16.94,"1,100",6.94,"71,650","1,214",0,0,"71,650","1,214","560,405"
159,05/05/2020,HTT,0.91,0.95,0.87,0.95,0.85,0.85,-40,-4.4,"49,470",42,0,0,"49,470",42,"17,400"
160,05/05/2020,HTV,13.3,12.4,14,14,12.4,12.5,700,5.26,380,5,0,0,380,5,"183,456"
161,05/05/2020,HU1,5.6,5.89,5.89,5.89,5.89,0,290,5.18,10,0,0,0,10,0,"58,900"
162,05/05/2020,HU3,7.21,7.5,7.5,7.5,7.5,0,290,4.02,10,0,0,0,10,0,"75,000"
163,05/05/2020,HUB,16.5,16,15.8,16,15.8,16.04,-700,-4.24,"1,870",30,0,0,"1,870",30,"240,887"
164,05/05/2020,HVG,5.21,5.2,5.4,5.49,5.1,5.28,190,3.65,"50,430",266,0,0,"50,430",266,"1,226,007"
165,05/05/2020,HVH,7.57,7.56,7.48,7.57,7.1,7.24,-90,-1.19,"48,640",352,0,0,"48,640",352,"145,860"
166,05/05/2020,HVN,26.1,26,26,26.3,25.6,25.86,-100,-0.38,"649,350","16,793","117,000","3,021","766,350","19,814","36,875,562"
167,05/05/2020,HVX,3.26,3.26,3.26,3.26,3.26,0,0,0,0,0,0,0,0,0,"135,372"
168,05/05/2020,IBC,20.15,20,20.15,20.15,19.45,19.83,0,0,"29,730",589,0,0,"29,730",589,"1,644,033"
169,05/05/2020,ICT,15.95,17.05,15.3,17.05,15.3,16.47,-650,-4.08,"201,620","3,319",0,0,"201,620","3,319","492,430"
170,05/05/2020,IDI,3.9,3.9,3.89,3.95,3.8,3.85,-10,-0.26,"743,100","2,858",0,0,"743,100","2,858","885,538"
171,05/05/2020,IJC,10.95,10.85,11.4,11.4,10.85,11.07,450,4.11,"276,050","3,063",0,0,"276,050","3,063","1,562,909"
172,05/05/2020,ILB,14.7,14.7,14.9,14.9,14.7,14.62,200,1.36,"2,160",32,0,0,"2,160",32,"365,083"
173,05/05/2020,IMP,52.1,52.5,52.5,53,52.5,52.52,400,0.77,"25,010","1,313",0,0,"25,010","1,313","2,592,836"
174,05/05/2020,ITA,2.58,2.63,2.61,2.71,2.6,2.65,30,1.16,"7,433,440","19,698",0,0,"7,433,440","19,698","2,449,019"
175,05/05/2020,ITC,13.9,13.5,13.5,13.5,13.5,0,-400,-2.88,10,0,0,0,10,0,"973,059"
176,05/05/2020,ITD,8.2,8.4,8.2,8.4,8.2,8.13,0,0,"2,460",20,0,0,"2,460",20,"155,739"
177,05/05/2020,JVC,2.6,2.6,2.59,2.61,2.53,2.57,-10,-0.38,"320,940",824,0,0,"320,940",824,"291,375"
178,05/05/2020,KBC,12.35,12.35,12.9,12.9,12.35,12.65,550,4.45,"3,044,010","38,556",0,0,"3,044,010","38,556","6,059,906"
179,05/05/2020,KDC,17.5,17.7,18.25,18.4,17.45,18.08,750,4.29,"365,500","6,622",0,0,"365,500","6,622","3,753,316"
180,05/05/2020,KDH,20.9,20.95,21,21.1,20.9,21.03,100,0.48,"952,670","20,033",0,0,"952,670","20,033","11,433,011"
181,05/05/2020,KHP,8.31,8.78,8.4,8.78,8.4,0,90,1.08,20,0,0,0,20,0,"336,431"
182,05/05/2020,KMR,2.1,2.08,2.09,2.09,2.02,2.06,-10,-0.48,"17,930",37,0,0,"17,930",37,"118,875"
183,05/05/2020,KOS,29,29.1,28.5,29.1,28.4,28.62,-500,-1.72,"395,060","11,302",0,0,"395,060","11,302","2,956,875"
184,05/05/2020,KPF,21,21,21,21,21,0,0,0,0,0,0,0,0,0,"378,376"
185,05/05/2020,KSB,17.7,18,18.3,18.3,17.6,18.08,600,3.39,"592,530","10,715",0,0,"592,530","10,715","979,906"
186,05/05/2020,L10,15.7,16.75,16.75,16.75,16.75,17.86,"1,050",6.69,570,10,0,0,570,10,"163,982"
187,05/05/2020,LAF,9,8.5,8.6,8.6,8.5,8.33,-400,-4.44,"1,680",14,0,0,"1,680",14,"126,661"
188,05/05/2020,LBM,25.6,25.7,25.7,25.7,25,25.4,100,0.39,650,17,0,0,650,17,"257,000"
189,05/05/2020,LCG,5.4,5.2,5.31,5.36,5.1,5.2,-90,-1.67,"290,200","1,509",0,0,"290,200","1,509","546,406"
190,05/05/2020,LCM,0.65,0.61,0.61,0.61,0.61,0.61,-40,-6.15,"128,090",78,0,0,"128,090",78,"15,026"
191,05/05/2020,LDG,4.74,4.65,4.7,4.79,4.58,4.65,-40,-0.84,"1,215,370","5,662",0,0,"1,215,370","5,662","1,127,165"
192,05/05/2020,LEC,17,17,17,17,17,0,0,0,0,0,0,0,0,0,"443,700"
193,05/05/2020,LGC,42,44.5,42,44.5,39.1,50,0,0,40,2,0,0,40,2,"8,099,900"
194,05/05/2020,LGL,5.02,4.75,4.67,5,4.67,4.71,-350,-6.97,"47,060",221,0,0,"47,060",221,"233,486"
195,05/05/2020,LHG,16.3,16.4,17,17.1,16.4,16.83,700,4.29,"410,300","6,903",0,0,"410,300","6,903","850,204"
196,05/05/2020,LIX,55.9,56,57,57.3,55,56.78,"1,100",1.97,"86,060","4,887",0,0,"86,060","4,887","1,846,800"
197,05/05/2020,LM8,25.5,25.5,25.5,25.5,25.5,0,0,0,0,0,0,0,0,0,"239,411"
198,05/05/2020,LMH,1.12,1.05,1.1,1.12,1.05,1.06,-20,-1.79,"2,155,610","2,280",0,0,"2,155,610","2,280","28,193"
199,05/05/2020,LSS,4.56,4.56,4.57,4.57,4.31,4.31,10,0.22,"8,000",35,0,0,"8,000",35,"306,167"
200,05/05/2020,MBB,15.85,15.9,15.8,15.95,15.65,15.78,-50,-0.32,"2,512,680","39,663","232,808","3,919","2,745,488","43,582","38,100,543"
201,05/05/2020,MCG,1.49,1.5,1.5,1.5,1.46,2.38,10,0.67,480,1,0,0,480,1,"78,075"
202,05/05/2020,MCP,14.4,14.4,14.4,14.4,14.4,0,0,0,0,0,0,0,0,0,"216,758"
203,05/05/2020,MDG,12,12.8,12.8,12.8,12.8,0,800,6.67,10,0,0,0,10,0,"132,157"
