STT,Ngày,Mã,Tham chiếu,Mở cửa,Đóng cửa,Cao nhất,Thấp nhất,Trung bình,Thay đổi giá(+/-),Thay đổi giá(%),KLGD khớp lệnh,GTGD khớp lệnh,KLGD thỏa thuận,GTGD thỏa thuận,KL Tổng giao dịch,GT Tổng giao dịch,Tổng giao dịch
22,07/05/2020,BFC,12,12.1,11.75,12.1,11.65,11.77,-250,-2.08,"367,750","4,327",0,0,"367,750","4,327","671,724"
23,07/05/2020,BHN,54.5,55,56.3,56.5,54,55.43,"1,800",3.3,"37,450","2,076",0,0,"37,450","2,076","13,050,340"
24,07/05/2020,BIC,24.2,24.15,24.3,24.3,23.7,23.72,100,0.41,"10,250",245,0,0,"10,250",245,"2,849,829"
25,07/05/2020,BID,36,36.3,37.55,37.6,36.3,36.99,"1,550",4.31,"2,524,450","93,447",0,0,"2,524,450","93,447","151,026,777"
26,07/05/2020,BMC,11,11.15,11.05,11.15,11,11.01,50,0.45,"15,380",169,0,0,"15,380",169,"136,939"
27,07/05/2020,BMI,22.4,22.45,22.4,22.6,21.9,22.09,0,0,"185,410","4,099",0,0,"185,410","4,099","2,046,330"
28,07/05/2020,BMP,44.35,44.9,44.5,44.9,44.3,44.52,150,0.34,"217,340","9,675",0,0,"217,340","9,675","3,642,812"
29,07/05/2020,BRC,11,11,11,11,11,0,0,0,0,0,0,0,0,0,"136,125"
30,07/05/2020,BSI,7.88,7.8,7.9,8,7.71,7.9,20,0.25,"22,760",180,0,0,"22,760",180,"960,408"
31,07/05/2020,BTP,15.7,15.6,15.3,15.6,15.3,15.42,-400,-2.55,"36,030",555,0,0,"36,030",555,"925,430"
32,07/05/2020,BTT,39.45,36.7,42.2,42.2,36.7,50,"2,750",6.97,20,1,0,0,20,1,"569,700"
33,07/05/2020,BVH,46.5,46.5,46.95,47.5,46,46.87,450,0.97,"874,170","40,975",0,0,"874,170","40,975","34,852,054"
34,07/05/2020,BWE,20.65,20.95,20.7,20.95,20.55,20.71,50,0.24,"137,830","2,854",0,0,"137,830","2,854","3,105,000"
35,07/05/2020,C32,25.4,25.45,25.3,25.6,25.1,25.39,-100,-0.39,"69,500","1,764",0,0,"69,500","1,764","380,263"
36,07/05/2020,C47,8.19,8.19,8.76,8.76,8,8.62,570,6.96,"244,850","2,111",0,0,"244,850","2,111","149,096"
37,07/05/2020,CAV,65.2,61.1,65,65,61.1,62.5,-200,-0.31,160,10,0,0,160,10,"3,736,813"
38,07/05/2020,CCI,13,13,13,13,13,0,0,0,0,0,0,0,0,0,"228,034"
39,07/05/2020,CCL,7.38,7.4,7.39,7.66,7.25,7.44,10,0.14,"157,130","1,169",0,0,"157,130","1,169","351,024"
40,07/05/2020,CDC,14,14,14.8,14.8,14,14.85,800,5.71,"1,010",15,0,0,"1,010",15,"232,455"
41,07/05/2020,CEE,14,13.25,13.7,14,13.25,12,-300,-2.14,270,4,0,0,270,4,"541,150"
42,07/05/2020,CHP,19.7,19,19.5,19.5,19,19,-200,-1.02,"7,010",133,0,0,"7,010",133,"2,702,671"
43,07/05/2020,CIG,1.8,1.8,1.8,1.8,1.8,2,0,0,"1,000",2,0,0,"1,000",2,"56,772"
44,07/05/2020,CII,19.4,19.45,19.8,19.9,19.45,19.7,400,2.06,"928,460","18,291","20,000",385,"948,460","18,676","4,907,198"
45,07/05/2020,CKG,7.9,8,8,8.05,8,7.99,100,1.27,"13,670",109,0,0,"13,670",109,"400,000"
46,07/05/2020,CLC,26.8,26.8,28.1,28.3,26.8,30.77,"1,300",4.85,130,4,0,0,130,4,"736,433"
47,07/05/2020,CLG,1.82,1.82,1.79,1.85,1.75,1.78,-30,-1.65,"50,120",89,0,0,"50,120",89,"37,858"
48,07/05/2020,CLL,27,27,27,27,27,26.47,0,0,340,9,0,0,340,9,"918,000"
49,07/05/2020,CLW,28,26.5,26.5,26.5,26.5,23.08,"-1,500",-5.36,130,3,0,0,130,3,"344,500"
50,07/05/2020,CMG,28.25,28.5,28.9,29.1,28.5,28.84,650,2.3,"20,920",603,0,0,"20,920",603,"2,889,996"
51,07/05/2020,CMV,12.1,12,11.35,12,11.3,11.11,-750,-6.2,"1,530",17,0,0,"1,530",17,"137,379"
52,07/05/2020,CMX,12.4,13.25,13.25,13.25,13,13.25,850,6.85,"237,260","3,143",0,0,"237,260","3,143","350,363"
53,07/05/2020,CNG,20.8,20.9,21.3,21.3,20.9,21.05,500,2.4,570,12,0,0,570,12,"575,093"
54,07/05/2020,COM,44,44,44,44,44,45,0,0,200,9,0,0,200,9,"621,308"
55,07/05/2020,CRC,11.35,11.35,11.35,11.35,11.2,11.29,0,0,"46,060",520,0,0,"46,060",520,"170,250"
56,07/05/2020,CRE,15.2,15.3,15.2,15.35,15.15,15.27,0,0,"347,200","5,299",0,0,"347,200","5,299","1,215,998"
57,07/05/2020,CSM,17.15,17.3,17.25,17.4,16.8,17.16,100,0.58,"208,680","3,582",0,0,"208,680","3,582","1,787,536"
58,07/05/2020,CSV,20.8,20.8,20.7,21,20.5,20.68,-100,-0.48,"111,730","2,311",0,0,"111,730","2,311","914,940"
59,07/05/2020,CTD,65.2,66,67,68.2,66,67.32,"1,800",2.76,"340,880","22,943",0,0,"340,880","22,943","5,111,602"
60,07/05/2020,CTF,21.85,21.5,22.5,22.5,20.35,21.02,650,2.97,"188,860","3,985",0,0,"188,860","3,985","1,024,649"
61,07/05/2020,CTG,20.2,20.2,20.4,20.65,20.1,20.4,200,0.99,"7,523,830","153,448","250,000","5,078","7,773,830","158,526","75,957,453"
62,07/05/2020,CTI,19.7,19.7,19.75,21.05,19.65,20.2,50,0.25,"588,410","11,880",0,0,"588,410","11,880","1,244,250"
63,07/05/2020,CTS,5.57,5.57,5.57,5.58,5.41,5.5,0,0,"99,440",548,0,0,"99,440",548,"592,646"
64,07/05/2020,CVT,16.6,16.6,16.65,16.75,16.6,16.65,50,0.3,"112,900","1,879",0,0,"112,900","1,879","610,903"
65,07/05/2020,D2D,57,57.2,56.8,57.2,56.2,56.61,-200,-0.35,"141,690","8,021",0,0,"141,690","8,021","1,210,406"
66,07/05/2020,DAG,5.67,5.67,5.67,5.74,5.58,5.66,0,0,"320,010","1,810",0,0,"320,010","1,810","293,671"
67,07/05/2020,DAH,9.17,9,9,9,8.8,8.99,-170,-1.85,"202,410","1,820",0,0,"202,410","1,820","307,800"
68,07/05/2020,DAT,7.89,7.89,7.89,7.89,7.89,0,0,0,0,0,0,0,0,0,"362,983"
69,07/05/2020,DBC,27.6,27.8,27.8,28.3,27.4,27.89,200,0.72,"1,412,400","39,381",0,0,"1,412,400","39,381","2,532,575"
70,07/05/2020,DBD,51,51.1,51,51.1,50.3,50.8,0,0,"39,890","2,028","405,000","20,730","444,890","22,758","2,671,325"
71,07/05/2020,DCL,20.2,20.2,20.65,20.8,20.2,20.55,450,2.23,"34,550",710,0,0,"34,550",710,"1,173,598"
72,07/05/2020,DCM,8.1,8.07,8.01,8.12,7.96,8.03,-90,-1.11,"1,236,080","9,922",0,0,"1,236,080","9,922","4,240,494"
73,07/05/2020,DGW,26.9,27,26.6,27.1,26.45,26.77,-300,-1.12,"739,210","19,779",0,0,"739,210","19,779","1,143,807"
74,07/05/2020,DHA,34.6,34,34.7,34.9,34,34.42,100,0.29,"16,290",561,0,0,"16,290",561,"510,995"
75,07/05/2020,DHC,37.3,37.5,37.9,38.5,37.35,37.89,600,1.61,"567,310","21,497","363,180","13,495","930,490","34,992","2,122,240"
76,07/05/2020,DHG,95.1,98,97.1,98,95.5,96.7,"2,000",2.1,"24,850","2,404",0,0,"24,850","2,404","12,695,443"
77,07/05/2020,DHM,6.2,6.1,6.4,6.4,6.01,6.17,200,3.23,"67,070",418,0,0,"67,070",418,"200,936"
78,07/05/2020,DIC,1.57,1.59,1.58,1.59,1.53,1.56,10,0.64,"414,820",645,0,0,"414,820",645,"41,214"
79,07/05/2020,DIG,11.35,11.35,11.4,11.4,11.2,11.31,50,0.44,"754,260","8,537",0,0,"754,260","8,537","3,496,245"
80,07/05/2020,DLG,1.46,1.46,1.45,1.46,1.43,1.45,-10,-0.68,"2,464,600","3,562",0,0,"2,464,600","3,562","433,999"
81,07/05/2020,DMC,50.3,50.3,49.6,50.3,49.5,49.81,-700,-1.39,"81,020","4,034",0,0,"81,020","4,034","1,722,482"
82,07/05/2020,DPG,23.9,23.9,23.45,23.9,23.45,23.64,-450,-1.88,"164,540","3,887",0,0,"164,540","3,887","1,020,071"
83,07/05/2020,DPM,13.95,14,13.9,14.1,13.85,13.95,-50,-0.36,"1,297,920","18,107",0,0,"1,297,920","18,107","5,439,546"
84,07/05/2020,DPR,37.2,38,37.05,38,37,37.12,-150,-0.4,"11,390",423,0,0,"11,390",423,"1,486,623"
85,07/05/2020,DQC,16.5,17.4,16.9,17.4,16.4,16.43,400,2.42,"3,730",61,0,0,"3,730",61,"465,731"
86,07/05/2020,DRC,20,19.75,19.95,20.25,19.7,19.87,-50,-0.25,"939,800","18,680",0,0,"939,800","18,680","2,369,912"
87,07/05/2020,DRH,5.48,5.48,5.86,5.86,5.48,5.8,380,6.93,"1,159,580","6,722",0,0,"1,159,580","6,722","353,739"
88,07/05/2020,DRL,51.5,51.5,51.5,51.5,51.5,50,0,0,90,5,0,0,90,5,"489,250"
89,07/05/2020,DSN,44.5,44.5,45.5,46,44.5,45.04,"1,000",2.25,"50,530","2,276",0,0,"50,530","2,276","549,777"
90,07/05/2020,DTA,4.77,4.46,4.45,4.47,4.44,4.43,-320,-6.71,"24,810",110,0,0,"24,810",110,"80,366"
91,07/05/2020,DTL,16.85,18,18,18,18,0,"1,150",6.82,10,0,0,0,10,0,"1,091,358"
92,07/05/2020,DTT,15.5,15.5,15.5,15.5,15.5,0,0,0,0,0,0,0,0,0,"126,353"
93,07/05/2020,DVP,35.2,33.6,35.1,35.2,33.6,34.41,-100,-0.28,"6,610",229,0,0,"6,610",229,"1,404,000"
94,07/05/2020,DXG,9.5,9.6,9.72,9.79,9.57,9.69,220,2.32,"2,215,250","21,470",0,0,"2,215,250","21,470","5,042,700"
95,07/05/2020,DXV,2.5,2.49,2.4,2.5,2.4,2.46,-100,-4,"11,010",27,0,0,"11,010",27,"23,760"
96,07/05/2020,E1VFVN30,12.18,12.16,12.35,12.35,12.15,12.26,170,1.4,"676,580","8,297","400,000","4,892","1,076,580","13,189","5,446,350"
97,07/05/2020,EIB,15,15.15,15.1,15.15,14.85,14.99,100,0.67,"222,720","3,340","1,809,000","27,135","2,031,720","30,475","18,564,437"
98,07/05/2020,ELC,5.03,5.1,5.05,5.11,4.95,5.05,20,0.4,"42,960",217,0,0,"42,960",217,"255,624"
99,07/05/2020,EMC,10.8,10.8,10.8,10.8,10.8,0,0,0,0,0,0,0,0,0,"165,211"
100,07/05/2020,EVE,10,10,9.9,10,9.72,9.98,-100,-1,"33,100",330,0,0,"33,100",330,"376,675"
101,07/05/2020,EVG,2.43,2.42,2.42,2.43,2.4,2.42,-10,-0.41,"211,490",511,0,0,"211,490",511,"145,200"
102,07/05/2020,FCM,6.47,6.28,6.3,6.3,6.26,6.31,-170,-2.63,"14,110",89,0,0,"14,110",89,"258,300"
103,07/05/2020,FCN,9.2,9.25,9.2,9.26,9.09,9.18,0,0,"1,098,690","10,086",0,0,"1,098,690","10,086","1,099,758"
104,07/05/2020,FDC,9.17,9.17,9.17,9.17,9.17,0,0,0,0,0,0,0,0,0,"354,237"
105,07/05/2020,FIR,29.4,29.45,29.6,29.65,29.45,29.56,200,0.68,"71,400","2,111",0,0,"71,400","2,111","615,680"
106,07/05/2020,FIT,5.8,5.8,5.9,5.93,5.78,5.83,100,1.72,"220,440","1,286",0,0,"220,440","1,286","1,502,908"
107,07/05/2020,FLC,2.89,2.9,2.89,2.9,2.85,2.87,0,0,"4,429,820","12,732",0,0,"4,429,820","12,732","2,051,894"
108,07/05/2020,FMC,23.95,24.1,24.25,24.4,23.45,24.12,300,1.25,"134,520","3,245",0,0,"134,520","3,245","1,189,317"
109,07/05/2020,FPT,52.9,53,53.5,53.5,52.4,52.81,600,1.13,"2,030,720","107,373","60,000","3,396","2,090,720","110,769","36,469,243"
110,07/05/2020,FRT,20,20.3,20.85,21.2,20.3,20.79,850,4.25,"714,630","14,863",0,0,"714,630","14,863","1,646,770"
111,07/05/2020,FTM,1.38,1.37,1.36,1.41,1.36,1.38,-20,-1.45,"104,560",143,0,0,"104,560",143,"68,000"
112,07/05/2020,FTS,11.5,11.7,11.55,11.7,11.4,11.55,50,0.43,"24,200",279,0,0,"24,200",279,"1,388,811"
113,07/05/2020,FUCTVGF1,11.9,11.9,11.9,11.9,11.9,0,0,0,0,0,0,0,0,0,"178,500"
114,07/05/2020,FUCTVGF2,9.58,9.58,9.58,9.58,9.58,0,0,0,0,0,0,0,0,0,"162,860"
115,07/05/2020,FUCVREIT,7.4,7.4,7.4,7.4,7.4,0,0,0,0,0,0,0,0,0,"37,000"
116,07/05/2020,FUESSV50,10.7,10.7,11,11,10.7,10.81,300,2.8,"83,200",900,0,0,"83,200",900,"156,200"
117,07/05/2020,FUESSVFL,8.09,8.12,8.2,8.21,8.12,8.19,110,1.36,"25,020",205,0,0,"25,020",205,"218,940"
118,07/05/2020,GAB,156.1,160,151.5,160.9,150.1,150.54,"-4,600",-2.95,"176,650","26,603",0,0,"176,650","26,603","2,090,700"
119,07/05/2020,GAS,68.6,68.6,68.7,69.5,67.7,68.45,100,0.15,"705,710","48,316",0,0,"705,710","48,316","131,488,365"
120,07/05/2020,GDT,26.8,26.8,26.8,26.9,26.55,26.59,0,0,"8,500",226,0,0,"8,500",226,"454,051"
121,07/05/2020,GEG,20.55,20.55,20.3,20.55,20.1,20.31,-250,-1.22,"327,180","6,644",0,0,"327,180","6,644","4,139,001"
122,07/05/2020,GEX,15.2,15.25,15.35,15.35,15.1,15.25,150,0.99,"1,048,860","16,003","1,575,006","23,934","2,623,866","39,937","7,494,545"
123,07/05/2020,GIL,17.2,17.2,18.1,18.2,17.2,17.81,900,5.23,"330,200","5,884",0,0,"330,200","5,884","434,400"
124,07/05/2020,GMC,16.1,16.2,16.6,16.8,16.2,16.64,500,3.11,"7,650",127,0,0,"7,650",127,"444,002"
125,07/05/2020,GMD,18,18.25,18.3,18.5,17.95,18.14,300,1.67,"424,580","7,709",0,0,"424,580","7,709","5,433,727"
126,07/05/2020,GSP,10.1,10.15,10.05,10.15,9.8,8.57,-50,-0.5,350,3,0,0,350,3,"361,800"
127,07/05/2020,GTA,11.65,11.7,11.75,11.75,11.4,11.54,100,0.86,270,3,0,0,270,3,"115,502"
128,07/05/2020,GTN,16.6,16.4,16.45,16.5,16.05,16.25,-150,-0.9,"1,677,840","27,275",0,0,"1,677,840","27,275","4,112,500"
129,07/05/2020,GVR,11.85,12,12.5,12.65,11.8,12.28,650,5.49,"2,699,550","33,154","45,000",497,"2,744,550","33,651","50,000,000"
130,07/05/2020,HAG,3.54,3.54,3.55,3.61,3.5,3.56,10,0.28,"1,944,360","6,921",0,0,"1,944,360","6,921","3,292,267"
131,07/05/2020,HAH,10.5,10.7,10.7,10.7,10.5,10.58,200,1.9,"65,300",691,0,0,"65,300",691,"507,103"
132,07/05/2020,HAI,2.98,2.97,2.82,2.99,2.82,2.91,-160,-5.37,"2,964,410","8,602",0,0,"2,964,410","8,602","515,165"
133,07/05/2020,HAP,3,3,2.99,3,2.9,2.94,-10,-0.33,"76,240",224,0,0,"76,240",224,"165,859"
134,07/05/2020,HAR,2.6,2.6,2.62,2.65,2.57,2.61,20,0.77,"363,680",950,0,0,"363,680",950,"259,862"
135,07/05/2020,HAS,6.98,6.98,6.98,6.98,6.98,0,0,0,0,0,0,0,0,0,"54,444"
136,07/05/2020,HAX,11,11.75,11.55,11.75,11.4,11.6,550,5,"389,840","4,522",0,0,"389,840","4,522","422,847"
137,07/05/2020,HBC,7.47,7.54,7.8,7.84,7.49,7.68,330,4.42,"3,014,140","23,172",0,0,"3,014,140","23,172","1,800,828"
138,07/05/2020,HCD,3.6,3.59,3.67,3.67,3.4,3.54,70,1.94,"307,520","1,091",0,0,"307,520","1,091","99,090"
139,07/05/2020,HCM,16.4,16.3,16.9,16.95,16.2,16.55,500,3.05,"1,966,780","32,605",0,0,"1,966,780","32,605","5,158,841"
140,07/05/2020,HDB,21.4,21.8,21.3,21.8,21.2,21.36,-100,-0.47,"1,204,160","25,719","120,000","2,520","1,324,160","28,239","20,574,123"
141,07/05/2020,HDC,17.5,17.7,17.5,17.7,17.3,17.46,0,0,"593,830","10,370",0,0,"593,830","10,370","1,002,463"
142,07/05/2020,HDG,23.8,23.8,24.2,24.2,23.7,23.86,400,1.68,"452,900","10,814",0,0,"452,900","10,814","2,871,298"
143,07/05/2020,HHS,4.29,4.26,4.22,4.3,4.21,4.28,-70,-1.63,"1,851,190","7,898",0,0,"1,851,190","7,898","1,159,420"
144,07/05/2020,HID,2.36,2.51,2.45,2.51,2.39,2.45,90,3.81,"92,240",226,0,0,"92,240",226,"143,961"
145,07/05/2020,HII,12.3,12.3,12.45,12.5,12.1,12.37,150,1.22,"113,480","1,404",0,0,"113,480","1,404","346,732"
146,07/05/2020,HMC,13.5,13.6,13.05,13.6,13.05,13.36,-450,-3.33,"4,530",60,0,0,"4,530",60,"274,050"
147,07/05/2020,HNG,12.95,12.85,12.75,12.95,12.75,12.88,-200,-1.54,"113,640","1,461",0,0,"113,640","1,461","14,134,062"
148,07/05/2020,HOT,41.5,41.8,41.5,41.8,41.5,41.86,0,0,860,36,0,0,860,36,"331,997"
149,07/05/2020,HPG,22.2,22.3,23.6,23.6,22.3,23.03,"1,400",6.31,"14,733,250","340,117","604,000","13,850","15,337,250","353,967","65,161,349"
150,07/05/2020,HPX,27,26.5,26.9,27,26.5,26.84,-100,-0.37,"290,170","7,787","1,181,200","30,406","1,471,370","38,193","6,186,879"
151,07/05/2020,HQC,1.07,1.07,1.07,1.08,1.06,1.07,0,0,"4,035,180","4,316",0,0,"4,035,180","4,316","509,961"
152,07/05/2020,HRC,32.2,33.5,34.45,34.45,33.5,34.92,"2,250",6.99,630,22,0,0,630,22,"1,040,618"
153,07/05/2020,HSG,8.12,8.2,7.93,8.26,7.86,8.04,-190,-2.34,"9,366,520","75,221",0,0,"9,366,520","75,221","3,356,163"
154,07/05/2020,HSL,5.4,5.4,5.42,5.49,5.4,5.5,20,0.37,"18,280",100,0,0,"18,280",100,"85,365"
155,07/05/2020,HT1,13.35,13.3,13.8,14,13,13.55,450,3.37,"559,690","7,587",0,0,"559,690","7,587","5,265,278"
156,07/05/2020,HTI,11.1,11.2,11.5,11.5,11.2,11.43,400,3.6,"14,370",164,0,0,"14,370",164,"286,916"
157,07/05/2020,HTL,12.9,12.95,12,12.95,12,13,-900,-6.98,"1,000",13,0,0,"1,000",13,"144,000"
158,07/05/2020,HTN,17.6,17.9,18.8,18.8,17.7,18.34,"1,200",6.82,"153,470","2,816",0,0,"153,470","2,816","621,570"
159,07/05/2020,HTT,0.91,0.95,0.91,0.95,0.86,0.86,0,0,"42,710",37,0,0,"42,710",37,"18,200"
160,07/05/2020,HTV,14,14,14,14,14,0,0,0,0,0,0,0,0,0,"183,456"
161,07/05/2020,HU1,5.8,5.41,5.41,5.41,5.41,5,-390,-6.72,"1,000",5,0,0,"1,000",5,"54,100"
162,07/05/2020,HU3,7.5,7,7.5,7.5,7,7.44,0,0,"12,030",90,0,0,"12,030",90,"75,000"
163,07/05/2020,HUB,16.1,16.25,16.3,16.3,16.25,16.47,200,1.24,"1,700",28,0,0,"1,700",28,"248,510"
164,07/05/2020,HVG,5.51,5.74,5.54,5.74,5.51,5.55,30,0.54,"68,180",378,0,0,"68,180",378,"1,257,792"
165,07/05/2020,HVH,7.45,7.45,7.4,7.45,7.35,7.41,-50,-0.67,"174,330","1,291",0,0,"174,330","1,291","144,300"
166,07/05/2020,HVN,26.4,26.75,26.7,27,26.6,26.76,300,1.14,"725,660","19,420","307,000","8,099","1,032,660","27,519","37,868,366"
167,07/05/2020,HVX,3.26,3.26,3.26,3.26,3.26,0,0,0,0,0,0,0,0,0,"135,372"
168,07/05/2020,IBC,20.15,20.15,20.15,20.2,20.1,20.16,0,0,"30,350",611,0,0,"30,350",611,"1,644,033"
169,07/05/2020,ICT,15.8,15,15.45,16.2,15,15.46,-350,-2.22,"15,450",239,0,0,"15,450",239,"497,258"
170,07/05/2020,IDI,3.85,3.84,3.97,3.98,3.8,3.89,120,3.12,"1,855,700","7,215",0,0,"1,855,700","7,215","903,749"
171,07/05/2020,IJC,11.75,11.75,11.55,11.8,11.45,11.59,-200,-1.7,"229,870","2,663",0,0,"229,870","2,663","1,583,474"
172,07/05/2020,ILB,15.2,15.4,15.2,15.4,15.2,15.32,0,0,"1,110",17,"116,740","1,710","117,850","1,727","372,434"
173,07/05/2020,IMP,52.8,52.2,53,53.3,52.2,52.95,200,0.38,"32,880","1,741",0,0,"32,880","1,741","2,617,530"
174,07/05/2020,ITA,2.58,2.61,2.58,2.61,2.55,2.57,0,0,"6,934,620","17,854",0,0,"6,934,620","17,854","2,420,870"
175,07/05/2020,ITC,13.5,13.5,13.5,13.5,13.5,14,0,0,"1,000",14,0,0,"1,000",14,"973,059"
176,07/05/2020,ITD,8.32,8.3,8.5,8.89,8.3,8.55,180,2.16,"40,670",348,0,0,"40,670",348,"161,437"
177,07/05/2020,JVC,2.64,2.7,2.72,2.78,2.68,2.73,80,3.03,"489,560","1,338",0,0,"489,560","1,338","306,000"
178,07/05/2020,KBC,12.7,12.85,12.8,12.95,12.65,12.79,100,0.79,"3,304,330","42,259",0,0,"3,304,330","42,259","6,012,930"
179,07/05/2020,KDC,19.5,20.7,20.35,20.85,20,20.53,850,4.36,"329,610","6,761",0,0,"329,610","6,761","4,185,204"
180,07/05/2020,KDH,21,21.1,21.15,21.25,21.05,21.17,150,0.71,"1,095,220","23,185","5,900,000","124,090","6,995,220","147,275","11,514,676"
181,07/05/2020,KHP,8.88,8.88,8.44,9,8.44,6.25,-440,-4.95,190,2,0,0,190,2,"338,033"
182,07/05/2020,KMR,2.04,2.05,2.03,2.05,2,2.01,-10,-0.49,"173,410",349,0,0,"173,410",349,"115,462"
183,07/05/2020,KOS,28.4,28.2,28.6,28.8,28,28.49,200,0.7,"414,480","11,812",0,0,"414,480","11,812","2,967,250"
184,07/05/2020,KPF,21,19.55,19.55,19.55,19.55,0,"-1,450",-6.9,200,4,0,0,200,4,"352,250"
185,07/05/2020,KSB,18.85,18.9,19.2,19.5,18.9,19.15,350,1.86,"1,556,380","29,804",0,0,"1,556,380","29,804","1,028,098"
186,07/05/2020,L10,15.6,15.6,15.6,15.6,15.6,0,0,0,20,0,0,0,20,0,"152,724"
187,07/05/2020,LAF,8,8.21,8.2,8.5,8.2,7.69,200,2.5,390,3,0,0,390,3,"120,770"
188,07/05/2020,LBM,26.1,26.2,26.3,26.8,26.1,26.18,200,0.77,"5,920",155,0,0,"5,920",155,"263,000"
189,07/05/2020,LCG,5.27,5.26,5.6,5.6,5.15,5.33,330,6.26,"513,020","2,755",0,0,"513,020","2,755","576,248"
190,07/05/2020,LCM,0.63,0.67,0.62,0.67,0.61,0.63,-10,-1.59,"14,270",9,0,0,"14,270",9,"15,272"
191,07/05/2020,LDG,4.83,4.85,4.89,4.93,4.83,4.88,60,1.24,"1,342,050","6,545",0,0,"1,342,050","6,545","1,172,732"
192,07/05/2020,LEC,17,17,17,17,17,0,0,0,50,1,0,0,50,1,"443,700"
193,07/05/2020,LGC,42,42,42,42,42,0,0,0,0,0,0,0,0,0,"8,099,900"
194,07/05/2020,LGL,4.89,4.88,4.63,4.88,4.6,4.78,-260,-5.32,"13,260",63,0,0,"13,260",63,"231,487"
195,07/05/2020,LHG,17.1,17.15,17,17.3,16.9,17.13,-100,-0.58,"259,400","4,441",0,0,"259,400","4,441","850,204"
196,07/05/2020,LIX,57,56.6,57,57.2,56.5,57,0,0,"125,500","7,154",0,0,"125,500","7,154","1,846,800"
197,07/05/2020,LM8,25.5,23.75,24.5,24.5,23.75,0,"-1,000",-3.92,160,4,"65,000","1,771","65,160","1,775","230,023"
198,07/05/2020,LMH,1.07,1.08,1.11,1.11,1.08,1.1,40,3.74,"390,120",428,0,0,"390,120",428,"28,449"
199,07/05/2020,LSS,4.57,4.36,4.54,4.56,4.35,4.43,-30,-0.66,"19,870",88,0,0,"19,870",88,"304,157"
200,07/05/2020,MBB,15.95,15.95,16.3,16.35,15.95,16.17,350,2.19,"6,237,880","100,923",0,0,"6,237,880","100,923","39,306,256"
201,07/05/2020,MCG,1.6,1.6,1.6,1.6,1.6,1.43,0,0,700,1,0,0,700,1,"83,280"
202,07/05/2020,MCP,14.4,14.4,14.4,14.4,14.4,0,0,0,0,0,0,0,0,0,"216,758"
203,07/05/2020,MDG,12.8,12.5,11.95,12.5,11.95,11.11,-850,-6.64,180,2,0,0,180,2,"123,381"
204,07/05/2020,MHC,2.65,2.66,2.78,2.8,2.66,2.73,130,4.91,"4,030",11,0,0,"4,030",11,"115,111"
205,07/05/2020,MSH,34.3,34.3,34.8,35.5,34.3,34.81,500,1.46,"87,360","3,041",0,0,"87,360","3,041","1,740,327"
206,07/05/2020,MSN,58,58.8,58.8,59,58,58.52,800,1.38,"780,600","45,697",0,0,"780,600","45,697","68,734,051"
207,07/05/2020,MWG,81.2,81.8,82.6,82.6,81.5,82.04,"1,400",1.72,"1,207,270","99,122","45,600","3,666","1,252,870","102,788","37,402,719"
208,07/05/2020,NAF,24.9,24.8,25.9,25.9,24.7,24.93,"1,000",4.02,"46,290","1,158","1,156,359","28,880","1,202,649","30,038","1,150,992"
209,07/05/2020,NAV,20,21,18.6,21,18.6,20.03,"-1,400",-7,"7,690",154,0,0,"7,690",154,"148,800"
210,07/05/2020,NBB,19,18.6,18.55,18.6,18.5,18.52,-450,-2.37,"3,510",65,0,0,"3,510",65,"1,731,109"
211,07/05/2020,NCT,59.5,59.5,59.5,60.4,59.5,59.59,0,0,"32,100","1,913",0,0,"32,100","1,913","1,556,861"
212,07/05/2020,NHH,45.9,45.9,48.8,48.9,45.9,46.68,"2,900",6.32,"224,980","10,502",0,0,"224,980","10,502","1,680,672"
213,07/05/2020,NKG,6.65,6.7,6.77,6.83,6.66,6.79,120,1.8,"2,035,010","13,806",0,0,"2,035,010","13,806","1,232,139"
214,07/05/2020,NLG,22.45,22.45,22.3,22.45,22,22.12,-150,-0.67,"770,090","17,040",0,0,"770,090","17,040","5,568,367"
215,07/05/2020,NNC,43.1,43.1,43.5,44.9,43.1,44.39,400,0.93,"5,260",231,0,0,"5,260",231,"953,520"
216,07/05/2020,NSC,64,63,64.9,64.9,63,64.82,900,1.41,540,35,0,0,540,35,"1,140,586"
