STT,Ngày,Mã,Tham chiếu,Mở cửa,Đóng cửa,Cao nhất,Thấp nhất,Trung bình,Thay đổi giá(+/-),Thay đổi giá(%),KLGD khớp lệnh,GTGD khớp lệnh,KLGD thỏa thuận,GTGD thỏa thuận,KL Tổng giao dịch,GT Tổng giao dịch,Tổng giao dịch
202,06/05/2020,MCP,14.4,14.4,14.4,14.4,14.4,0,0,0,0,0,0,0,0,0,"216,758"
203,06/05/2020,MDG,12.8,12.8,12.8,12.8,12.8,0,0,0,0,0,0,0,0,0,"132,157"
204,06/05/2020,MHC,2.65,2.81,2.65,2.81,2.65,2.48,0,0,"4,020",11,0,0,"4,020",11,"109,728"
205,06/05/2020,MSH,32.8,33.2,34.3,35.05,32.4,33.74,"1,500",4.57,"175,060","5,908",0,0,"175,060","5,908","1,715,322"
206,06/05/2020,MSN,56.4,57,58,58,55.7,56.75,"1,600",2.84,"1,019,980","57,965","473,200","27,195","1,493,180","85,160","67,798,894"
207,06/05/2020,MWG,79.3,80,81.2,81.2,79,80.19,"1,900",2.4,"846,520","67,949","85,200","6,684","931,720","74,633","36,768,775"
208,06/05/2020,NAF,24.4,24.4,24.9,25,24.3,24.7,500,2.05,"53,340","1,318",0,0,"53,340","1,318","1,106,552"
209,06/05/2020,NAV,19.5,20,20,20,20,20,500,2.56,550,11,0,0,550,11,"160,000"
210,06/05/2020,NBB,19,19,19,19,18.8,18.87,0,0,"8,020",152,"640,000","12,992","648,020","13,144","1,773,104"
211,06/05/2020,NCT,59.3,59.4,59.5,59.5,59.3,59.37,200,0.34,"10,790",641,0,0,"10,790",641,"1,556,861"
212,06/05/2020,NHH,42.9,42.9,45.9,45.9,42,44.5,"3,000",6.99,"237,560","10,572",0,0,"237,560","10,572","1,580,796"
213,06/05/2020,NKG,6.55,6.55,6.65,6.67,6.53,6.61,100,1.53,"1,643,470","10,862",0,0,"1,643,470","10,862","1,210,299"
214,06/05/2020,NLG,22.4,22.5,22.45,22.5,22.15,22.31,50,0.22,"337,450","7,533",0,0,"337,450","7,533","5,605,823"
215,06/05/2020,NNC,43.9,44.9,43.1,44.9,43.1,46.67,-800,-1.82,600,26,0,0,600,26,"944,752"
216,06/05/2020,NSC,64,65,64,65,64,64.34,0,0,"2,900",186,0,0,"2,900",186,"1,124,769"
217,06/05/2020,NT2,19.95,20,20.2,20.45,20,20.21,250,1.25,"246,670","4,986",0,0,"246,670","4,986","5,815,096"
218,06/05/2020,NTL,16.85,16.8,16.95,17.1,16.8,16.96,100,0.59,"39,330",666,0,0,"39,330",666,"1,033,780"
219,06/05/2020,NVL,52.8,52.5,53,53.7,51.5,52.46,200,0.38,"1,282,470","67,351","340,000","17,740","1,622,470","85,091","51,385,662"
220,06/05/2020,NVT,5.2,5.49,5.2,5.49,5.2,4.94,0,0,810,4,0,0,810,4,"470,600"
221,06/05/2020,OGC,3.3,3.3,3.3,3.3,3.23,3.26,0,0,"882,130","2,878",0,0,"882,130","2,878","990,000"
222,06/05/2020,OPC,59.3,59.3,57,59.3,57,57.58,"-2,300",-3.88,330,19,"50,000","3,170","50,330","3,189","1,514,905"
223,06/05/2020,PAC,22.1,22,22.25,22.4,22,22.1,150,0.68,"47,480","1,050",0,0,"47,480","1,050","1,033,995"
224,06/05/2020,PAN,22.9,23,24.5,24.5,23,24.34,"1,600",6.99,"170,190","4,143",0,0,"170,190","4,143","5,299,095"
225,06/05/2020,PC1,14.15,14.2,15.1,15.1,14.2,14.93,950,6.71,"964,100","14,394",0,0,"964,100","14,394","2,405,785"
226,06/05/2020,PDN,59,57.7,63,63,57.7,60.87,"4,000",6.78,"6,900",420,0,0,"6,900",420,"1,166,883"
227,06/05/2020,PDR,26.15,26.15,26.4,26.4,25.4,25.88,250,0.96,"612,250","15,851",0,0,"612,250","15,851","8,650,170"
228,06/05/2020,PET,7.06,7.06,7.07,7.13,7.05,7.08,10,0.14,"70,470",499,0,0,"70,470",499,"601,019"
229,06/05/2020,PGC,13.3,13.45,13.45,13.5,13.3,13.4,150,1.13,"17,300",232,0,0,"17,300",232,"811,563"
230,06/05/2020,PGD,30,30,30.1,30.2,30,30.15,100,0.33,"3,480",105,0,0,"3,480",105,"2,708,942"
231,06/05/2020,PGI,15.75,14.75,14.75,14.75,14.75,0,"-1,000",-6.35,370,5,0,0,370,5,"1,308,587"
232,06/05/2020,PHC,9.6,9.7,9.7,9.89,9.63,9.76,100,1.04,"59,090",575,"205,000","1,999","264,090","2,574","249,758"
233,06/05/2020,PHR,44.05,44.4,44.9,45.1,43.8,44.47,850,1.93,"981,900","43,691","50,000","2,050","1,031,900","45,741","6,083,914"
234,06/05/2020,PIT,3.9,3.9,3.64,3.9,3.64,4,-260,-6.67,560,2,0,0,560,2,"51,725"
235,06/05/2020,PJT,9.98,9.7,9.5,9.79,9.5,9.74,-480,-4.81,"5,100",50,0,0,"5,100",50,"145,925"
236,06/05/2020,PLP,7.65,7.31,7.9,7.9,7.31,7.68,250,3.27,"64,530",492,"240,000","1,920","304,530","2,412","197,500"
237,06/05/2020,PLX,40.4,41.2,41.95,42.3,40.9,41.52,"1,550",3.84,"1,700,870","70,628",0,0,"1,700,870","70,628","49,954,615"
238,06/05/2020,PME,59.9,59.9,60.5,60.5,59.9,60.05,600,1,"4,190",251,0,0,"4,190",251,"4,538,203"
239,06/05/2020,PMG,11.3,11.35,11.5,11.5,11.3,12,200,1.77,"3,280",38,0,0,"3,280",38,"484,427"
240,06/05/2020,PNC,9.3,9.9,9,9.9,9,8.82,-300,-3.23,690,6,0,0,690,6,"97,194"
241,06/05/2020,PNJ,56,56,56.5,56.8,56,56.27,500,0.89,"932,630","52,481","192,610","11,537","1,125,240","64,018","12,723,132"
242,06/05/2020,POM,4.15,4.2,4.2,4.3,4.2,4.22,50,1.2,"4,390",19,0,0,"4,390",19,"1,169,883"
243,06/05/2020,POW,9.66,9.56,9.95,9.95,9.56,9.79,290,3,"3,990,060","39,038",0,0,"3,990,060","39,038","23,301,622"
244,06/05/2020,PPC,24.5,24.9,24.8,25,24.55,24.7,300,1.22,"131,250","3,243",0,0,"131,250","3,243","7,951,204"
245,06/05/2020,PTB,44,44,46.05,46.5,43.7,45.52,"2,050",4.66,"475,870","21,669",0,0,"475,870","21,669","2,178,139"
246,06/05/2020,PTC,6.9,7.38,7.38,7.38,7.38,0,480,6.96,10,0,0,0,10,0,"119,630"
247,06/05/2020,PTL,3.5,3.3,3.26,3.3,3.26,3.21,-240,-6.86,"10,920",36,0,0,"10,920",36,"322,300"
248,06/05/2020,PVD,9.51,9.69,9.71,9.8,9.61,9.7,200,2.1,"4,959,750","48,115",0,0,"4,959,750","48,115","4,089,170"
249,06/05/2020,PVT,9.72,9.8,9.97,9.97,9.8,9.9,250,2.57,"1,730,360","17,135",0,0,"1,730,360","17,135","2,805,958"
250,06/05/2020,PXI,2.88,2.69,2.87,2.87,2.69,2.6,-10,-0.35,"5,210",14,0,0,"5,210",14,"86,100"
251,06/05/2020,PXS,3.65,3.73,3.63,3.73,3.6,3.66,-20,-0.55,"63,380",232,0,0,"63,380",232,"217,800"
252,06/05/2020,PXT,1.05,1.05,1.06,1.06,1.05,1.05,10,0.95,"21,020",22,0,0,"21,020",22,"21,200"
253,06/05/2020,QBS,1.88,1.88,1.86,1.89,1.83,1.85,-20,-1.06,"48,660",90,"2,292,970","4,013","2,341,630","4,103","128,954"
254,06/05/2020,QCG,7.3,7.49,7.81,7.81,7.49,7.75,510,6.99,"757,220","5,860",0,0,"757,220","5,860","2,148,759"
255,06/05/2020,RAL,78,80.8,83.4,83.4,79,81.68,"5,400",6.92,"34,650","2,833",0,0,"34,650","2,833","959,100"
256,06/05/2020,RDP,7.6,7.6,7.5,7.6,7.5,6.25,-100,-1.32,320,2,0,0,320,2,"280,025"
257,06/05/2020,REE,30,30,30.4,30.4,30,30.27,400,1.33,"190,640","5,771",0,0,"190,640","5,771","9,425,548"
258,06/05/2020,RIC,4.54,4.23,4.23,4.23,4.23,4.07,-310,-6.83,"2,220",9,0,0,"2,220",9,"297,660"
259,06/05/2020,ROS,3.59,3.65,3.61,3.67,3.5,3.58,20,0.56,"12,204,990","43,705",0,0,"12,204,990","43,705","2,049,029"
260,06/05/2020,S4A,28,28,28,28,28,0,0,0,0,0,0,0,0,0,"1,181,600"
261,06/05/2020,SAB,151.7,161.8,158,161.8,152,157.94,"6,300",4.15,"86,530","13,735","21,000","3,408","107,530","17,143","101,322,427"
262,06/05/2020,SAM,9.1,9.1,9.24,9.3,9.1,9.2,140,1.54,"141,950","1,306",0,0,"141,950","1,306","2,370,102"
263,06/05/2020,SAV,8.19,8.19,7.7,8.23,7.7,7.9,-490,-5.98,"3,760",29,0,0,"3,760",29,"104,166"
264,06/05/2020,SBA,13.95,14,14.1,14.1,14,14.07,150,1.08,"11,380",160,0,0,"11,380",160,"850,021"
265,06/05/2020,SBT,14.15,14.2,14.25,14.3,14,14.14,100,0.71,"2,158,530","30,533",0,0,"2,158,530","30,533","8,361,053"
266,06/05/2020,SBV,9.2,9.2,9.3,9.3,9.2,9.19,100,1.09,"27,810",256,0,0,"27,810",256,"253,950"
267,06/05/2020,SC5,19.8,19.7,21,21,19.7,20,"1,200",6.06,50,1,0,0,50,1,"314,653"
268,06/05/2020,SCD,25.95,25.95,25.95,25.95,25.95,0,0,0,0,0,0,0,0,0,"219,995"
269,06/05/2020,SCR,4.42,4.42,4.48,4.59,4.41,4.49,60,1.36,"2,060,880","9,249","112,000",461,"2,172,880","9,710","1,641,276"
270,06/05/2020,SCS,104,104,104.9,105,103.6,104.55,900,0.87,"6,020",629,0,0,"6,020",629,"5,283,362"
271,06/05/2020,SFC,20.5,20.5,20.5,20.5,20.5,0,0,0,0,0,0,0,0,0,"230,314"
272,06/05/2020,SFG,5.39,5.35,5.49,5.49,5.31,5.33,100,1.86,"6,950",37,0,0,"6,950",37,"262,956"
273,06/05/2020,SFI,18.1,19,18.7,19,17.7,25,600,3.31,130,2,0,0,130,2,"279,103"
274,06/05/2020,SGN,70.5,71.5,72,72,71.5,71.54,"1,500",2.13,"1,300",93,0,0,"1,300",93,"2,414,419"
275,06/05/2020,SGR,15.5,15.5,15.5,15.5,15.5,0,0,0,0,0,0,0,0,0,"705,869"
276,06/05/2020,SGT,4.4,4.4,4.5,4.5,4.3,4.55,100,2.27,720,3,0,0,720,3,"333,007"
277,06/05/2020,SHA,4.1,4.2,4.15,4.2,3.98,4.01,50,1.22,"11,210",45,0,0,"11,210",45,"125,899"
278,06/05/2020,SHI,8.56,8.56,8.54,8.56,8.42,8.5,-20,-0.23,"772,940","6,585","257,800","2,206","1,030,740","8,791","741,010"
279,06/05/2020,SHP,23.2,24,24,24,24,0,800,3.45,10,0,0,0,10,0,"2,249,045"
280,06/05/2020,SII,20.7,20.7,20.7,20.7,20.7,0,0,0,10,0,0,0,10,0,"1,336,229"
281,06/05/2020,SJD,16.8,17,16.8,17,16.8,16.84,0,0,"12,550",212,0,0,"12,550",212,"1,159,177"
282,06/05/2020,SJF,1.86,1.81,1.82,1.83,1.76,1.78,-40,-2.15,"985,600","1,758",0,0,"985,600","1,758","144,144"
283,06/05/2020,SJS,17.95,17.7,19.2,19.2,17.55,18.44,"1,250",6.96,"236,310","4,395",0,0,"236,310","4,395","2,186,832"
284,06/05/2020,SKG,9.76,9.84,9.75,10.05,9.61,9.82,-10,-0.1,"196,250","1,926",0,0,"196,250","1,926","617,484"
285,06/05/2020,SMA,16.1,17.15,17.15,17.15,17.15,0,"1,050",6.52,10,0,0,0,10,0,"326,219"
286,06/05/2020,SMB,29.5,29.5,30,30,29.5,29.62,500,1.69,"108,500","3,215",0,0,"108,500","3,215","895,399"
287,06/05/2020,SMC,10.9,10.5,10.9,10.9,10.5,10.38,0,0,"1,280",14,0,0,"1,280",14,"664,060"
288,06/05/2020,SPM,10.75,10,10.8,10.8,10,0,50,0.47,30,0,0,0,30,0,"148,716"
289,06/05/2020,SRC,17.2,17.6,17.35,17.6,16.8,17.22,150,0.87,"3,230",56,0,0,"3,230",56,"486,899"
290,06/05/2020,SRF,13.35,12.9,13.3,13.3,12.85,12.9,-50,-0.37,"5,890",76,0,0,"5,890",76,"408,515"
291,06/05/2020,SSC,53.4,56.2,53.5,56.2,53.5,50,100,0.19,20,1,0,0,20,1,"710,040"
292,06/05/2020,SSI,12.65,12.75,12.95,13,12.7,12.85,300,2.37,"1,675,700","21,534",0,0,"1,675,700","21,534","7,782,126"
293,06/05/2020,ST8,12,12,12.8,12.8,12,12.2,800,6.67,"4,520",55,0,0,"4,520",55,"329,228"
294,06/05/2020,STB,8.97,9,9.14,9.14,8.93,9.01,170,1.9,"8,419,490","75,891",0,0,"8,419,490","75,891","16,485,392"
295,06/05/2020,STG,15.7,15.7,15.7,16.2,15.7,25,0,0,40,1,0,0,40,1,"1,542,578"
296,06/05/2020,STK,16.4,16.4,16.35,16.5,16.05,16.25,-50,-0.3,"55,020",895,0,0,"55,020",895,"1,156,386"
297,06/05/2020,SVC,64.8,69.3,69.3,69.3,69.3,69.22,"4,500",6.94,"7,870",545,"2,450,000","147,735","2,457,870","148,280","1,730,803"
298,06/05/2020,SVI,70.7,66,66,66,66,100,"-4,700",-6.65,10,1,0,0,10,1,"846,941"
299,06/05/2020,SVT,8,8,8,8,8,0,0,0,0,0,0,0,0,0,"84,215"
300,06/05/2020,SZC,18,18.1,19.25,19.25,18.1,18.87,"1,250",6.94,"1,835,550","34,654",0,0,"1,835,550","34,654","1,925,000"
301,06/05/2020,SZL,37.85,38.7,40.1,40.1,37.6,38.77,"2,250",5.94,"122,810","4,768","30,000","1,058","152,810","5,826","729,455"
302,06/05/2020,TAC,26,26.3,27,27,26,26.79,"1,000",3.85,"34,200",917,0,0,"34,200",917,"914,656"
303,06/05/2020,TBC,22.8,22.8,22.8,22.8,22.8,0,0,0,0,0,0,0,0,0,"1,447,800"
304,06/05/2020,TCB,17.4,17.55,17.55,17.55,17.25,17.41,150,0.86,"1,175,100","20,463","500,000","9,300","1,675,100","29,763","61,427,456"
305,06/05/2020,TCD,10,10,10,10,10,12.5,0,0,160,2,0,0,160,2,"423,024"
306,06/05/2020,TCH,21.95,21.9,22.15,22.5,21.7,22.08,200,0.91,"1,119,940","24,725",0,0,"1,119,940","24,725","7,824,965"
307,06/05/2020,TCL,17.8,17.8,17.8,17.8,17.7,17.76,0,0,"8,160",145,0,0,"8,160",145,"536,820"
308,06/05/2020,TCM,14.6,14.65,15.05,15.15,14.6,14.93,450,3.08,"273,540","4,084",0,0,"273,540","4,084","871,643"
309,06/05/2020,TCO,8.65,8.65,8.65,8.65,8.65,0,0,0,0,0,0,0,0,0,"144,698"
310,06/05/2020,TCR,4.2,3.91,3.91,4.18,3.91,3.81,-290,-6.9,"1,060",4,0,0,"1,060",4,"177,612"
311,06/05/2020,TCT,34.5,35,35,35,35,40,500,1.45,100,4,0,0,100,4,"447,580"
312,06/05/2020,TDC,7.54,7.55,7.55,7.55,7.4,7.48,10,0.13,"132,290",989,0,0,"132,290",989,"755,000"
313,06/05/2020,TDG,1.75,1.69,1.71,1.75,1.69,1.73,-40,-2.29,"373,550",644,0,0,"373,550",644,"28,677"
314,06/05/2020,TDH,8.04,8,8.05,8.15,7.95,8.06,10,0.12,"553,020","4,453","220,000","1,892","773,020","6,345","755,721"
315,06/05/2020,TDM,20.3,20.5,20.4,20.9,20.3,20.59,100,0.49,"138,160","2,844",0,0,"138,160","2,844","1,952,280"
316,06/05/2020,TDW,22.95,24.55,22.6,24.55,22.6,25,-350,-1.53,100,2,0,0,100,2,"192,100"
317,06/05/2020,TEG,3.05,3.05,3.05,3.05,3.05,0,0,0,0,0,0,0,0,0,"98,770"
318,06/05/2020,TGG,0.84,0.83,0.85,0.85,0.82,0.84,10,1.19,"193,560",162,0,0,"193,560",162,"23,205"
319,06/05/2020,THG,46.35,46.5,48,48,45.6,47.03,"1,650",3.56,"21,570","1,018",0,0,"21,570","1,018","633,589"
320,06/05/2020,THI,27.85,26,26,26,26,0,"-1,850",-6.64,300,8,0,0,300,8,"1,144,000"
321,06/05/2020,TIP,18,17.8,18.4,18.7,17.8,18.14,400,2.22,"750,930","13,628",0,0,"750,930","13,628","478,458"
322,06/05/2020,TIX,30,31,32.1,32.1,31,25,"2,100",7,"4,100",127,"700,000","22,330","704,100","22,457","963,000"
323,06/05/2020,TLD,5.14,5.1,5.2,5.4,5.1,5.22,60,1.17,"130,540",681,0,0,"130,540",681,"97,343"
324,06/05/2020,TLG,30.5,30.4,31.2,31.5,30.4,31.15,700,2.3,"211,320","6,582",0,0,"211,320","6,582","2,427,187"
325,06/05/2020,TLH,2.94,2.97,2.9,2.97,2.89,2.9,-40,-1.36,"404,990","1,175",0,0,"404,990","1,175","291,887"
326,06/05/2020,TMP,32.5,32.5,31.95,32.5,31.95,32.22,-550,-1.69,"5,550",179,0,0,"5,550",179,"2,236,500"
327,06/05/2020,TMS,26.7,25.35,26.5,26.5,25.35,25.93,-200,-0.75,"1,350",35,0,0,"1,350",35,"1,672,118"
328,06/05/2020,TMT,5.2,5.2,5.2,5.2,5.2,0,0,0,0,0,0,0,0,0,"191,765"
329,06/05/2020,TN1,64.7,64.5,64.7,64.7,64.5,65,0,0,"1,600",103,0,0,"1,600",103,"860,510"
330,06/05/2020,TNA,15.1,15.6,15.45,15.6,15,15.21,350,2.32,"42,580",650,0,0,"42,580",650,"529,149"
331,06/05/2020,TNC,16.75,16.8,17.05,17.2,16.8,17.08,300,1.79,"14,170",242,0,0,"14,170",242,"328,212"
332,06/05/2020,TNI,10.35,10.35,10.45,10.45,10.35,10.4,100,0.97,"552,420","5,742",0,0,"552,420","5,742","548,625"
333,06/05/2020,TNT,1.49,1.46,1.46,1.51,1.46,1.51,-30,-2.01,"46,110",68,0,0,"46,110",68,"37,230"
334,06/05/2020,TPB,17.6,17.7,17.95,18,17.6,17.87,350,1.99,"101,950","1,822",0,0,"101,950","1,822","14,657,488"
335,06/05/2020,TPC,7.51,7.99,7.99,7.99,7.99,0,480,6.39,10,0,0,0,10,0,"179,910"
336,06/05/2020,TRA,56.5,56.5,57,57,56.5,56.43,500,0.88,"4,340",246,0,0,"4,340",246,"2,362,681"
337,06/05/2020,TRC,26.1,27.2,27,27.2,26.95,27.02,900,3.45,"12,450",337,0,0,"12,450",337,"786,375"
338,06/05/2020,TS4,2.39,2.42,2.41,2.42,2.39,2.26,20,0.84,"3,410",8,0,0,"3,410",8,"38,684"
339,06/05/2020,TSC,2.35,2.32,2.35,2.39,2.28,2.33,0,0,"413,910",963,0,0,"413,910",963,"346,973"
340,06/05/2020,TTB,2.93,2.91,2.94,3,2.88,2.96,10,0.34,"232,590",687,0,0,"232,590",687,"137,671"
341,06/05/2020,TTE,13.9,13.9,13.9,13.9,13.9,0,0,0,0,0,0,0,0,0,"396,017"
342,06/05/2020,TTF,2.08,2.08,2.09,2.11,2.07,2.08,10,0.48,"673,170","1,403",0,0,"673,170","1,403","650,403"
343,06/05/2020,TV2,62.2,63,63.7,63.8,62.9,63.23,"1,500",2.41,"37,700","2,385",0,0,"37,700","2,385","1,529,445"
344,06/05/2020,TVB,10,10,10.45,10.7,9.95,10.36,450,4.5,"535,820","5,552",0,0,"535,820","5,552","507,605"
345,06/05/2020,TVS,10.8,10.95,10.85,10.95,10.75,10.89,50,0.46,"23,010",251,0,0,"23,010",251,"977,853"
346,06/05/2020,TVT,20.2,20.2,19.25,20.2,19,18.94,-950,-4.7,"3,600",69,0,0,"3,600",69,"404,250"
347,06/05/2020,TYA,12.25,12.4,12.4,12.4,12.1,12.17,150,1.22,"29,810",364,0,0,"29,810",364,"380,439"
348,06/05/2020,UDC,3,2.98,3.1,3.21,2.8,2.82,100,3.33,"27,670",78,0,0,"27,670",78,"107,589"
349,06/05/2020,UIC,41.85,42,38.95,42.2,38.95,39.42,"-2,900",-6.93,"106,270","4,194",0,0,"106,270","4,194","311,600"
350,06/05/2020,VAF,4.91,4.91,4.91,4.91,4.91,0,0,0,10,0,0,0,10,0,"184,937"
351,06/05/2020,VCB,66.8,67.3,67.6,67.7,66.5,67.05,800,1.2,"855,770","57,399","327,000","21,965","1,182,770","79,364","250,720,115"
352,06/05/2020,VCF,205,205,211.8,211.8,205,212.5,"6,800",3.32,80,17,0,0,80,17,"5,629,461"
353,06/05/2020,VCI,18.5,18.5,18.4,18.6,18.3,18.46,-100,-0.54,"143,670","2,653",0,0,"143,670","2,653","3,022,825"
354,06/05/2020,VDP,36.6,38.8,37.75,38.8,34.4,36.36,"1,150",3.14,120,4,0,0,120,4,"481,294"
355,06/05/2020,VDS,5.87,5.87,5.87,5.87,5.87,0,0,0,0,0,0,0,0,0,"587,586"
356,06/05/2020,VFG,35.4,37.85,37.85,37.85,37.85,33.33,"2,450",6.92,30,1,0,0,30,1,"1,214,488"
357,06/05/2020,VGC,17.3,17.3,17.3,17.35,17.05,17.27,0,0,"456,160","7,881",0,0,"456,160","7,881","7,756,455"
358,06/05/2020,VHC,29.4,29.4,30,30.3,29.4,29.94,600,2.04,"645,170","19,317",0,0,"645,170","19,317","5,458,381"
359,06/05/2020,VHM,63.6,63.6,67,67.5,63.4,65.68,"3,400",5.35,"4,286,630","281,756","35,759,452","2,145,567","40,046,082","2,427,323","220,397,433"
360,06/05/2020,VIC,92.7,92.6,95,95,92.5,93.71,"2,300",2.48,"773,570","72,593",0,0,"773,570","72,593","321,330,906"
361,06/05/2020,VID,3.65,3.46,3.46,3.46,3.46,0,-190,-5.21,10,0,0,0,10,0,"97,136"
362,06/05/2020,VIP,4.4,4.4,4.4,4.45,4.39,4.41,0,0,"78,530",346,0,0,"78,530",346,"288,072"
363,06/05/2020,VIS,20.1,20.1,20.1,20.1,20.1,0,0,0,0,0,0,0,0,0,"1,483,991"
364,06/05/2020,VJC,111.5,111.8,112.1,112.5,111.7,112.17,600,0.54,"411,930","46,205",0,0,"411,930","46,205","58,722,306"
365,06/05/2020,VMD,20,21.3,21.4,21.4,21.3,33.33,"1,400",7,30,1,0,0,30,1,"330,422"
366,06/05/2020,VND,10.7,10.7,10.9,10.9,10.65,10.76,200,1.87,"418,620","4,508",0,0,"418,620","4,508","2,273,362"
367,06/05/2020,VNE,4.01,4.01,4.29,4.29,4.01,4.28,280,6.98,"476,200","2,037",0,0,"476,200","2,037","351,497"
368,06/05/2020,VNG,13.3,13.8,13.3,13.8,13.15,13.28,0,0,"185,210","2,464",0,0,"185,210","2,464","1,293,779"
369,06/05/2020,VNL,14.6,14,14,14,14,14.71,-600,-4.11,350,5,0,0,350,5,"126,000"
370,06/05/2020,VNM,100.5,100.7,101.5,101.5,99.7,100.71,"1,000",1,"1,105,020","111,373","1,623,280","163,640","2,728,300","275,013","176,749,836"
371,06/05/2020,VNS,9.06,9.06,9.2,9.24,9,8.91,140,1.55,"3,520",32,0,0,"3,520",32,"624,305"
372,06/05/2020,VOS,1.37,1.37,1.36,1.37,1.35,1.35,-10,-0.73,"73,380",100,0,0,"73,380",100,"190,400"
373,06/05/2020,VPB,20.35,20.35,20.85,20.85,20.3,20.54,500,2.46,"2,650,480","54,495",0,0,"2,650,480","54,495","50,827,053"
374,06/05/2020,VPD,14.5,14.5,14.5,14.5,14.15,14.09,0,0,710,10,0,0,710,10,"1,545,550"
375,06/05/2020,VPG,18.7,18.7,17.95,18.7,17.4,17.33,-750,-4.01,"7,620",133,0,0,"7,620",133,"474,775"
376,06/05/2020,VPH,3.68,3.61,3.61,3.8,3.61,3.65,-70,-1.9,"118,370",431,"2,400,000","8,280","2,518,370","8,711","344,242"
377,06/05/2020,VPI,42.05,42.05,42.1,42.4,42,42.16,50,0.12,"252,080","10,626",0,0,"252,080","10,626","6,736,000"
378,06/05/2020,VPS,11.6,11.6,11.6,11.6,11.6,0,0,0,0,0,0,0,0,0,"283,745"
379,06/05/2020,VRC,5.75,5.75,5.97,6.12,5.72,5.98,220,3.83,"244,370","1,461",0,0,"244,370","1,461","298,500"
380,06/05/2020,VRE,23.55,23.8,25,25,23.55,24.11,"1,450",6.16,"5,201,410","125,808",0,0,"5,201,410","125,808","56,807,960"
381,06/05/2020,VSC,26,26.1,27.15,27.2,25.85,26.63,"1,150",4.42,"288,600","7,692",0,0,"288,600","7,692","1,496,584"
382,06/05/2020,VSH,17.7,18.05,17.6,18.1,17.6,17.97,-100,-0.56,"8,800",156,0,0,"8,800",156,"3,629,846"
383,06/05/2020,VSI,24.35,24.35,24.25,24.35,24.25,0,-100,-0.41,30,1,0,0,30,1,"320,100"
384,06/05/2020,VTB,10.6,10.5,10.6,10.6,10.5,10.35,0,0,900,10,0,0,900,10,"114,528"
385,06/05/2020,VTO,6.93,6.93,7,7,6.93,6.98,70,1.01,"39,810",278,0,0,"39,810",278,"552,067"
386,06/05/2020,YBM,3.5,3.5,3.48,3.5,3.33,3.38,-20,-0.57,"12,540",42,0,0,"12,540",42,"49,764"
387,06/05/2020,YEG,53.5,52.8,53.5,54,52.8,53.63,0,0,"22,310","1,196",0,0,"22,310","1,196","1,578,551"
