STT,Ngày,Mã,Tham chiếu,Mở cửa,Đóng cửa,Cao nhất,Thấp nhất,Trung bình,Thay đổi giá(+/-),Thay đổi giá(%),KLGD khớp lệnh,GTGD khớp lệnh,KLGD thỏa thuận,GTGD thỏa thuận,KL Tổng giao dịch,GT Tổng giao dịch,Tổng giao dịch
16,06/05/2020,ASP,5.2,5.2,5.15,5.2,5.15,5.22,-50,-0.96,"7,490",39,0,0,"7,490",39,"192,299"
17,06/05/2020,AST,51.8,51.9,51,51.9,50.5,51.15,-800,-1.54,"79,470","4,065",0,0,"79,470","4,065","2,295,000"
18,06/05/2020,ATG,0.54,0.52,0.54,0.54,0.52,0.53,0,0,"46,410",25,0,0,"46,410",25,"8,219"
19,06/05/2020,BBC,43.2,42.35,43.4,44,42.35,44.83,200,0.46,540,23,0,0,540,23,"669,262"
20,06/05/2020,BCE,7.54,7.54,7.54,7.54,7.4,7.45,0,0,"91,510",682,0,0,"91,510",682,"226,200"
21,06/05/2020,BCG,4.99,5,5.03,5.07,4.99,5.03,40,0.8,"264,820","1,333",0,0,"264,820","1,333","543,269"
22,06/05/2020,BFC,11.8,11.8,12,12.2,11.75,11.93,200,1.69,"287,510","3,431",0,0,"287,510","3,431","686,016"
23,06/05/2020,BHN,52.3,52.3,54.5,55.9,52,52.42,"2,200",4.21,"17,300",911,0,0,"17,300",911,"12,633,100"
24,06/05/2020,BIC,24.8,24.4,24.2,24.4,24.2,23.75,-600,-2.42,"2,090",51,0,0,"2,090",51,"2,838,101"
25,06/05/2020,BID,35.3,35.45,36,36,35.3,35.62,700,1.98,"739,320","26,375",0,0,"739,320","26,375","144,792,649"
26,06/05/2020,BMC,11.2,11.2,11,11.25,11,11.36,-200,-1.79,"2,640",29,0,0,"2,640",29,"136,319"
27,06/05/2020,BMI,22.4,22.5,22.4,22.5,22.05,22.16,0,0,"88,900","1,972",0,0,"88,900","1,972","2,046,330"
28,06/05/2020,BMP,45,44.25,44.35,45.2,44.25,44.73,-650,-1.44,"165,050","7,374",0,0,"165,050","7,374","3,630,533"
29,06/05/2020,BRC,11,11,11,11,11,0,0,0,0,0,0,0,0,0,"136,125"
30,06/05/2020,BSI,7.7,7.9,7.88,7.9,7.65,7.68,180,2.34,"20,560",158,0,0,"20,560",158,"957,977"
31,06/05/2020,BTP,15,15,15.7,15.7,14.9,15.12,700,4.67,"69,690","1,056",0,0,"69,690","1,056","949,624"
32,06/05/2020,BTT,36.9,39.45,39.45,39.45,39.45,39.22,"2,550",6.91,"1,020",40,0,0,"1,020",40,"532,575"
33,06/05/2020,BVH,45,45.2,46.5,46.5,44.5,44.98,"1,500",3.33,"587,550","26,527",0,0,"587,550","26,527","34,518,009"
34,06/05/2020,BWE,20.5,20.5,20.65,21.1,20.45,20.7,150,0.73,"130,980","2,711",0,0,"130,980","2,711","3,097,500"
35,06/05/2020,C32,24.25,24.4,25.4,25.8,24.4,25.12,"1,150",4.74,"178,040","4,470",0,0,"178,040","4,470","381,766"
36,06/05/2020,C47,8.19,8,8.19,8.2,8,8.14,0,0,"48,040",392,0,0,"48,040",392,"139,395"
37,06/05/2020,CAV,65.2,65.2,65.2,65.2,61.2,66.67,0,0,180,12,0,0,180,12,"3,748,311"
38,06/05/2020,CCI,13.5,13.95,13,14,13,14,-500,-3.7,"44,930",629,0,0,"44,930",629,"228,034"
39,06/05/2020,CCL,6.97,7.04,7.38,7.45,7.03,7.35,410,5.88,"254,930","1,873",0,0,"254,930","1,873","350,549"
40,06/05/2020,CDC,14,14,14,14,14,0,0,0,0,0,0,0,0,0,"219,890"
41,06/05/2020,CEE,13.45,14,14,14,14,14,550,4.09,"20,000",280,0,0,"20,000",280,"553,000"
42,06/05/2020,CHP,19.5,18.7,19.7,19.7,18.6,17.86,200,1.03,560,10,0,0,560,10,"2,730,391"
43,06/05/2020,CIG,1.82,1.8,1.8,1.8,1.8,0,-20,-1.1,210,0,0,0,210,0,"56,772"
44,06/05/2020,CII,19.4,19.5,19.4,19.5,19.25,19.39,0,0,"930,130","18,037",0,0,"930,130","18,037","4,808,063"
45,06/05/2020,CKG,8,7.9,7.9,8,7.9,7.95,-100,-1.25,"17,880",142,0,0,"17,880",142,"395,000"
46,06/05/2020,CLC,27.3,27,26.8,27,26.5,26.72,-500,-1.83,"14,970",400,0,0,"14,970",400,"702,363"
47,06/05/2020,CLG,1.85,1.8,1.82,1.85,1.73,1.79,-30,-1.62,"29,180",52,0,0,"29,180",52,"38,493"
48,06/05/2020,CLL,28.5,27,27,27,27,27.27,"-1,500",-5.26,400,11,0,0,400,11,"918,000"
49,06/05/2020,CLW,28,28,28,28,28,0,0,0,0,0,0,0,0,0,"364,000"
50,06/05/2020,CMG,28.25,28.25,28.25,28.3,27.9,28.09,0,0,"56,460","1,586",0,0,"56,460","1,586","2,824,996"
51,06/05/2020,CMV,13,12.1,12.1,12.1,12.1,0,-900,-6.92,10,0,0,0,10,0,"146,457"
52,06/05/2020,CMX,12.7,12.7,12.4,12.7,11.85,12.35,-300,-2.36,"74,450",921,0,0,"74,450",921,"327,887"
53,06/05/2020,CNG,20.8,20.8,20.8,21,20.8,21.01,0,0,"13,520",283,0,0,"13,520",283,"561,593"
54,06/05/2020,COM,44,44,44,44,44,0,0,0,0,0,0,0,0,0,"621,308"
55,06/05/2020,CRC,11.35,11.35,11.35,11.45,11.1,11.34,0,0,"44,870",509,0,0,"44,870",509,"170,250"
56,06/05/2020,CRE,15,15,15.2,15.45,15,15.29,200,1.33,"394,490","6,023",0,0,"394,490","6,023","1,215,998"
57,06/05/2020,CSM,16.7,16.55,17.15,17.3,16.5,16.94,450,2.69,"226,670","3,838",0,0,"226,670","3,838","1,777,173"
58,06/05/2020,CSV,20.15,20.3,20.8,20.8,20.1,20.35,650,3.23,"320,680","6,537",0,0,"320,680","6,537","919,360"
59,06/05/2020,CTD,61,61,65.2,65.2,61,63.88,"4,200",6.89,"350,690","22,396",0,0,"350,690","22,396","4,974,276"
60,06/05/2020,CTF,22.4,20.85,21.85,22.1,20.85,21.4,-550,-2.46,"39,770",852,"1,380,000","29,760","1,419,770","30,612","995,048"
61,06/05/2020,CTG,19.85,19.95,20.2,20.3,19.55,19.95,350,1.76,"6,890,670","137,512","733,000","14,772","7,623,670","152,284","75,212,772"
62,06/05/2020,CTI,19,19.2,19.7,20.3,19.2,19.88,700,3.68,"753,550","14,958",0,0,"753,550","14,958","1,241,100"
63,06/05/2020,CTS,5.43,5.42,5.57,5.57,5.36,5.4,140,2.58,"159,330",864,0,0,"159,330",864,"592,646"
64,06/05/2020,CVT,16.2,16.4,16.6,16.65,16.05,16.35,400,2.47,"136,670","2,234",0,0,"136,670","2,234","609,069"
65,06/05/2020,D2D,55.5,55.5,57,57.1,55.3,56.47,"1,500",2.7,"158,920","8,976",0,0,"158,920","8,976","1,214,668"
66,06/05/2020,DAG,5.63,5.7,5.67,5.77,5.6,5.68,40,0.71,"504,160","2,861",0,0,"504,160","2,861","293,671"
67,06/05/2020,DAH,9.25,9.35,9.17,9.35,9,9.15,-80,-0.86,"212,310","1,943",0,0,"212,310","1,943","313,614"
68,06/05/2020,DAT,7.89,7.89,7.89,7.89,7.89,0,0,0,0,0,0,0,0,0,"362,983"
69,06/05/2020,DBC,27.25,27.45,27.6,28.45,27.2,27.83,350,1.28,"2,706,020","75,274","50,000","1,275","2,756,020","76,549","2,514,355"
70,06/05/2020,DBD,51.1,51,51,51,50.4,50.56,-100,-0.2,"21,090","1,069",0,0,"21,090","1,069","2,671,325"
71,06/05/2020,DCL,20.7,20.8,20.2,20.95,20.1,20.48,-500,-2.42,"51,870","1,060",0,0,"51,870","1,060","1,148,023"
72,06/05/2020,DCM,8.05,8,8.1,8.15,8,8.08,50,0.62,"1,103,120","8,910",0,0,"1,103,120","8,910","4,288,140"
73,06/05/2020,DGW,25.45,25.5,26.9,26.9,25,26.03,"1,450",5.7,"806,080","20,993",0,0,"806,080","20,993","1,156,707"
74,06/05/2020,DHA,33,33,34.6,35,33,33.59,"1,600",4.85,"40,680","1,367",0,0,"40,680","1,367","509,522"
75,06/05/2020,DHC,37.5,37.75,37.3,37.8,37,37.21,-200,-0.53,"261,550","9,737",0,0,"261,550","9,737","2,088,643"
76,06/05/2020,DHG,93.8,94,95.1,95.6,93.6,94.64,"1,300",1.39,"46,810","4,430",0,0,"46,810","4,430","12,433,951"
77,06/05/2020,DHM,6.09,6.02,6.2,6.3,5.85,6.1,110,1.81,"169,680","1,035",0,0,"169,680","1,035","194,656"
78,06/05/2020,DIC,1.57,1.57,1.57,1.62,1.55,1.56,0,0,"172,210",270,0,0,"172,210",270,"40,953"
79,06/05/2020,DIG,11.3,11.3,11.35,11.4,11.2,11.31,50,0.44,"667,010","7,548","750,000","8,625","1,417,010","16,173","3,480,911"
80,06/05/2020,DLG,1.49,1.48,1.46,1.49,1.45,1.47,-30,-2.01,"3,036,290","4,451",0,0,"3,036,290","4,451","436,992"
81,06/05/2020,DMC,50,50,50.3,50.9,49.9,50.15,300,0.6,"74,410","3,733",0,0,"74,410","3,733","1,746,791"
82,06/05/2020,DPG,24,23.8,23.9,24.1,23.45,23.62,-100,-0.42,"243,160","5,747",0,0,"243,160","5,747","1,039,645"
83,06/05/2020,DPM,13.4,13.5,13.95,13.95,13.5,13.77,550,4.1,"1,757,070","24,212",0,0,"1,757,070","24,212","5,459,113"
84,06/05/2020,DPR,36.9,36.5,37.2,37.7,36.5,37.1,300,0.81,"15,550",577,0,0,"15,550",577,"1,492,642"
85,06/05/2020,DQC,16.2,16.95,16.5,17.1,16.5,16.97,300,1.85,"31,680",537,0,0,"31,680",537,"454,708"
86,06/05/2020,DRC,19.7,19.8,20,20.4,19.6,19.99,300,1.52,"901,360","18,014",0,0,"901,360","18,014","2,375,852"
87,06/05/2020,DRH,5.26,5.4,5.48,5.55,5.33,5.43,220,4.18,"955,180","5,184",0,0,"955,180","5,184","330,800"
88,06/05/2020,DRL,52,51.5,51.5,51.5,51.5,0,-500,-0.96,"1,000",52,0,0,"1,000",52,"489,250"
89,06/05/2020,DSN,44.5,44.4,44.5,44.6,44.4,44.57,0,0,"15,440",687,0,0,"15,440",687,"537,694"
90,06/05/2020,DTA,5.12,4.81,4.77,4.81,4.77,4.6,-350,-6.84,"2,340",11,0,0,"2,340",11,"86,145"
91,06/05/2020,DTL,18.1,16.85,16.85,16.85,16.85,0,"-1,250",-6.91,20,0,0,0,20,0,"1,021,632"
92,06/05/2020,DTT,15.5,15.5,15.5,15.5,15.5,0,0,0,0,0,0,0,0,0,"126,353"
93,06/05/2020,DVP,33.7,34,35.2,35.25,33.7,34.67,"1,500",4.45,"29,710","1,030",0,0,"29,710","1,030","1,408,000"
94,06/05/2020,DXG,9.4,9.4,9.5,9.58,9.36,9.45,100,1.06,"1,936,520","18,297","38,000",357,"1,974,520","18,654","4,928,565"
95,06/05/2020,DXV,2.42,2.5,2.5,2.5,2.5,0,80,3.31,10,0,0,0,10,0,"24,750"
96,06/05/2020,E1VFVN30,11.86,12,12.18,12.18,11.82,11.91,320,2.7,"65,510",782,0,0,"65,510",782,"5,371,380"
97,06/05/2020,EIB,15,15,15,15,14.8,14.92,0,0,"823,590","12,287","2,500,000","34,875","3,323,590","47,162","18,441,494"
98,06/05/2020,ELC,5.17,4.86,5.03,5.48,4.85,5.08,-140,-2.71,"26,940",136,0,0,"26,940",136,"254,612"
99,06/05/2020,EMC,10.8,10.8,10.8,10.8,10.8,0,0,0,0,0,0,0,0,0,"165,211"
100,06/05/2020,EVE,9.5,9.3,10,10.1,9.3,9.9,500,5.26,"61,100",605,0,0,"61,100",605,"380,480"
101,06/05/2020,EVG,2.43,2.43,2.43,2.44,2.4,2.41,0,0,"255,100",615,0,0,"255,100",615,"145,800"
102,06/05/2020,FCM,6.33,6.5,6.47,6.73,6.02,6.29,140,2.21,"23,380",147,0,0,"23,380",147,"265,270"
103,06/05/2020,FCN,8.8,8.85,9.2,9.28,8.8,9,400,4.55,"1,333,500","12,012",0,0,"1,333,500","12,012","1,099,758"
104,06/05/2020,FDC,8.8,8.8,9.17,9.19,8.8,8.98,370,4.2,"1,670",15,0,0,"1,670",15,"354,237"
105,06/05/2020,FIR,29.2,29.3,29.4,29.6,29.3,29.39,200,0.68,"67,140","1,972",0,0,"67,140","1,972","611,520"
106,06/05/2020,FIT,5.72,5.7,5.8,6,5.68,5.79,80,1.4,"332,460","1,926",0,0,"332,460","1,926","1,477,435"
107,06/05/2020,FLC,2.84,2.86,2.89,2.91,2.85,2.89,50,1.76,"4,132,830","11,921",0,0,"4,132,830","11,921","2,051,894"
108,06/05/2020,FMC,23.5,23.5,23.95,24,23.3,23.65,450,1.91,"81,660","1,932","256,160","5,892","337,820","7,824","1,174,604"
109,06/05/2020,FPT,50.9,51,52.9,53.1,51,52.38,"2,000",3.93,"3,470,150","181,788","801,850","43,429","4,272,000","225,217","36,060,243"
110,06/05/2020,FRT,19.8,20.1,20,20.1,19,19.58,200,1.01,"662,280","12,993",0,0,"662,280","12,993","1,579,636"
111,06/05/2020,FTM,1.38,1.36,1.38,1.41,1.36,1.38,0,0,"109,130",152,0,0,"109,130",152,"69,000"
112,06/05/2020,FTS,11.3,11.4,11.5,11.6,11.3,11.49,200,1.77,"89,030","1,023",0,0,"89,030","1,023","1,382,799"
113,06/05/2020,FUCTVGF1,11.9,11.9,11.9,11.9,11.9,0,0,0,0,0,0,0,0,0,"178,500"
114,06/05/2020,FUCTVGF2,8.96,9.58,9.58,9.58,9.58,0,620,6.92,30,0,0,0,30,0,"162,860"
115,06/05/2020,FUCVREIT,7.4,7.4,7.4,7.4,7.4,9.09,0,0,280,2,0,0,280,2,"37,000"
116,06/05/2020,FUESSV50,10.4,10.4,10.7,10.7,10.4,10.45,300,2.88,"83,610",877,0,0,"83,610",877,"151,940"
117,06/05/2020,FUESSVFL,8.04,8.06,8.09,8.09,8,8.82,50,0.62,"20,340",165,0,0,"20,340",165,"216,003"
118,06/05/2020,GAB,152.6,154.5,156.1,156.2,154.5,155.46,"3,500",2.29,"128,790","20,033",0,0,"128,790","20,033","2,154,180"
119,06/05/2020,GAS,65.5,66.7,68.6,68.8,66.7,67.5,"3,100",4.73,"1,540,630","104,050",0,0,"1,540,630","104,050","131,296,970"
120,06/05/2020,GDT,26.9,27.65,26.8,27.65,26.5,26.75,-100,-0.37,"6,590",176,0,0,"6,590",176,"454,051"
121,06/05/2020,GEG,20.55,20.45,20.55,20.55,20.15,20.35,0,0,"347,370","7,072",0,0,"347,370","7,072","4,189,974"
122,06/05/2020,GEX,15.05,15.1,15.2,15.2,14.9,15.05,150,1,"1,088,220","16,390",0,0,"1,088,220","16,390","7,421,309"
123,06/05/2020,GIL,17.6,17.5,17.2,17.6,17.1,17.23,-400,-2.27,"179,620","3,095",0,0,"179,620","3,095","412,800"
124,06/05/2020,GMC,16.1,16.3,16.1,16.6,15.3,15.64,0,0,"29,740",469,0,0,"29,740",469,"430,628"
125,06/05/2020,GMD,18,18,18,18.2,17.8,17.98,0,0,"371,930","6,689","200,000","3,850","571,930","10,539","5,344,649"
126,06/05/2020,GSP,9.9,10.2,10.1,10.2,10.1,10,200,2.02,"1,110",11,0,0,"1,110",11,"363,600"
127,06/05/2020,GTA,11.3,11.3,11.65,11.65,11.15,11.19,350,3.1,"4,390",50,0,0,"4,390",50,"114,520"
128,06/05/2020,GTN,16.1,16.6,16.6,17,16.3,16.62,500,3.11,"2,679,670","44,534","20,000",300,"2,699,670","44,834","4,150,000"
129,06/05/2020,GVR,11.1,11.15,11.85,11.85,11.15,11.58,750,6.76,"2,682,000","31,048","80,000",828,"2,762,000","31,876","47,400,000"
130,06/05/2020,HAG,3.46,3.5,3.54,3.57,3.45,3.51,80,2.31,"1,711,130","6,006",0,0,"1,711,130","6,006","3,282,993"
131,06/05/2020,HAH,10.4,10.4,10.5,10.65,10.35,10.43,100,0.96,"94,500",987,0,0,"94,500",987,"497,624"
132,06/05/2020,HAI,2.85,2.85,2.98,3,2.83,2.91,130,4.56,"1,949,410","5,681",0,0,"1,949,410","5,681","544,395"
133,06/05/2020,HAP,3.04,3.02,3,3.02,3,3.02,-40,-1.32,"23,280",70,0,0,"23,280",70,"166,413"
134,06/05/2020,HAR,2.63,2.66,2.6,2.69,2.54,2.6,-30,-1.14,"261,130",679,0,0,"261,130",679,"257,879"
135,06/05/2020,HAS,7,7,6.98,7,6.51,7.14,-20,-0.29,280,2,0,0,280,2,"54,444"
136,06/05/2020,HAX,10.3,10.4,11,11,10.4,10.78,700,6.8,"232,650","2,509",0,0,"232,650","2,509","402,711"
137,06/05/2020,HBC,7.44,7.4,7.47,7.59,7.38,7.49,30,0.4,"2,295,460","17,193",0,0,"2,295,460","17,193","1,724,639"
138,06/05/2020,HCD,3.87,3.84,3.6,3.9,3.6,3.64,-270,-6.98,"1,723,100","6,281",0,0,"1,723,100","6,281","97,200"
139,06/05/2020,HCM,15.9,16.1,16.4,16.4,16,16.19,500,3.14,"1,493,960","24,199","20,006",320,"1,513,966","24,519","5,006,213"
140,06/05/2020,HDB,21.65,21.6,21.4,21.6,21.15,21.34,-250,-1.15,"393,860","8,405","3,100,000","67,115","3,493,860","75,520","20,670,716"
141,06/05/2020,HDC,16.8,16.8,17.5,17.65,16.8,17.4,700,4.17,"1,118,770","19,476",0,0,"1,118,770","19,476","1,002,463"
142,06/05/2020,HDG,23.45,23.7,23.8,23.85,23.3,23.58,350,1.49,"308,890","7,290",0,0,"308,890","7,290","2,823,838"
143,06/05/2020,HHS,4.1,4.13,4.29,4.37,4.1,4.26,190,4.63,"4,737,840","20,156",0,0,"4,737,840","20,156","1,178,652"
144,06/05/2020,HID,2.51,2.51,2.51,2.55,2.5,2.52,0,0,"71,530",180,0,0,"71,530",180,"147,486"
145,06/05/2020,HII,11.65,11.7,12.3,12.45,11.5,12.17,650,5.58,"131,720","1,599",0,0,"131,720","1,599","342,555"
146,06/05/2020,HMC,13.6,13.55,13.5,14,13.5,13.74,-100,-0.74,"3,090",42,0,0,"3,090",42,"283,500"
147,06/05/2020,HNG,12.95,12.9,12.95,12.95,12.8,12.88,0,0,"69,840",901,"314,000","4,066","383,840","4,967","14,355,773"
148,06/05/2020,HOT,41,42.5,41.5,42.5,41.5,40.91,500,1.22,440,18,0,0,440,18,"331,997"
149,06/05/2020,HPG,21.4,21.55,22.2,22.2,21.5,21.87,800,3.74,"7,620,940","166,864","690,000","15,118","8,310,940","181,982","61,295,845"
150,06/05/2020,HPX,27.15,27.1,27,27.2,26.8,26.99,-150,-0.55,"273,150","7,375",0,0,"273,150","7,375","6,209,879"
151,06/05/2020,HQC,1.07,1.07,1.07,1.09,1.07,1.08,0,0,"2,926,470","3,146",0,0,"2,926,470","3,146","509,961"
152,06/05/2020,HRC,33.5,32.2,32.2,32.2,32.2,0,"-1,300",-3.88,180,6,0,0,180,6,"972,653"
153,06/05/2020,HSG,7.7,7.75,8.12,8.15,7.7,7.9,420,5.45,"9,908,860","78,322",0,0,"9,908,860","78,322","3,436,576"
154,06/05/2020,HSL,5.45,5.21,5.4,5.45,5.21,5.42,-50,-0.92,"35,400",191,0,0,"35,400",191,"85,050"
155,06/05/2020,HT1,12.9,12.9,13.35,13.35,12.5,12.79,450,3.49,"206,310","2,647",0,0,"206,310","2,647","5,093,585"
156,06/05/2020,HTI,11,11,11.1,11.1,11,11.43,100,0.91,"10,700",118,0,0,"10,700",118,"276,936"
157,06/05/2020,HTL,13.5,12.95,12.9,12.95,12.9,13.04,-600,-4.44,230,3,0,0,230,3,"154,800"
158,06/05/2020,HTN,16.95,18,17.6,18.1,17.4,17.93,650,3.83,"350,550","6,291",0,0,"350,550","6,291","581,895"
159,06/05/2020,HTT,0.87,0.91,0.91,0.91,0.86,0.85,40,4.6,"26,530",23,0,0,"26,530",23,"18,200"
160,06/05/2020,HTV,14,13.1,14,14,13.05,11.77,0,0,220,3,0,0,220,3,"183,456"
161,06/05/2020,HU1,5.89,5.6,5.8,5.8,5.5,5.77,-90,-1.53,"6,330",36,0,0,"6,330",36,"58,000"
162,06/05/2020,HU3,7.5,7,7.5,7.5,6.98,7.14,0,0,"2,100",15,0,0,"2,100",15,"75,000"
163,06/05/2020,HUB,15.8,16,16.1,16.2,16,16.24,300,1.9,"4,380",71,0,0,"4,380",71,"245,461"
164,06/05/2020,HVG,5.4,5.4,5.51,5.6,5.32,5.39,110,2.04,"88,950",480,0,0,"88,950",480,"1,250,981"
165,06/05/2020,HVH,7.48,7.48,7.45,7.48,7.12,7.29,-30,-0.4,"70,590",514,0,0,"70,590",514,"145,275"
166,06/05/2020,HVN,26,26,26.4,26.4,25.75,26.02,400,1.54,"797,520","20,754",0,0,"797,520","20,754","37,442,878"
167,06/05/2020,HVX,3.26,3.26,3.26,3.26,3.26,0,0,0,0,0,0,0,0,0,"135,372"
168,06/05/2020,IBC,20.15,20.15,20.15,20.15,20.1,20.11,0,0,"49,320",991,0,0,"49,320",991,"1,644,033"
169,06/05/2020,ICT,15.3,15.3,15.8,15.8,15.3,15.45,500,3.27,"22,960",355,0,0,"22,960",355,"508,523"
170,06/05/2020,IDI,3.89,3.89,3.85,3.92,3.83,3.85,-40,-1.03,"1,025,600","3,951",0,0,"1,025,600","3,951","876,432"
171,06/05/2020,IJC,11.4,11.5,11.75,11.75,11.4,11.6,350,3.07,"292,380","3,393",0,0,"292,380","3,393","1,610,894"
172,06/05/2020,ILB,14.9,14.9,15.2,15.2,14.9,15.17,300,2.01,"3,270",50,0,0,"3,270",50,"372,434"
173,06/05/2020,IMP,52.5,52.5,52.8,53,52.1,52.81,300,0.57,"16,990",897,0,0,"16,990",897,"2,607,653"
174,06/05/2020,ITA,2.61,2.62,2.58,2.63,2.52,2.57,-30,-1.15,"6,373,650","16,376",0,0,"6,373,650","16,376","2,420,870"
175,06/05/2020,ITC,13.5,13.5,13.5,13.5,13.5,0,0,0,0,0,0,0,0,0,"973,059"
176,06/05/2020,ITD,8.2,8.15,8.32,8.32,8.1,8.11,120,1.46,"9,510",77,0,0,"9,510",77,"158,019"
177,06/05/2020,JVC,2.59,2.59,2.64,2.7,2.59,2.64,50,1.93,"143,920",380,0,0,"143,920",380,"297,000"
178,06/05/2020,KBC,12.9,13,12.7,13,12.7,12.87,-200,-1.55,"1,773,810","22,722",0,0,"1,773,810","22,722","5,965,954"
179,06/05/2020,KDC,18.25,18.4,19.5,19.5,18.4,19.06,"1,250",6.85,"247,900","4,722",0,0,"247,900","4,722","4,010,392"
180,06/05/2020,KDH,21,21.05,21,21.15,20.7,21.08,0,0,"1,020,600","21,512","517,900","10,912","1,538,500","32,424","11,433,011"
181,06/05/2020,KHP,8.4,8.88,8.88,8.88,8.88,0,480,5.71,10,0,0,0,10,0,"355,656"
182,06/05/2020,KMR,2.09,2.09,2.04,2.09,2,2.03,-50,-2.39,"151,400",307,0,0,"151,400",307,"116,031"
183,06/05/2020,KOS,28.5,28.05,28.4,28.6,27.2,28.3,-100,-0.35,"446,170","12,633",0,0,"446,170","12,633","2,946,500"
184,06/05/2020,KPF,21,21,21,21,21,0,0,0,0,0,0,0,0,0,"378,376"
185,06/05/2020,KSB,18.3,18.3,18.85,18.9,18.3,18.71,550,3.01,"947,770","17,740","202,000","3,697","1,149,770","21,437","1,009,357"
186,06/05/2020,L10,16.75,15.6,15.6,15.6,15.6,0,"-1,150",-6.87,10,0,0,0,10,0,"152,724"
187,06/05/2020,LAF,8.6,8,8,8,8,8.57,-600,-6.98,700,6,0,0,700,6,"117,824"
188,06/05/2020,LBM,25.7,25.7,26.1,27.2,25.7,25.72,400,1.56,"4,520",117,0,0,"4,520",117,"261,000"
189,06/05/2020,LCG,5.31,5.31,5.27,5.39,5,5.12,-40,-0.75,"625,240","3,201",0,0,"625,240","3,201","542,290"
190,06/05/2020,LCM,0.61,0.65,0.63,0.65,0.63,0.65,20,3.28,"75,430",48,0,0,"75,430",48,"15,519"
191,06/05/2020,LDG,4.7,4.7,4.83,4.85,4.7,4.78,130,2.77,"1,166,990","5,585","542,500","2,713","1,709,490","8,298","1,158,342"
192,06/05/2020,LEC,17,17.5,17,17.5,16,15.79,0,0,240,4,0,0,240,4,"443,700"
193,06/05/2020,LGC,42,42,42,42,42,0,0,0,0,0,0,0,0,0,"8,099,900"
194,06/05/2020,LGL,4.67,4.9,4.89,4.9,4.45,4.48,220,4.71,"41,310",190,0,0,"41,310",190,"244,486"
195,06/05/2020,LHG,17,17,17.1,17.3,16.7,17.06,100,0.59,"441,870","7,540",0,0,"441,870","7,540","855,205"
196,06/05/2020,LIX,57,57,57,57.2,56.1,56.93,0,0,"64,020","3,646",0,0,"64,020","3,646","1,846,800"
197,06/05/2020,LM8,25.5,25.5,25.5,25.5,25.5,0,0,0,0,0,"65,000","1,771","65,000","1,771","239,411"
198,06/05/2020,LMH,1.1,1.06,1.07,1.1,1.05,1.07,-30,-2.73,"543,570",581,0,0,"543,570",581,"27,424"
199,06/05/2020,LSS,4.57,4.5,4.57,4.57,4.5,4.49,0,0,"12,490",57,0,0,"12,490",57,"306,167"
200,06/05/2020,MBB,15.8,15.9,15.95,16,15.7,15.85,150,0.95,"3,827,470","60,668","150,000","2,400","3,977,470","63,068","38,462,257"
201,06/05/2020,MCG,1.5,1.6,1.6,1.6,1.6,1.6,100,6.67,"28,580",46,0,0,"28,580",46,"83,280"
