STT,Ngày,Mã,Tham chiếu,Mở cửa,Đóng cửa,Cao nhất,Thấp nhất,Trung bình,Thay đổi giá(+/-),Thay đổi giá(%),KLGD khớp lệnh,GTGD khớp lệnh,KLGD thỏa thuận,GTGD thỏa thuận,KL Tổng giao dịch,GT Tổng giao dịch,Tổng giao dịch
66,04/05/2020,DAG,5.5,5.5,5.34,5.5,5.3,5.42,-160,-2.91,"248,720","1,348",0,0,"248,720","1,348","276,579"
67,04/05/2020,DAH,9,9.45,9.5,9.5,9.38,9.38,500,5.56,"211,510","1,984",0,0,"211,510","1,984","324,900"
68,04/05/2020,DAT,8.47,8.47,8.47,8.47,8.47,0,0,0,0,0,0,0,0,0,"389,666"
69,04/05/2020,DBC,27.7,27.2,26.5,27.85,26.2,27.12,"-1,200",-4.33,"2,513,680","68,064",0,0,"2,513,680","68,064","2,414,145"
70,04/05/2020,DBD,52.5,52.5,52,52.5,51.1,51.86,-500,-0.95,"28,570","1,482","50,000","2,625","78,570","4,107","2,723,704"
71,04/05/2020,DCL,21.65,21.5,20.6,21.5,20.6,20.87,"-1,050",-4.85,"115,830","2,417",0,0,"115,830","2,417","1,170,756"
72,04/05/2020,DCM,8.46,8.21,7.9,8.29,7.9,8.1,-560,-6.62,"1,562,950","12,632",0,0,"1,562,950","12,632","4,182,260"
73,04/05/2020,DGW,24.8,24.8,25.3,26.5,24.6,25.85,500,2.02,"911,170","23,514",0,0,"911,170","23,514","1,087,907"
74,04/05/2020,DHA,33,31.9,32.4,33.2,31.9,32.92,-600,-1.82,"22,000",724,0,0,"22,000",724,"477,125"
75,04/05/2020,DHC,38,37.6,37.25,38.2,36.9,37.59,-750,-1.97,"289,090","10,865",0,0,"289,090","10,865","2,085,843"
76,04/05/2020,DHG,93.3,94.8,94.1,94.9,94,94.24,800,0.86,"40,030","3,772",0,0,"40,030","3,772","12,303,205"
77,04/05/2020,DHM,6.09,6.09,6.09,6.5,6.03,6.19,0,0,"220,900","1,365",0,0,"220,900","1,365","191,203"
78,04/05/2020,DIC,1.65,1.6,1.55,1.64,1.55,1.59,-100,-6.06,"169,320",270,0,0,"169,320",270,"40,431"
79,04/05/2020,DIG,11.3,11.2,11.15,11.2,10.9,11.06,-150,-1.33,"965,810","10,702",0,0,"965,810","10,702","3,419,573"
80,04/05/2020,DLG,1.52,1.42,1.42,1.46,1.42,1.43,-100,-6.58,"13,061,830","18,711",0,0,"13,061,830","18,711","425,020"
81,04/05/2020,DMC,51.8,51,50,51.2,49,50.62,"-1,800",-3.47,"54,870","2,776",0,0,"54,870","2,776","1,736,373"
82,04/05/2020,DPG,24,24,23.85,24.2,23.5,23.83,-150,-0.63,"156,930","3,740",0,0,"156,930","3,740","1,037,470"
83,04/05/2020,DPM,14.3,14,13.6,14.1,13.5,13.82,-700,-4.9,"2,696,350","37,248",0,0,"2,696,350","37,248","5,322,146"
84,04/05/2020,DPR,36.5,36,36.6,36.9,36,36.08,100,0.27,"2,060",75,0,0,"2,060",75,"1,468,567"
85,04/05/2020,DQC,16.3,16,16.1,17,15.2,16.41,-200,-1.23,"71,460","1,171","51,490",783,"122,950","1,954","443,685"
86,04/05/2020,DRC,19.25,19,19.8,20.4,18.8,19.6,550,2.86,"1,257,370","24,646",0,0,"1,257,370","24,646","2,352,094"
87,04/05/2020,DRH,4.6,4.6,4.92,4.92,4.6,4.84,320,6.96,"422,260","2,047",0,0,"422,260","2,047","296,995"
88,04/05/2020,DRL,50.5,50.5,50.5,50.5,50.5,100,0,0,10,1,0,0,10,1,"479,750"
89,04/05/2020,DSN,44.8,44.8,44.6,44.8,44.45,44.67,-200,-0.45,"18,720",836,0,0,"18,720",836,"538,902"
90,04/05/2020,DTA,4.79,4.94,5.12,5.12,4.46,5.05,330,6.89,"1,310",6,0,0,"1,310",6,"92,466"
91,04/05/2020,DTL,18.1,18.1,18.1,18.1,18.1,0,0,0,0,0,0,0,0,0,"1,097,421"
92,04/05/2020,DTT,15.5,15.5,15.5,15.5,15.5,0,0,0,0,0,0,0,0,0,"126,353"
93,04/05/2020,DVP,34.45,34.6,33.7,34.6,33.7,34.46,-750,-2.18,"35,150","1,209",0,0,"35,150","1,209","1,348,000"
94,04/05/2020,DXG,9.89,9.65,9.35,9.65,9.35,9.53,-540,-5.46,"3,433,520","32,694",0,0,"3,433,520","32,694","4,850,745"
95,04/05/2020,DXV,2.56,2.7,2.6,2.7,2.56,2.56,40,1.56,"10,550",27,0,0,"10,550",27,"25,740"
96,04/05/2020,E1VFVN30,12,12,11.9,12,11.75,11.83,-100,-0.83,"53,890",637,0,0,"53,890",637,"5,252,660"
97,04/05/2020,EIB,15,14.8,15.05,15.1,14.8,14.99,50,0.33,"284,550","4,272","9,158,398","140,596","9,442,948","144,868","18,502,965"
98,04/05/2020,ELC,5.26,5.3,5.3,5.49,5.25,5.42,40,0.76,"81,630",441,0,0,"81,630",441,"268,279"
99,04/05/2020,EMC,10.8,10.8,10.8,10.8,10.8,0,0,0,0,0,0,0,0,0,"165,211"
100,04/05/2020,EVE,9.87,9.19,9.18,9.26,9.18,9.22,-690,-6.99,"55,920",514,0,0,"55,920",514,"349,280"
101,04/05/2020,EVG,2.43,2.43,2.43,2.44,2.41,2.43,0,0,"215,520",523,0,0,"215,520",523,"145,800"
102,04/05/2020,FCM,6.46,6.46,6.4,6.46,6.15,6.25,-60,-0.93,"43,160",269,0,0,"43,160",269,"262,400"
103,04/05/2020,FCN,8.98,8.95,8.46,8.95,8.46,8.69,-520,-5.79,"1,068,070","9,270",0,0,"1,068,070","9,270","1,011,299"
104,04/05/2020,FDC,8.42,8.42,8.43,8.99,8.42,8.97,10,0.12,"3,180",28,0,0,"3,180",28,"325,651"
105,04/05/2020,FIR,29.75,29.4,29.6,29.7,29.4,29.59,-150,-0.5,"74,020","2,190",0,0,"74,020","2,190","615,680"
106,04/05/2020,FIT,6.51,6.06,6.06,6.1,6.06,6.06,-450,-6.91,"737,820","4,472",0,0,"737,820","4,472","1,543,665"
107,04/05/2020,FLC,2.99,2.79,2.82,2.86,2.79,2.8,-170,-5.69,"19,533,960","54,751",0,0,"19,533,960","54,751","2,002,194"
108,04/05/2020,FMC,22.85,23.4,23.5,23.9,23,23.53,650,2.84,"137,570","3,237",0,0,"137,570","3,237","1,152,534"
109,04/05/2020,FPT,50.8,50.2,50.5,50.9,49.8,50.46,-300,-0.59,"895,530","45,174","145,596","7,556","1,041,126","52,730","34,424,239"
110,04/05/2020,FRT,21.25,20.2,19.8,21,19.8,20.19,"-1,450",-6.82,"793,320","16,018",0,0,"793,320","16,018","1,563,839"
111,04/05/2020,FTM,1.41,1.43,1.37,1.43,1.36,1.37,-40,-2.84,"86,790",119,0,0,"86,790",119,"68,500"
112,04/05/2020,FTS,11.45,11.45,11.35,11.45,11,11.07,-100,-0.87,"28,300",314,0,0,"28,300",314,"1,364,762"
113,04/05/2020,FUCTVGF1,11.9,11.9,11.9,11.9,11.9,0,0,0,0,0,0,0,0,0,"178,500"
114,04/05/2020,FUCTVGF2,8.96,8.96,8.96,8.96,8.96,0,0,0,0,0,0,0,0,0,"152,320"
115,04/05/2020,FUCVREIT,7.4,7.4,7.4,7.4,7.4,0,0,0,0,0,0,0,0,0,"37,000"
116,04/05/2020,FUESSV50,10.52,10.52,10.4,10.52,10.4,10.5,-120,-1.14,"66,620",697,0,0,"66,620",697,"147,680"
117,04/05/2020,FUESSVFL,8,8,7.93,8,7.93,10,-70,-0.88,200,2,0,0,200,2,"211,731"
118,04/05/2020,GAB,146.4,147.9,149.8,152,147.9,148.79,"3,400",2.32,"52,700","7,852","1,985,000","297,802","2,037,700","305,654","2,067,240"
119,04/05/2020,GAS,63.4,65,63.8,65.6,63.6,64.8,400,0.63,"410,240","26,572",0,0,"410,240","26,572","122,110,010"
120,04/05/2020,GDT,27.35,27,27,27.35,26.5,26.85,-350,-1.28,"4,990",134,0,0,"4,990",134,"457,440"
121,04/05/2020,GEG,20.8,20.8,20.7,21,19.5,20.67,-100,-0.48,"303,740","6,280",0,0,"303,740","6,280","4,220,558"
122,04/05/2020,GEX,15.55,15.45,15,15.45,14.85,15.08,-550,-3.54,"1,189,220","17,912",0,0,"1,189,220","17,912","7,323,660"
123,04/05/2020,GIL,17.7,17.3,17,17.55,17,17.21,-700,-3.95,"123,810","2,130",0,0,"123,810","2,130","408,000"
124,04/05/2020,GMC,16.45,15.7,16,16.45,15.7,15.79,-450,-2.74,"1,770",28,0,0,"1,770",28,"427,954"
125,04/05/2020,GMD,18.6,18.6,18,18.6,17.75,18.17,-600,-3.23,"404,050","7,334","1,475,000","27,435","1,879,050","34,769","5,344,649"
126,04/05/2020,GSP,9.9,10.5,10,10.5,10,0,100,1.01,210,2,0,0,210,2,"360,000"
127,04/05/2020,GTA,10.6,11.2,11.2,11.2,11.2,0,600,5.66,150,2,0,0,150,2,"110,096"
128,04/05/2020,GTN,14.85,14.9,15.05,15.3,14.75,15.06,200,1.35,"1,574,100","23,709","36,000",522,"1,610,100","24,231","3,762,500"
129,04/05/2020,GVR,11.15,10.9,10.7,11,10.6,10.85,-450,-4.04,"951,850","10,325",0,0,"951,850","10,325","42,800,000"
130,04/05/2020,HAG,3.6,3.57,3.4,3.6,3.4,3.52,-200,-5.56,"5,100,170","17,859",0,0,"5,100,170","17,859","3,153,158"
131,04/05/2020,HAH,10.7,10.6,10.6,10.8,10.5,10.61,-100,-0.93,"23,950",254,0,0,"23,950",254,"511,023"
132,04/05/2020,HAI,2.96,2.8,2.76,2.89,2.76,2.79,-200,-6.76,"6,432,870","17,928","264,000",729,"6,696,870","18,657","504,205"
133,04/05/2020,HAP,2.92,2.88,3,3.05,2.88,2.98,80,2.74,"156,380",466,0,0,"156,380",466,"166,413"
134,04/05/2020,HAR,2.76,2.68,2.57,2.72,2.57,2.63,-190,-6.88,"604,170","1,588",0,0,"604,170","1,588","254,903"
135,04/05/2020,HAS,6.63,6.63,6.63,6.63,6.63,0,0,0,0,0,0,0,0,0,"51,714"
136,04/05/2020,HAX,10.4,10.6,10.3,10.6,10.3,10.45,-100,-0.96,"195,840","2,045",0,0,"195,840","2,045","377,084"
137,04/05/2020,HBC,8,7.56,7.44,7.7,7.44,7.48,-560,-7,"5,401,870","40,393",0,0,"5,401,870","40,393","1,717,713"
138,04/05/2020,HCD,3.58,3.54,3.83,3.83,3.45,3.73,250,6.98,"1,439,930","5,372",0,0,"1,439,930","5,372","103,410"
139,04/05/2020,HCM,16.5,16.2,15.5,16.2,15.5,15.87,"-1,000",-6.06,"2,091,820","33,150",0,0,"2,091,820","33,150","4,731,482"
140,04/05/2020,HDB,20.65,20.65,21.55,21.65,20.55,21.15,900,4.36,"1,813,200","38,368",0,0,"1,813,200","38,368","20,815,604"
141,04/05/2020,HDC,16.9,16.7,16.6,16.9,16.5,16.67,-300,-1.78,"363,050","6,048",0,0,"363,050","6,048","950,908"
142,04/05/2020,HDG,24.25,24.1,23.4,24.1,23.4,23.64,-850,-3.51,"191,090","4,516",0,0,"191,090","4,516","2,776,379"
143,04/05/2020,HHS,4.17,4.06,3.95,4.16,3.95,4.04,-220,-5.28,"3,183,560","12,837",0,0,"3,183,560","12,837","1,085,239"
144,04/05/2020,HID,2.56,2.4,2.39,2.51,2.39,2.44,-170,-6.64,"508,660","1,239",0,0,"508,660","1,239","140,435"
145,04/05/2020,HII,12.35,12.4,12.2,12.4,11.9,12.12,-150,-1.21,"59,450",721,0,0,"59,450",721,"339,770"
146,04/05/2020,HMC,14.2,13.6,13.25,14.2,13.25,14,-950,-6.69,"9,100",126,0,0,"9,100",126,"278,250"
147,04/05/2020,HNG,12.9,12.95,12.9,12.95,12.5,12.76,0,0,"181,770","2,328",0,0,"181,770","2,328","14,300,345"
148,04/05/2020,HOT,41.5,40,41,41,40,41.25,-500,-1.2,800,33,0,0,800,33,"327,997"
149,04/05/2020,HPG,21.5,21.5,21,21.55,21,21.25,-500,-2.33,"4,834,580","102,516",0,0,"4,834,580","102,516","57,982,556"
150,04/05/2020,HPX,26.95,26.95,27.2,27.2,26.9,27.06,250,0.93,"271,150","7,335","1,940,800","50,998","2,211,950","58,333","6,255,878"
151,04/05/2020,HQC,1.1,1.09,1.07,1.1,1.07,1.08,-30,-2.73,"3,445,600","3,716",0,0,"3,445,600","3,716","509,961"
152,04/05/2020,HRC,33,33,35.3,35.3,33,34.68,"2,300",6.97,"1,420",49,0,0,"1,420",49,"1,066,294"
153,04/05/2020,HSG,7.35,7.36,7.55,7.85,7.27,7.61,200,2.72,"9,077,090","69,017",0,0,"9,077,090","69,017","3,195,338"
154,04/05/2020,HSL,5.6,5.5,5.46,5.7,5.4,5.54,-140,-2.5,"192,660","1,068",0,0,"192,660","1,068","85,995"
155,04/05/2020,HT1,12.9,12.7,12.9,13,12.7,12.84,0,0,"69,630",894,0,0,"69,630",894,"4,921,891"
156,04/05/2020,HTI,11.1,10.7,11,11,10.7,0,-100,-0.9,60,1,0,0,60,1,"274,441"
157,04/05/2020,HTL,13.5,13.5,13.5,13.5,13.5,0,0,0,0,0,0,0,0,0,"162,000"
158,04/05/2020,HTN,14.85,15.85,15.85,15.85,15.85,15.86,"1,000",6.73,"64,190","1,017",0,0,"64,190","1,017","524,036"
159,04/05/2020,HTT,0.92,0.87,0.91,0.91,0.86,0.86,-10,-1.09,"88,420",77,0,0,"88,420",77,"18,200"
160,04/05/2020,HTV,12.7,13.3,13.3,13.3,13.3,0,600,4.72,10,0,"30,000",356,"30,010",356,"174,283"
161,04/05/2020,HU1,5.67,5.64,5.6,6,5.4,5.48,-70,-1.23,"24,640",135,0,0,"24,640",135,"56,000"
162,04/05/2020,HU3,7.21,7.21,7.21,7.21,7.21,0,0,0,0,0,0,0,0,0,"72,100"
163,04/05/2020,HUB,16.2,16.45,16.5,16.5,16,15.84,300,1.85,"1,150",18,0,0,"1,150",18,"251,559"
164,04/05/2020,HVG,5.52,5.62,5.21,5.62,5.21,5.3,-310,-5.62,"149,320",784,0,0,"149,320",784,"1,182,869"
165,04/05/2020,HVH,7.6,7.65,7.57,7.65,7.07,7.54,-30,-0.39,"75,320",568,0,0,"75,320",568,"147,615"
166,04/05/2020,HVN,26.9,26.7,26.1,26.85,26.1,26.35,-800,-2.97,"573,850","15,122","174,000","4,597","747,850","19,719","37,017,391"
167,04/05/2020,HVX,3.26,3.26,3.26,3.26,3.26,0,0,0,0,0,0,0,0,0,"135,372"
168,04/05/2020,IBC,20.35,20.35,20.15,20.35,19.8,20.16,-200,-0.98,"11,640",235,0,0,"11,640",235,"1,644,033"
169,04/05/2020,ICT,14.95,15.95,15.95,15.95,15.95,15.95,"1,000",6.69,"45,780",730,0,0,"45,780",730,"513,351"
170,04/05/2020,IDI,3.85,3.8,3.9,4.05,3.75,3.98,50,1.3,"2,566,770","10,204",0,0,"2,566,770","10,204","887,814"
171,04/05/2020,IJC,11.3,11,10.95,11.3,10.9,11.09,-350,-3.1,"268,770","2,976","100,000","1,130","368,770","4,106","1,501,216"
172,04/05/2020,ILB,14.8,14.8,14.7,14.8,14.7,14.71,-100,-0.68,"13,050",192,0,0,"13,050",192,"360,183"
173,04/05/2020,IMP,53.5,53.5,52.1,53.5,51.6,53.07,"-1,400",-2.62,"21,280","1,124","20,000","1,140","41,280","2,264","2,573,081"
174,04/05/2020,ITA,2.42,2.46,2.58,2.58,2.42,2.54,160,6.61,"15,560,440","39,543",0,0,"15,560,440","39,543","2,420,870"
175,04/05/2020,ITC,13.9,13.9,13.9,13.9,13.9,0,0,0,0,0,0,0,0,0,"1,001,890"
176,04/05/2020,ITD,8.2,8.5,8.2,8.5,8.2,8.19,0,0,"8,430",69,0,0,"8,430",69,"155,739"
177,04/05/2020,JVC,2.76,2.61,2.6,2.7,2.6,2.64,-160,-5.8,"384,840","1,013",0,0,"384,840","1,013","292,500"
178,04/05/2020,KBC,12.7,12.45,12.35,12.55,12.3,12.4,-350,-2.76,"3,111,820","38,598",0,0,"3,111,820","38,598","5,801,538"
179,04/05/2020,KDC,17.3,17.3,17.5,17.5,17.15,17.24,200,1.16,"291,670","5,045",0,0,"291,670","5,045","3,599,070"
180,04/05/2020,KDH,20.95,20.9,20.9,21,20.8,20.91,-50,-0.24,"532,680","11,138",0,0,"532,680","11,138","11,378,568"
181,04/05/2020,KHP,8.84,8.8,8.31,8.8,8.31,8.59,-530,-6,"3,670",32,0,0,"3,670",32,"332,826"
182,04/05/2020,KMR,2.12,2.03,2.1,2.1,2.03,2.09,-20,-0.94,"27,540",57,0,0,"27,540",57,"119,443"
183,04/05/2020,KOS,29.3,29.7,29,30,28.8,29.23,-300,-1.02,"317,570","9,270",0,0,"317,570","9,270","3,008,750"
184,04/05/2020,KPF,21,21,21,21,21,0,0,0,0,0,0,0,0,0,"378,376"
185,04/05/2020,KSB,18.5,18.4,17.7,18.6,17.7,18.19,-800,-4.32,"561,510","10,184",0,0,"561,510","10,184","947,778"
186,04/05/2020,L10,14.7,13.8,15.7,15.7,13.8,13.91,"1,000",6.8,"1,560",22,0,0,"1,560",22,"153,703"
187,04/05/2020,LAF,9,9,9,9,9,0,0,0,10,0,0,0,10,0,"132,552"
188,04/05/2020,LBM,25.4,25.5,25.6,27,25.2,25.33,200,0.79,960,24,0,0,960,24,"256,000"
189,04/05/2020,LCG,5.8,5.45,5.4,5.59,5.4,5.45,-400,-6.9,"799,730","4,360",0,0,"799,730","4,360","555,667"
190,04/05/2020,LCM,0.69,0.65,0.65,0.66,0.65,0.65,-40,-5.8,"73,930",48,0,0,"73,930",48,"16,011"
191,04/05/2020,LDG,4.85,4.85,4.74,4.89,4.56,4.71,-110,-2.27,"3,164,920","14,932","6,000,000","29,100","9,164,920","44,032","1,136,758"
192,04/05/2020,LEC,17,17,17,17,17,0,0,0,10,0,0,0,10,0,"443,700"
193,04/05/2020,LGC,42,42,42,42,42,0,0,0,0,0,0,0,0,0,"8,099,900"
194,04/05/2020,LGL,5.02,4.7,5.02,5.02,4.67,4.67,0,0,"44,570",218,0,0,"44,570",218,"250,985"
195,04/05/2020,LHG,16.65,16.35,16.3,16.5,16.3,16.37,-350,-2.1,"218,590","3,576",0,0,"218,590","3,576","815,196"
196,04/05/2020,LIX,56.5,56.8,55.9,57,55.2,56.26,-600,-1.06,"39,360","2,215",0,0,"39,360","2,215","1,811,160"
197,04/05/2020,LM8,25.5,25.5,25.5,25.5,25.5,0,0,0,0,0,0,0,0,0,"239,411"
198,04/05/2020,LMH,1.2,1.12,1.12,1.12,1.12,1.12,-80,-6.67,"694,860",778,0,0,"694,860",778,"28,706"
199,04/05/2020,LSS,4.54,4.54,4.56,4.56,4.5,4.54,20,0.44,"45,400",206,0,0,"45,400",206,"305,497"
