STT,Ngày,Mã,Tham chiếu,Mở cửa,Đóng cửa,Cao nhất,Thấp nhất,Trung bình,Thay đổi giá(+/-),Thay đổi giá(%),KLGD khớp lệnh,GTGD khớp lệnh,KLGD thỏa thuận,GTGD thỏa thuận,KL Tổng giao dịch,GT Tổng giao dịch,Tổng giao dịch
200,04/05/2020,MBB,15.95,15.95,15.85,16.05,15.85,15.93,-100,-0.63,"2,266,940","36,087","200,000","3,410","2,466,940","39,497","38,221,114"
201,04/05/2020,MCG,1.6,1.52,1.49,1.52,1.49,1.51,-110,-6.88,"30,380",45,0,0,"30,380",45,"77,554"
202,04/05/2020,MCP,14.4,14.4,14.4,14.4,14.4,0,0,0,0,0,0,0,0,0,"216,758"
203,04/05/2020,MDG,12,12,12,12,12,0,0,0,0,0,0,0,0,0,"123,897"
204,04/05/2020,MHC,2.79,2.78,2.72,2.79,2.7,2.74,-70,-2.51,"51,430",141,0,0,"51,430",141,"112,627"
205,04/05/2020,MSH,33.3,33,32.45,33.3,32.05,32.68,-850,-2.55,"103,460","3,380",0,0,"103,460","3,380","1,622,805"
206,04/05/2020,MSN,58.8,57.2,57.3,58.7,57.1,57.81,"-1,500",-2.55,"1,148,810","66,352",0,0,"1,148,810","66,352","66,980,631"
207,04/05/2020,MWG,81.7,81.5,79.4,81.5,79.4,80.46,"-2,300",-2.82,"917,320","73,690","45,600","3,602","962,920","77,292","35,953,704"
208,04/05/2020,NAF,25.5,25.8,24.7,25.8,24,25.05,-800,-3.14,"73,340","1,833",0,0,"73,340","1,833","1,097,664"
209,04/05/2020,NAV,20.15,19,19,19,19,22.22,"-1,150",-5.71,90,2,0,0,90,2,"152,000"
210,04/05/2020,NBB,19.05,19,19.05,19.05,18.7,18.92,0,0,"2,370",45,0,0,"2,370",45,"1,777,770"
211,04/05/2020,NCT,59.1,59.2,59.3,59.5,59.1,59.35,200,0.34,"24,580","1,459",0,0,"24,580","1,459","1,551,628"
212,04/05/2020,NHH,41.55,41.55,41.7,42,41.2,41.52,150,0.36,"228,410","9,484",0,0,"228,410","9,484","1,436,148"
213,04/05/2020,NKG,6.47,6.46,6.55,6.64,6.4,6.56,80,1.24,"2,342,780","15,360",0,0,"2,342,780","15,360","1,192,099"
214,04/05/2020,NLG,22.5,22.5,22.5,22.55,22,22.14,0,0,"1,723,340","38,199",0,0,"1,723,340","38,199","5,618,308"
215,04/05/2020,NNC,45.1,45.5,42,45.5,42,45.41,"-3,100",-6.87,"3,800",173,0,0,"3,800",173,"920,640"
216,04/05/2020,NSC,62.9,65.8,64,65.8,62,62.64,"1,100",1.75,"1,840",115,0,0,"1,840",115,"1,124,769"
217,04/05/2020,NT2,20.55,20.25,20.05,20.45,20.05,20.24,-500,-2.43,"235,860","4,773",0,0,"235,860","4,773","5,771,914"
218,04/05/2020,NTL,17.1,17.1,16.85,17.1,16.8,16.84,-250,-1.46,"88,280","1,487",0,0,"88,280","1,487","1,027,681"
219,04/05/2020,NVL,53.2,53.5,52.8,55,52.1,52.89,-400,-0.75,"1,110,900","58,750","440,000","23,190","1,550,900","81,940","51,191,754"
220,04/05/2020,NVT,5.59,5.2,5.2,5.2,5.2,4.65,-390,-6.98,860,4,0,0,860,4,"470,600"
221,04/05/2020,OGC,3.08,3.29,3.29,3.29,3.26,3.29,210,6.82,"3,451,260","11,348","58,000",166,"3,509,260","11,514","987,000"
222,04/05/2020,OPC,54.9,55,55.5,55.5,54,54.91,600,1.09,"8,680",477,0,0,"8,680",477,"1,475,039"
223,04/05/2020,PAC,22.3,22.3,22.4,22.75,21.7,22.4,100,0.45,"135,770","3,041",0,0,"135,770","3,041","1,040,966"
224,04/05/2020,PAN,23,22.9,23,23,22.5,22.87,0,0,"30,140",690,0,0,"30,140",690,"4,974,660"
225,04/05/2020,PC1,14.1,14.1,14.2,14.4,14,14.17,100,0.71,"412,500","5,846",0,0,"412,500","5,846","2,262,394"
226,04/05/2020,PDN,60,60.8,60.5,61,60.5,60.98,500,0.83,"5,330",325,0,0,"5,330",325,"1,120,578"
227,04/05/2020,PDR,26.8,26.6,26.9,27.5,26.3,26.95,100,0.37,"1,162,140","31,318",0,0,"1,162,140","31,318","8,813,999"
228,04/05/2020,PET,7.1,7.1,7.05,7.13,7.05,7.09,-50,-0.7,"84,270",597,0,0,"84,270",597,"599,319"
229,04/05/2020,PGC,13.2,13.2,13.3,13.4,13.2,13.28,100,0.76,"33,550",445,0,0,"33,550",445,"802,512"
230,04/05/2020,PGD,30.2,30.2,30.2,30.2,30.2,30.32,0,0,"1,550",47,0,0,"1,550",47,"2,717,942"
231,04/05/2020,PGI,15.6,16.35,14.75,16.35,14.75,0,-850,-5.45,50,1,0,0,50,1,"1,308,587"
232,04/05/2020,PHC,9.89,9.9,9.87,9.9,9.75,9.86,-20,-0.2,"19,450",192,0,0,"19,450",192,"254,135"
233,04/05/2020,PHR,45.2,44,43.3,44.75,43.1,43.88,"-1,900",-4.2,"1,462,030","64,082",0,0,"1,462,030","64,082","5,867,115"
234,04/05/2020,PIT,4.1,3.82,3.82,4,3.82,3.57,-280,-6.83,870,3,0,0,870,3,"54,283"
235,04/05/2020,PJT,9.5,9.45,9.5,9.51,9.45,9.35,0,0,"3,210",30,0,0,"3,210",30,"145,925"
236,04/05/2020,PLP,7.78,7.51,7.67,7.67,7.5,7.54,-110,-1.41,"23,460",177,0,0,"23,460",177,"191,750"
237,04/05/2020,PLX,40.3,41.35,40.1,41.35,40,40.46,-200,-0.5,"883,050","35,732",0,0,"883,050","35,732","47,751,611"
238,04/05/2020,PME,61.7,60.5,59.9,61.4,59.5,60,"-1,800",-2.92,"17,650","1,058",0,0,"17,650","1,058","4,493,196"
239,04/05/2020,PMG,12,12,11.6,12,11.55,11.67,-400,-3.33,"8,380",98,0,0,"8,380",98,"488,639"
240,04/05/2020,PNC,9.6,8.98,8.98,8.98,8.98,8.33,-620,-6.46,120,1,0,0,120,1,"96,978"
241,04/05/2020,PNJ,56.9,56.8,56.5,58,56.2,56.83,-400,-0.7,"274,490","15,589",0,0,"274,490","15,589","12,723,132"
242,04/05/2020,POM,4.28,4.15,4.21,4.35,4.15,4.27,-70,-1.64,"1,240",5,0,0,"1,240",5,"1,172,668"
243,04/05/2020,POW,10.55,9.95,9.82,10.25,9.82,9.97,-730,-6.92,"9,813,410","97,722",0,0,"9,813,410","97,722","22,997,179"
244,04/05/2020,PPC,24.9,24.8,24.35,24.9,24.35,24.75,-550,-2.21,"107,060","2,637",0,0,"107,060","2,637","7,806,928"
245,04/05/2020,PTB,43.7,43.7,43.7,43.7,42.7,43.29,0,0,"144,050","6,253",0,0,"144,050","6,253","2,066,986"
246,04/05/2020,PTC,6.96,7.39,6.95,7.39,6.5,6.33,-10,-0.14,"2,380",15,0,0,"2,380",15,"112,659"
247,04/05/2020,PTL,3.5,3.5,3.49,3.5,3.26,3.31,-10,-0.29,"1,220",4,0,0,"1,220",4,"345,039"
248,04/05/2020,PVD,9.15,9.7,9.23,9.7,9.2,9.46,80,0.87,"4,855,470","46,019",0,0,"4,855,470","46,019","3,887,028"
249,04/05/2020,PVT,9.83,9.9,9.65,9.95,9.64,9.76,-180,-1.83,"1,580,610","15,431",0,0,"1,580,610","15,431","2,715,898"
250,04/05/2020,PXI,2.77,2.78,2.84,2.84,2.78,3.03,70,2.53,"6,850",19,0,0,"6,850",19,"85,200"
251,04/05/2020,PXS,3.49,3.49,3.55,3.72,3.49,3.67,60,1.72,"49,460",179,0,0,"49,460",179,"213,000"
252,04/05/2020,PXT,1.04,1.07,1.06,1.07,1.04,1.09,20,1.92,"9,150",10,0,0,"9,150",10,"21,200"
253,04/05/2020,QBS,1.89,1.88,1.85,1.93,1.85,1.92,-40,-2.12,"15,240",28,0,0,"15,240",28,"128,260"
254,04/05/2020,QCG,7.1,7.59,7.2,7.59,7.2,7.41,100,1.41,"1,178,960","8,749",0,0,"1,178,960","8,749","1,980,930"
255,04/05/2020,RAL,72,71.8,74,74,71.5,72.28,"2,000",2.78,"15,440","1,118",0,0,"15,440","1,118","851,000"
256,04/05/2020,RDP,7.3,7.5,7.5,7.5,7.5,0,200,2.74,"1,110",8,0,0,"1,110",8,"280,025"
257,04/05/2020,REE,30,29.55,29.6,30,29.55,29.82,-400,-1.33,"643,730","19,185",0,0,"643,730","19,185","9,177,507"
258,04/05/2020,RIC,4.67,4.35,4.88,4.88,4.35,6.67,210,4.5,160,1,0,0,160,1,"343,400"
259,04/05/2020,ROS,3.76,3.55,3.52,3.64,3.51,3.56,-240,-6.38,"11,269,780","40,136",0,0,"11,269,780","40,136","1,997,945"
260,04/05/2020,S4A,27.5,27.5,27.5,27.5,27.5,0,0,0,0,0,0,0,0,0,"1,160,500"
261,04/05/2020,SAB,163,163,155,163.5,155,160.15,"-8,000",-4.91,"198,030","31,550","763,300","124,016","961,330","155,566","99,398,584"
262,04/05/2020,SAM,9.2,9.15,9.1,9.15,9,9.1,-100,-1.09,"70,800",644,0,0,"70,800",644,"2,334,191"
263,04/05/2020,SAV,8.8,8.8,8.8,8.8,8.8,0,0,0,0,0,0,0,0,0,"119,046"
264,04/05/2020,SBA,14,14.3,14,14.3,13.95,14.05,0,0,"8,410",118,0,0,"8,410",118,"843,992"
265,04/05/2020,SBT,13.75,14,14.15,14.6,13.8,14.25,400,2.91,"2,038,650","29,048",0,0,"2,038,650","29,048","8,302,379"
266,04/05/2020,SBV,9.29,9.29,8.89,9.4,8.89,9.13,-400,-4.31,"39,630",361,0,0,"39,630",361,"242,755"
267,04/05/2020,SC5,18.7,19.8,19.8,19.8,19.8,0,"1,100",5.88,10,0,0,0,10,0,"296,673"
268,04/05/2020,SCD,25,23.5,25.95,25.95,23.5,22.95,950,3.8,610,14,0,0,610,14,"219,995"
269,04/05/2020,SCR,4.5,4.5,4.46,4.52,4.38,4.44,-40,-0.89,"2,810,630","12,500",0,0,"2,810,630","12,500","1,633,949"
270,04/05/2020,SCS,106,106,104.8,106,104.8,105.55,"-1,200",-1.13,"16,210","1,711",0,0,"16,210","1,711","5,278,325"
271,04/05/2020,SFC,20.5,20.5,20.5,20.5,20.5,0,0,0,0,0,0,0,0,0,"230,314"
272,04/05/2020,SFG,5.45,5.55,5.5,5.55,5.23,5.22,50,0.92,"9,790",53,0,0,"9,790",53,"263,435"
273,04/05/2020,SFI,18.1,19.3,17.9,19.3,17.9,18.04,-200,-1.1,"5,290",95,0,0,"5,290",95,"267,163"
274,04/05/2020,SGN,70.5,72,70.5,72,70.5,71.85,0,0,"1,580",113,0,0,"1,580",113,"2,364,118"
275,04/05/2020,SGR,14.5,14.5,14.5,14.5,14.5,0,0,0,10,0,0,0,10,0,"660,329"
276,04/05/2020,SGT,4.1,4.1,4.3,4.3,4,3.92,200,4.88,"5,700",23,0,0,"5,700",23,"318,207"
277,04/05/2020,SHA,4.24,4.2,4.2,4.2,4.1,4.07,-40,-0.94,"2,210",9,0,0,"2,210",9,"127,416"
278,04/05/2020,SHI,8.57,8.25,8.58,8.59,8.25,8.56,10,0.12,"121,930","1,043",0,0,"121,930","1,043","744,481"
279,04/05/2020,SHP,22.5,23,23,23,22.9,22.88,500,2.22,"2,530",58,0,0,"2,530",58,"2,155,335"
280,04/05/2020,SII,20.7,20.7,20.7,20.7,20.7,0,0,0,0,0,0,0,0,0,"1,336,229"
281,04/05/2020,SJD,16.8,16.8,16.8,16.8,16.7,16.81,0,0,"25,950",436,0,0,"25,950",436,"1,159,177"
282,04/05/2020,SJF,1.73,1.8,1.85,1.85,1.73,1.84,120,6.94,"2,350,680","4,327",0,0,"2,350,680","4,327","146,520"
283,04/05/2020,SJS,18.2,17.8,17.95,17.95,17.7,17.84,-250,-1.37,"22,910",409,0,0,"22,910",409,"2,044,460"
284,04/05/2020,SKG,10,10.3,9.8,10.3,9.8,9.97,-200,-2,"163,430","1,625",0,0,"163,430","1,625","620,651"
285,04/05/2020,SMA,17.3,17.3,17.3,17.3,17.3,0,0,0,0,0,0,0,0,0,"329,072"
286,04/05/2020,SMB,29.6,29.75,29.75,29.8,29.6,29.77,150,0.51,"6,680",199,0,0,"6,680",199,"887,938"
287,04/05/2020,SMC,10.65,10.95,11,11,10.95,16.67,350,3.29,60,1,0,0,60,1,"670,152"
288,04/05/2020,SPM,10.85,10.15,10.75,10.75,10.1,10.08,-100,-0.92,"1,190",12,0,0,"1,190",12,"148,028"
289,04/05/2020,SRC,17.1,17.55,17.45,17.7,16.1,17.27,350,2.05,"4,810",83,0,0,"4,810",83,"489,706"
290,04/05/2020,SRF,12.6,12.7,13.4,13.45,12.7,12.73,800,6.35,"2,790",36,0,0,"2,790",36,"411,586"
291,04/05/2020,SSC,51,53.4,53.4,53.4,53.4,0,"2,400",4.71,10,1,0,0,10,1,"708,713"
292,04/05/2020,SSI,13,12.9,12.7,13,12.7,12.84,-300,-2.31,"2,180,310","27,943",0,0,"2,180,310","27,943","7,631,892"
293,04/05/2020,ST8,12.5,12.5,12.5,12.5,12.5,13.33,0,0,320,4,0,0,320,4,"321,511"
294,04/05/2020,STB,9.1,9.1,8.98,9.1,8.98,9.02,-120,-1.32,"4,402,500","39,698","50,000",480,"4,452,500","40,178","16,196,808"
295,04/05/2020,STG,15.7,15.6,15.6,15.6,15.6,0,-100,-0.64,10,0,0,0,10,0,"1,532,752"
296,04/05/2020,STK,17.15,17.15,16.4,17.15,16.4,16.55,-750,-4.37,"13,400",222,0,0,"13,400",222,"1,159,922"
297,04/05/2020,SVC,57,60,60.6,60.9,57,60.84,"3,600",6.32,"46,070","2,803",0,0,"46,070","2,803","1,513,516"
298,04/05/2020,SVI,74.5,76,76,76,76,100,"1,500",2.01,10,1,0,0,10,1,"975,265"
299,04/05/2020,SVT,8,8,8,8,8,10,0,0,100,1,0,0,100,1,"84,215"
300,04/05/2020,SZC,18,17.5,17.45,18,17.4,17.67,-550,-3.06,"601,610","10,620",0,0,"601,610","10,620","1,745,000"
301,04/05/2020,SZL,38.4,37.7,37.5,38.2,37.15,37.8,-900,-2.34,"122,350","4,624",0,0,"122,350","4,624","682,159"
302,04/05/2020,TAC,24.5,25,25,25,24.85,24.94,500,2.04,"12,310",307,0,0,"12,310",307,"846,904"
303,04/05/2020,TBC,22.5,22.5,22.5,22.5,22.5,0,0,0,0,0,0,0,0,0,"1,428,750"
304,04/05/2020,TCB,17.2,17.2,17.4,17.7,17.15,17.46,200,1.16,"2,018,840","35,226","400,000","7,360","2,418,840","42,586","60,902,435"
305,04/05/2020,TCD,9.38,9,9.5,9.59,9,8.99,120,1.28,"1,490",14,0,0,"1,490",14,"401,873"
306,04/05/2020,TCH,21.2,20.8,21,21.25,20.35,20.92,-200,-0.94,"817,150","17,093",0,0,"817,150","17,093","7,418,703"
307,04/05/2020,TCL,17.9,17.9,17.8,17.9,17.4,17.95,-100,-0.56,"2,180",39,0,0,"2,180",39,"536,820"
308,04/05/2020,TCM,15.3,15.2,15,15.25,14.9,15.01,-300,-1.96,"352,350","5,290",0,0,"352,350","5,290","868,747"
309,04/05/2020,TCO,10,9.3,9.3,9.3,9.3,0,-700,-7,20,0,0,0,20,0,"155,571"
310,04/05/2020,TCR,4.2,4.2,4.2,4.2,4.2,0,0,0,0,0,0,0,0,0,"190,786"
311,04/05/2020,TCT,35,35,34.2,35,34.2,34.92,-800,-2.29,"5,270",184,0,0,"5,270",184,"437,350"
312,04/05/2020,TDC,7.63,7.6,7.56,7.69,7.56,7.61,-70,-0.92,"30,710",234,"377,000","2,677","407,710","2,911","756,000"
313,04/05/2020,TDG,1.73,1.73,1.74,1.76,1.73,1.74,10,0.58,"387,310",673,0,0,"387,310",673,"29,180"
314,04/05/2020,TDH,8.3,8,7.9,8.2,7.9,7.99,-400,-4.82,"953,110","7,616","360,000","2,952","1,313,110","10,568","741,639"
315,04/05/2020,TDM,20.75,20.3,20.2,20.75,20.1,20.34,-550,-2.65,"229,310","4,661",0,0,"229,310","4,661","1,933,140"
316,04/05/2020,TDW,23.2,23.2,22.3,23.8,22.3,25,-900,-3.88,200,5,0,0,200,5,"189,550"
317,04/05/2020,TEG,3.05,3.05,3.05,3.05,3.05,0,0,0,70,0,0,0,70,0,"98,770"
318,04/05/2020,TGG,0.87,0.85,0.85,0.88,0.84,0.86,-20,-2.3,"444,870",381,0,0,"444,870",381,"23,205"
319,04/05/2020,THG,45.25,45,45.5,45.5,44,45.1,250,0.55,"6,650",300,0,0,"6,650",300,"600,589"
320,04/05/2020,THI,27.35,27.6,27.6,27.6,27.6,20,250,0.91,50,1,0,0,50,1,"1,214,400"
321,04/05/2020,TIP,18.5,18.3,17.85,18.3,17.35,17.74,-650,-3.51,"115,080","2,044",0,0,"115,080","2,044","464,156"
322,04/05/2020,TIX,28.1,30,30,30.05,30,50,"1,900",6.76,30,1,0,0,30,1,"900,000"
323,04/05/2020,TLD,4.81,4.9,4.81,5.14,4.81,5.13,0,0,"235,300","1,206",0,0,"235,300","1,206","90,042"
324,04/05/2020,TLG,31.4,29.7,30,30.5,29.7,30.21,"-1,400",-4.46,"305,050","9,203",0,0,"305,050","9,203","2,333,834"
325,04/05/2020,TLH,2.95,3,2.91,3,2.9,2.93,-40,-1.36,"195,090",572,0,0,"195,090",572,"292,893"
326,04/05/2020,TMP,33,32.5,32.5,32.5,32.5,32,-500,-1.52,510,17,0,0,510,17,"2,275,000"
327,04/05/2020,TMS,25.8,27.1,27,27.1,24.05,24.7,"1,200",4.65,"4,460",117,0,0,"4,460",117,"1,703,667"
328,04/05/2020,TMT,5.5,5.2,5.2,5.2,5.2,4.98,-300,-5.45,"2,010",10,0,0,"2,010",10,"191,765"
329,04/05/2020,TN1,65.1,65.1,64.7,65.1,64.7,65.06,-400,-0.61,"1,250",81,0,0,"1,250",81,"860,510"
330,04/05/2020,TNA,15.55,15,15.1,16,14.9,15.48,-450,-2.89,"64,220",993,0,0,"64,220",993,"517,162"
331,04/05/2020,TNC,15.15,15,16.2,16.2,15,16.19,"1,050",6.93,"51,030",826,0,0,"51,030",826,"311,850"
332,04/05/2020,TNI,10.3,10.35,10.3,10.35,10.25,10.3,0,0,"449,530","4,630","280,000","2,884","729,530","7,514","540,750"
333,04/05/2020,TNT,1.56,1.51,1.56,1.56,1.51,1.71,0,0,"1,180",2,0,0,"1,180",2,"39,780"
334,04/05/2020,TPB,17.4,17.2,17.4,17.55,17.2,17.44,0,0,"74,680","1,301",0,0,"74,680","1,301","14,208,373"
335,04/05/2020,TPC,8.54,7.95,7.95,7.95,7.95,8,-590,-6.91,"6,020",48,0,0,"6,020",48,"179,010"
336,04/05/2020,TRA,56,56,56,58,56,56.17,0,0,"9,980",561,0,0,"9,980",561,"2,321,230"
337,04/05/2020,TRC,25.9,26.5,26.1,27.2,25.7,26.91,200,0.77,"8,000",216,0,0,"8,000",216,"760,162"
338,04/05/2020,TS4,2.41,2.42,2.36,2.42,2.36,2.38,-50,-2.07,"7,280",18,0,0,"7,280",18,"37,882"
339,04/05/2020,TSC,2.49,2.4,2.32,2.48,2.32,2.33,-170,-6.83,"1,289,320","3,010",0,0,"1,289,320","3,010","342,544"
340,04/05/2020,TTB,2.91,2.86,2.9,2.92,2.86,2.9,-10,-0.34,"405,680","1,175",0,0,"405,680","1,175","135,798"
341,04/05/2020,TTE,13.9,13.9,13.9,13.9,13.9,0,0,0,0,0,0,0,0,0,"396,017"
342,04/05/2020,TTF,2.12,2.19,2.12,2.19,2.1,2.12,0,0,"1,401,860","2,983",0,0,"1,401,860","2,983","659,739"
343,04/05/2020,TV2,58.5,58.5,61,61.8,58.5,60.29,"2,500",4.27,"101,350","6,112",0,0,"101,350","6,112","1,464,617"
344,04/05/2020,TVB,10.2,10.2,10,10.2,9.88,9.95,-200,-1.96,"439,710","4,378",0,0,"439,710","4,378","485,747"
345,04/05/2020,TVS,11,10.8,10.8,10.8,10.8,10,-200,-1.82,"1,400",15,0,0,"1,400",15,"973,347"
346,04/05/2020,TVT,20.5,20,19.6,20,19.6,20,-900,-4.39,"1,150",23,0,0,"1,150",23,"411,600"
347,04/05/2020,TYA,12.5,12.55,12.35,12.6,12.3,12.37,-150,-1.2,"32,040",397,0,0,"32,040",397,"378,905"
348,04/05/2020,UDC,2.79,2.79,2.96,2.96,2.79,2.91,170,6.09,"1,030",3,0,0,"1,030",3,"102,730"
349,04/05/2020,UIC,39.5,41.3,41.3,41.3,41.3,0,"1,800",4.56,120,5,0,0,120,5,"330,400"
350,04/05/2020,VAF,4.59,4.91,4.91,4.91,4.91,0,320,6.97,20,0,0,0,20,0,"184,937"
351,04/05/2020,VCB,68,68,67.4,68.1,66.8,67.55,-600,-0.88,"852,260","57,567","56,000","3,844","908,260","61,411","249,978,340"
352,04/05/2020,VCF,211.9,211.9,211.9,211.9,211.9,0,0,0,0,0,0,0,0,0,"5,632,119"
353,04/05/2020,VCI,17.6,17.5,17.75,18.6,17.4,18.14,150,0.85,"413,270","7,492",0,0,"413,270","7,492","2,916,041"
354,04/05/2020,VDP,34.5,34.5,34.5,34.5,34.5,0,0,0,20,1,0,0,20,1,"439,858"
355,04/05/2020,VDS,6.29,5.88,5.87,5.95,5.87,5.99,-420,-6.68,"3,340",20,0,0,"3,340",20,"587,586"
356,04/05/2020,VFG,39.4,38,38,38,38,0,"-1,400",-3.55,20,1,0,0,20,1,"1,219,301"
357,04/05/2020,VGC,17.3,17.3,16.5,17.3,16.5,16.95,-800,-4.62,"167,100","2,813",0,0,"167,100","2,813","7,397,775"
358,04/05/2020,VHC,29.7,28.6,29.45,30.5,28.6,29.84,-250,-0.84,"616,970","18,364","100,000","3,150","716,970","21,514","5,358,310"
359,04/05/2020,VHM,63.6,63.6,64.9,64.9,63.6,64.51,"1,300",2.04,"1,577,040","101,761",0,0,"1,577,040","101,761","213,489,453"
360,04/05/2020,VIC,91.9,91.9,91.8,92.5,90,91.96,-100,-0.11,"259,550","23,849",0,0,"259,550","23,849","310,507,128"
361,04/05/2020,VID,3.7,3.7,3.7,3.7,3.7,0,0,0,200,1,0,0,200,1,"103,874"
362,04/05/2020,VIP,4.4,4.4,4.3,4.41,4.3,4.34,-100,-2.27,"125,820",545,0,0,"125,820",545,"281,525"
363,04/05/2020,VIS,20.1,18.7,20.1,20.1,18.7,18.81,0,0,"3,030",57,0,0,"3,030",57,"1,483,991"
364,04/05/2020,VJC,115.5,115.5,114.3,116,113.9,115.11,"-1,200",-1.04,"265,270","30,531",0,0,"265,270","30,531","59,874,751"
365,04/05/2020,VMD,19.9,20.2,21.2,21.2,20.2,21.24,"1,300",6.53,"2,590",55,0,0,"2,590",55,"327,334"
366,04/05/2020,VND,10.95,10.9,10.75,10.9,10.75,10.81,-200,-1.83,"462,800","5,000",0,0,"462,800","5,000","2,242,078"
367,04/05/2020,VNE,3.92,3.92,3.97,4.05,3.88,3.96,50,1.28,"333,400","1,319","110,000",418,"443,400","1,737","325,278"
368,04/05/2020,VNG,13.65,13.65,13.3,13.7,12.8,13.32,-350,-2.56,"193,330","2,577",0,0,"193,330","2,577","1,293,779"
369,04/05/2020,VNL,14,14,14,14,14,14.1,0,0,780,11,0,0,780,11,"126,000"
370,04/05/2020,VNM,99,97,97.6,99,97,97.82,"-1,400",-1.41,"1,235,970","120,837","232,250","22,802","1,468,220","143,639","169,958,463"
371,04/05/2020,VNS,9.3,9.28,9.1,9.49,9.1,9.11,-200,-2.15,"8,380",77,0,0,"8,380",77,"617,519"
372,04/05/2020,VOS,1.4,1.4,1.35,1.4,1.35,1.36,-50,-3.57,"80,580",109,0,0,"80,580",109,"189,000"
373,04/05/2020,VPB,20.5,19.55,20.05,20.4,19.5,19.99,-450,-2.2,"3,624,730","72,365",0,0,"3,624,730","72,365","48,876,855"
374,04/05/2020,VPD,14.95,14.2,14.5,14.95,14.2,14.38,-450,-3.01,"3,130",45,0,0,"3,130",45,"1,545,550"
375,04/05/2020,VPG,19.1,19,18.95,19,18.05,18.29,-150,-0.79,"2,030",37,0,0,"2,030",37,"501,225"
376,04/05/2020,VPH,3.76,3.65,3.6,3.75,3.6,3.67,-160,-4.26,"101,460",372,"987,340","3,505","1,088,800","3,877","343,288"
377,04/05/2020,VPI,42.2,42.2,42,42.25,41.35,41.74,-200,-0.47,"314,480","13,127",0,0,"314,480","13,127","6,720,000"
378,04/05/2020,VPS,11.3,11.55,11.6,11.6,11.55,11.58,300,2.65,"5,010",58,0,0,"5,010",58,"283,745"
379,04/05/2020,VRC,6.17,6.05,5.9,6.15,5.9,5.95,-270,-4.38,"144,450",859,0,0,"144,450",859,"295,000"
380,04/05/2020,VRE,23.1,22.8,23.45,23.75,22.8,23.33,350,1.52,"1,757,720","41,017","1,132,050","26,096","2,889,770","67,113","53,285,867"
381,04/05/2020,VSC,25.9,25.5,25.5,25.8,24.8,25.39,-400,-1.54,"235,570","5,983","90,000","2,430","325,570","8,413","1,405,631"
382,04/05/2020,VSH,17.5,18,17.5,18.15,17.5,17.89,0,0,"11,180",198,0,0,"11,180",198,"3,609,222"
383,04/05/2020,VSI,24.45,25.4,26.15,26.15,25.4,25,"1,700",6.95,140,4,0,0,140,4,"345,180"
384,04/05/2020,VTB,10.65,10.55,10.55,10.9,10.55,10,-100,-0.94,360,4,0,0,360,4,"113,988"
385,04/05/2020,VTO,6.86,7.03,6.93,7.03,6.9,6.99,70,1.02,"29,220",204,0,0,"29,220",204,"546,546"
386,04/05/2020,YBM,3.49,3.51,3.51,3.51,3.51,4,20,0.57,500,2,0,0,500,2,"50,193"
387,04/05/2020,YEG,56.8,56.1,54.5,56.1,54.3,54.8,"-2,300",-4.05,"15,930",873,0,0,"15,930",873,"1,608,057"
