STT,Ngày,Mã,Tham chiếu,Mở cửa,Đóng cửa,Cao nhất,Thấp nhất,Trung bình,Thay đổi giá(+/-),Thay đổi giá(%),KLGD khớp lệnh,GTGD khớp lệnh,KLGD thỏa thuận,GTGD thỏa thuận,KL Tổng giao dịch,GT Tổng giao dịch,Tổng giao dịch
44,08/05/2020,CII,19.8,20.05,19.7,20.15,19.7,19.89,-100,-0.51,"1,274,320","25,334",0,0,"1,274,320","25,334","4,705,114"
45,08/05/2020,CKG,8,8,8.15,8.2,8,8.05,150,1.88,"23,480",190,0,0,"23,480",190,"407,500"
46,08/05/2020,CLC,28.1,27.6,27.6,27.7,27.6,27.68,-500,-1.78,"4,950",137,0,0,"4,950",137,"723,329"
47,08/05/2020,CLG,1.79,1.67,1.71,1.75,1.67,1.67,-80,-4.47,"696,010","1,163",0,0,"696,010","1,163","36,166"
48,08/05/2020,CLL,27,27.5,28,28,27.5,28.18,"1,000",3.7,"2,200",62,0,0,"2,200",62,"952,000"
49,08/05/2020,CLW,26.5,25,27.5,27.5,25,26.09,"1,000",3.77,230,6,0,0,230,6,"357,500"
50,08/05/2020,CMG,28.9,29,28.6,29,28.6,28.85,-300,-1.04,"40,120","1,158",0,0,"40,120","1,158","2,859,996"
51,08/05/2020,CMV,11.35,11.35,11.35,11.35,11.35,0,0,0,0,0,0,0,0,0,"137,379"
52,08/05/2020,CMX,13.25,14.15,14.15,14.15,14,14.14,900,6.79,"625,770","8,851",0,0,"625,770","8,851","374,161"
53,08/05/2020,CNG,21.3,20.9,20.85,20.9,20.55,20.72,-450,-2.11,"64,570","1,338",0,0,"64,570","1,338","562,943"
54,08/05/2020,COM,44,44,44,44,44,41.67,0,0,280,12,0,0,280,12,"621,308"
55,08/05/2020,CRC,11.35,11.35,11.4,11.45,11,11.37,50,0.44,"42,060",478,0,0,"42,060",478,"171,000"
56,08/05/2020,CRE,15.2,15.25,15.2,15.35,15.05,15.21,0,0,"285,800","4,348",0,0,"285,800","4,348","1,215,998"
57,08/05/2020,CSM,17.25,17.35,17,17.35,16.5,16.81,-250,-1.45,"404,260","6,800",0,0,"404,260","6,800","1,761,629"
58,08/05/2020,CSV,20.7,20.8,20.6,21,20.6,20.77,-100,-0.48,"408,210","8,474",0,0,"408,210","8,474","910,520"
59,08/05/2020,CTD,67,67.2,65.5,68.2,65.4,66.62,"-1,500",-2.24,"496,840","33,068",0,0,"496,840","33,068","4,997,164"
60,08/05/2020,CTF,22.5,21.5,22.25,22.25,21.1,21.33,-250,-1.11,"157,660","3,362","282,400","6,072","440,060","9,434","1,013,264"
61,08/05/2020,CTG,20.4,20.7,20.9,21.65,20.6,21.14,500,2.45,"12,666,220","267,590","360,000","7,603","13,026,220","275,193","77,819,155"
62,08/05/2020,CTI,19.75,19.8,19.8,20.5,19.7,20.07,50,0.25,"209,320","4,195","320,000","6,308","529,320","10,503","1,247,400"
63,08/05/2020,CTS,5.57,5.57,5.65,5.7,5.55,5.66,80,1.44,"149,210",845,0,0,"149,210",845,"601,158"
64,08/05/2020,CVT,16.65,16.7,17.1,17.4,16.7,17.05,450,2.7,"1,470,870","25,076",0,0,"1,470,870","25,076","627,414"
65,08/05/2020,D2D,56.8,57,56,57.7,56,57.12,-800,-1.41,"384,280","21,917",0,0,"384,280","21,917","1,193,358"
66,08/05/2020,DAG,5.67,5.6,5.47,5.6,5.45,5.52,-200,-3.53,"480,420","2,653",0,0,"480,420","2,653","283,312"
67,08/05/2020,DAH,9,9.2,9,9.29,8.9,8.99,0,0,"163,360","1,468",0,0,"163,360","1,468","307,800"
68,08/05/2020,DAT,7.89,7.34,7.34,7.34,7.34,0,-550,-6.97,10,0,0,0,10,0,"337,680"
69,08/05/2020,DBC,27.8,28,28.1,29.45,27.95,28.69,300,1.08,"5,053,760","144,867",0,0,"5,053,760","144,867","2,559,905"
70,08/05/2020,DBD,51,50.4,51,52.1,50.1,51.34,0,0,"65,640","3,366","22,400","1,145","88,040","4,511","2,671,325"
71,08/05/2020,DCL,20.65,20.65,20.4,20.75,20.2,20.45,-250,-1.21,"122,470","2,505",0,0,"122,470","2,505","1,159,390"
72,08/05/2020,DCM,8.01,7.96,7.98,8.16,7.95,8.02,-30,-0.37,"1,846,120","14,797",0,0,"1,846,120","14,797","4,224,612"
73,08/05/2020,DGW,26.6,26.5,26.1,26.9,26,26.43,-500,-1.88,"669,870","17,696",0,0,"669,870","17,696","1,122,307"
74,08/05/2020,DHA,34.7,34.7,34.3,35,34,34.32,-400,-1.15,"29,820","1,024",0,0,"29,820","1,024","505,104"
75,08/05/2020,DHC,37.9,38.2,37.3,38.2,37.3,37.6,-600,-1.58,"304,240","11,434",0,0,"304,240","11,434","2,088,643"
76,08/05/2020,DHG,97.1,98,96,98,95.9,96.14,"-1,100",-1.13,"46,920","4,512",0,0,"46,920","4,512","12,551,623"
77,08/05/2020,DHM,6.4,6.4,6.65,6.8,6.14,6.61,250,3.91,"334,400","2,212",0,0,"334,400","2,212","208,785"
78,08/05/2020,DIC,1.58,1.59,1.56,1.59,1.56,1.57,-20,-1.27,"173,270",272,0,0,"173,270",272,"40,692"
79,08/05/2020,DIG,11.4,11.4,11.6,11.8,11.4,11.66,200,1.75,"2,580,160","30,072","200,000","2,270","2,780,160","32,342","3,557,583"
80,08/05/2020,DLG,1.45,1.45,1.47,1.48,1.44,1.46,20,1.38,"4,640,620","6,769",0,0,"4,640,620","6,769","439,985"
81,08/05/2020,DMC,49.6,50,49.9,51.5,49.6,50.5,300,0.6,"163,590","8,259",0,0,"163,590","8,259","1,732,901"
82,08/05/2020,DPG,23.45,23.45,24,24.5,23.45,23.84,550,2.35,"433,590","10,340",0,0,"433,590","10,340","1,043,995"
83,08/05/2020,DPM,13.9,13.9,13.8,14.05,13.8,13.91,-100,-0.72,"3,134,380","43,573",0,0,"3,134,380","43,573","5,400,413"
84,08/05/2020,DPR,37.05,37,38.45,39.55,37,38.58,"1,400",3.78,"18,950",731,0,0,"18,950",731,"1,542,798"
85,08/05/2020,DQC,16.9,16.9,18.05,18.05,16.4,17.53,"1,150",6.8,"88,150","1,554",0,0,"88,150","1,554","497,423"
86,08/05/2020,DRC,19.95,19.95,19.4,19.95,19.3,19.61,-550,-2.76,"1,802,400","35,334",0,0,"1,802,400","35,334","2,304,577"
87,08/05/2020,DRH,5.86,6.19,5.86,6.27,5.74,6.17,0,0,"2,614,160","16,046",0,0,"2,614,160","16,046","353,739"
88,08/05/2020,DRL,51.5,50.5,50.5,52,50.5,53.85,"-1,000",-1.94,140,7,0,0,140,7,"479,750"
89,08/05/2020,DSN,45.5,45.6,45.8,46.4,45.5,45.72,300,0.66,"37,950","1,735",0,0,"37,950","1,735","553,402"
90,08/05/2020,DTA,4.45,4.75,4.74,4.75,4.31,4.52,290,6.52,"11,550",53,0,0,"11,550",53,"85,604"
91,08/05/2020,DTL,18,19.25,16.75,19.25,16.75,0,"-1,250",-6.94,110,2,0,0,110,2,"1,015,569"
92,08/05/2020,DTT,15.5,15.5,15.5,15.5,15.5,0,0,0,0,0,0,0,0,0,"126,353"
93,08/05/2020,DVP,35.1,35.1,33.95,35.2,33.95,34.89,"-1,150",-3.28,"12,480",429,0,0,"12,480",429,"1,358,000"
94,08/05/2020,DXG,9.72,9.78,9.78,10.2,9.72,9.89,60,0.62,"3,773,140","37,308",0,0,"3,773,140","37,308","5,073,828"
95,08/05/2020,DXV,2.4,2.45,2.3,2.47,2.3,2.36,-100,-4.17,"5,510",13,0,0,"5,510",13,"22,770"
96,08/05/2020,E1VFVN30,12.35,12.32,12.7,12.95,12.32,12.77,350,2.83,"478,900","6,089","2,000,000","25,110","2,478,900","31,199","5,594,350"
97,08/05/2020,EIB,15.1,15.05,15.25,15.55,15.05,15.34,150,0.99,"463,060","7,103","990,000","14,949","1,453,060","22,052","18,748,852"
98,08/05/2020,ELC,5.05,5.1,5.1,5.3,5.05,5.15,50,0.99,"40,530",208,0,0,"40,530",208,"258,155"
99,08/05/2020,EMC,10.8,10.8,10.8,10.8,10.8,0,0,0,0,0,0,0,0,0,"165,211"
100,08/05/2020,EVE,9.9,10,9.95,10,9.7,9.81,50,0.51,"32,380",317,0,0,"32,380",317,"378,577"
101,08/05/2020,EVG,2.42,2.42,2.43,2.44,2.4,2.42,10,0.41,"286,530",693,0,0,"286,530",693,"145,800"
102,08/05/2020,FCM,6.3,6.46,6.41,6.46,6.3,6.35,110,1.75,"22,310",141,0,0,"22,310",141,"262,810"
103,08/05/2020,FCN,9.2,9.15,9.06,9.25,9.05,9.15,-140,-1.52,"1,126,340","10,298",0,0,"1,126,340","10,298","1,083,022"
104,08/05/2020,FDC,9.17,8.61,9.6,9.75,8.61,9.46,430,4.69,770,7,0,0,770,7,"370,848"
105,08/05/2020,FIR,29.6,29.55,29.7,29.85,29.55,29.71,100,0.34,"76,870","2,284",0,0,"76,870","2,284","617,760"
106,08/05/2020,FIT,5.9,5.9,5.88,5.97,5.81,5.88,-20,-0.34,"482,480","2,835",0,0,"482,480","2,835","1,497,814"
107,08/05/2020,FLC,2.89,2.91,2.9,2.95,2.9,2.93,10,0.35,"8,327,560","24,343",0,0,"8,327,560","24,343","2,058,994"
108,08/05/2020,FMC,24.25,24.25,24.6,25.4,24.25,24.85,350,1.44,"100,660","2,499",0,0,"100,660","2,499","1,206,482"
109,08/05/2020,FPT,53.5,53.6,53.7,55.1,53.6,54.36,200,0.37,"3,585,320","194,802","40,000","2,280","3,625,320","197,082","36,605,577"
110,08/05/2020,FRT,20.85,21.2,20.5,21.2,20.5,20.81,-350,-1.68,"773,140","16,073",0,0,"773,140","16,073","1,619,127"
111,08/05/2020,FTM,1.36,1.39,1.38,1.39,1.36,1.38,20,1.47,"203,730",281,0,0,"203,730",281,"69,000"
112,08/05/2020,FTS,11.55,11.7,11.7,11.85,11.6,11.71,150,1.3,"29,990",352,0,0,"29,990",352,"1,406,855"
113,08/05/2020,FUCTVGF1,11.9,11.9,11.9,11.9,11.9,0,0,0,0,0,0,0,0,0,"178,500"
114,08/05/2020,FUCTVGF2,9.58,9.58,9.58,9.58,9.58,0,0,0,0,0,0,0,0,0,"162,860"
115,08/05/2020,FUCVREIT,7.4,7.4,7.4,7.4,7.4,0,0,0,0,0,0,0,0,0,"37,000"
116,08/05/2020,FUESSV50,11,11,11.4,11.5,11,11.17,400,3.64,"123,870","1,383",0,0,"123,870","1,383","161,880"
117,08/05/2020,FUESSVFL,8.2,8.27,8.57,8.77,8.27,9.01,370,4.51,"1,110",10,0,0,"1,110",10,"228,819"
118,08/05/2020,GAB,151.5,151.5,153.2,156,151.5,151.81,"1,700",1.12,"61,590","9,372",0,0,"61,590","9,372","2,114,160"
119,08/05/2020,GAS,68.7,68.7,69.6,70.8,68.7,69.5,900,1.31,"1,700,680","118,182",0,0,"1,700,680","118,182","133,210,920"
120,08/05/2020,GDT,26.8,26.8,27,27,26.8,26.88,200,0.75,"7,440",200,0,0,"7,440",200,"457,440"
121,08/05/2020,GEG,20.3,20.3,20.65,21.35,20.2,20.73,350,1.72,"553,660","11,475",0,0,"553,660","11,475","4,210,363"
122,08/05/2020,GEX,15.35,15.3,15.45,15.6,15.25,15.41,100,0.65,"1,944,760","29,975","2,010,000","30,941","3,954,760","60,916","7,543,370"
123,08/05/2020,GIL,18.1,18.1,17.8,18.4,17.8,18.05,-300,-1.66,"180,770","3,262",0,0,"180,770","3,262","427,200"
124,08/05/2020,GMC,16.6,16.15,16.6,16.95,16.15,16.64,0,0,"7,640",127,0,0,"7,640",127,"444,002"
125,08/05/2020,GMD,18.3,18.25,18.2,18.55,18.15,18.29,-100,-0.55,"413,560","7,560",0,0,"413,560","7,560","5,404,034"
126,08/05/2020,GSP,10.05,9.99,10.25,10.25,9.98,10.02,200,1.99,"7,010",70,0,0,"7,010",70,"369,000"
127,08/05/2020,GTA,11.75,12.5,12.25,12.5,11.4,11.43,500,4.26,760,9,0,0,760,9,"120,418"
128,08/05/2020,GTN,16.45,16.4,16.75,17,16.4,16.69,300,1.82,"3,540,820","59,061",0,0,"3,540,820","59,061","4,187,500"
129,08/05/2020,GVR,12.5,12.5,12,12.6,12,12.32,-500,-4,"1,499,440","18,460",0,0,"1,499,440","18,460","48,000,000"
130,08/05/2020,HAG,3.55,3.6,3.52,3.6,3.5,3.53,-30,-0.85,"5,525,600","19,484",0,0,"5,525,600","19,484","3,264,445"
131,08/05/2020,HAH,10.7,10.7,10.8,10.9,10.55,10.76,100,0.93,"99,730","1,073",0,0,"99,730","1,073","511,842"
132,08/05/2020,HAI,2.82,2.85,2.83,2.92,2.81,2.85,10,0.35,"2,780,990","7,919",0,0,"2,780,990","7,919","516,992"
133,08/05/2020,HAP,2.99,2.95,2.97,2.99,2.9,2.92,-20,-0.67,"66,190",193,0,0,"66,190",193,"164,749"
134,08/05/2020,HAR,2.62,2.65,2.63,2.66,2.62,2.63,10,0.38,"445,020","1,172",0,0,"445,020","1,172","260,854"
135,08/05/2020,HAS,6.98,6.98,6.98,6.98,6.98,0,0,0,0,0,0,0,0,0,"54,444"
136,08/05/2020,HAX,11.55,11.55,11.2,11.55,11.15,11.33,-350,-3.03,"145,630","1,649",0,0,"145,630","1,649","410,033"
137,08/05/2020,HBC,7.8,7.79,7.7,7.85,7.69,7.78,-100,-1.28,"3,204,040","24,922",0,0,"3,204,040","24,922","1,777,741"
138,08/05/2020,HCD,3.67,3.6,3.42,3.66,3.42,3.42,-250,-6.81,"2,388,730","8,180",0,0,"2,388,730","8,180","92,340"
139,08/05/2020,HCM,16.9,17,17.25,17.9,16.95,17.52,350,2.07,"4,270,560","74,763",0,0,"4,270,560","74,763","5,265,681"
140,08/05/2020,HDB,21.3,21.3,22.4,22.75,21.3,22.32,"1,100",5.16,"2,216,860","49,467","100,000","2,231","2,316,860","51,698","21,636,637"
141,08/05/2020,HDC,17.5,17.5,17.2,17.65,17,17.39,-300,-1.71,"760,200","13,218",0,0,"760,200","13,218","985,278"
142,08/05/2020,HDG,24.2,24.45,24,24.6,23.9,24.37,-200,-0.83,"389,660","9,492",0,0,"389,660","9,492","2,847,568"
143,08/05/2020,HHS,4.22,4.25,4.22,4.3,4.18,4.22,0,0,"2,350,290","9,922",0,0,"2,350,290","9,922","1,159,420"
144,08/05/2020,HID,2.45,2.45,2.48,2.59,2.41,2.44,30,1.22,"137,270",334,0,0,"137,270",334,"145,723"
145,08/05/2020,HII,12.45,12.45,12.3,12.5,12.3,12.41,-150,-1.2,"102,400","1,271",0,0,"102,400","1,271","342,555"
146,08/05/2020,HMC,13.05,13.5,13.95,13.95,13.5,13.95,900,6.9,"18,420",257,0,0,"18,420",257,"292,950"
147,08/05/2020,HNG,12.75,12.75,12.9,12.9,12.7,12.79,150,1.18,"150,690","1,932","1,000,000","12,000","1,150,690","13,932","14,300,345"
148,08/05/2020,HOT,41.5,39.5,41,41,39.5,40,-500,-1.2,200,8,0,0,200,8,"327,997"
149,08/05/2020,HPG,23.6,23.8,23.4,24.15,23.4,23.78,-200,-0.85,"12,484,610","296,684","322,000","7,651","12,806,610","304,335","64,609,134"
150,08/05/2020,HPX,26.9,26.9,26.95,26.95,26.8,26.91,50,0.19,"255,270","6,868",0,0,"255,270","6,868","6,198,379"
151,08/05/2020,HQC,1.07,1.07,1.06,1.08,1.06,1.07,-10,-0.93,"4,343,590","4,644",0,0,"4,343,590","4,644","505,195"
152,08/05/2020,HRC,34.45,35.2,36.85,36.85,35.2,36.36,"2,400",6.97,880,32,0,0,880,32,"1,113,114"
153,08/05/2020,HSG,7.93,7.92,7.81,8.11,7.81,7.96,-120,-1.51,"8,124,060","64,526","30,000",237,"8,154,060","64,763","3,470,602"
154,08/05/2020,HSL,5.42,5.42,5.6,5.75,5.42,5.63,180,3.32,"96,080",541,0,0,"96,080",541,"88,200"
155,08/05/2020,HT1,13.8,14,13.8,14.3,13.65,13.96,0,0,"195,390","2,726",0,0,"195,390","2,726","5,265,278"
156,08/05/2020,HTI,11.5,11.5,11.8,11.8,11.5,11.57,300,2.61,"18,500",214,0,0,"18,500",214,"294,401"
157,08/05/2020,HTL,12,12.25,12.8,12.8,12.2,12.35,800,6.67,"1,700",21,0,0,"1,700",21,"153,600"
158,08/05/2020,HTN,18.8,18.8,18.6,19.3,18,18.88,-200,-1.06,"76,640","1,443",0,0,"76,640","1,443","614,957"
159,08/05/2020,HTT,0.91,0.9,0.89,0.9,0.85,0.85,-20,-2.2,"67,070",58,0,0,"67,070",58,"17,800"
160,08/05/2020,HTV,14,14,14,14,14,0,0,0,20,0,0,0,20,0,"183,456"
161,08/05/2020,HU1,5.41,5.41,5.41,5.41,5.41,5.46,0,0,"4,030",22,0,0,"4,030",22,"54,100"
162,08/05/2020,HU3,7.5,7.5,7.5,7.5,7.5,10,0,0,100,1,0,0,100,1,"75,000"
163,08/05/2020,HUB,16.3,16.3,16.5,16.8,16.3,16.53,200,1.23,"1,220",20,0,0,"1,220",20,"251,559"
164,08/05/2020,HVG,5.54,5.54,5.52,5.86,5.52,5.68,-20,-0.36,"155,090",879,0,0,"155,090",879,"1,253,251"
165,08/05/2020,HVH,7.4,7.42,7.36,7.42,7.36,7.38,-40,-0.54,"69,860",516,0,0,"69,860",516,"143,520"
166,08/05/2020,HVN,26.7,26.8,26.95,27.3,26.7,26.96,250,0.94,"1,244,600","33,557",0,0,"1,244,600","33,557","38,222,938"
167,08/05/2020,HVX,3.26,3.26,3.26,3.26,3.26,0,0,0,0,0,0,0,0,0,"135,372"
168,08/05/2020,IBC,20.15,20.15,20.1,20.15,20.05,20.07,-50,-0.25,"31,450",631,"1,293,343","24,250","1,324,793","24,881","1,639,954"
169,08/05/2020,ICT,15.45,15,16.5,16.5,15,16.34,"1,050",6.8,"126,050","2,059",0,0,"126,050","2,059","531,052"
170,08/05/2020,IDI,3.97,4,3.92,4.05,3.9,4,-50,-1.26,"2,778,450","11,102",0,0,"2,778,450","11,102","892,367"
171,08/05/2020,IJC,11.55,11.4,11.6,11.7,11.4,11.53,50,0.43,"278,110","3,207",0,0,"278,110","3,207","1,590,329"
172,08/05/2020,ILB,15.2,15,15.65,15.65,15,15,450,2.96,"1,000",15,0,0,"1,000",15,"383,460"
173,08/05/2020,IMP,53,53.4,53,53.4,52.6,53.05,0,0,"36,410","1,932",0,0,"36,410","1,932","2,617,530"
174,08/05/2020,ITA,2.58,2.6,2.57,2.71,2.57,2.65,-10,-0.39,"11,672,380","30,854",0,0,"11,672,380","30,854","2,411,486"
175,08/05/2020,ITC,13.5,13.5,12.9,13.5,12.8,13.19,-600,-4.44,"6,900",91,0,0,"6,900",91,"929,812"
176,08/05/2020,ITD,8.5,8.5,8.48,8.8,8.48,8.49,-20,-0.24,"13,080",111,0,0,"13,080",111,"161,057"
177,08/05/2020,JVC,2.72,2.77,2.72,2.78,2.71,2.73,0,0,"259,850",710,0,0,"259,850",710,"306,000"
178,08/05/2020,KBC,12.8,13,12.85,13.1,12.7,12.85,50,0.39,"4,614,030","59,309","151,000","1,959","4,765,030","61,268","6,036,418"
179,08/05/2020,KDC,20.35,20.4,20.3,20.8,20.1,20.44,-50,-0.25,"573,410","11,711",0,0,"573,410","11,711","4,174,921"
180,08/05/2020,KDH,21.15,21.25,21.35,21.4,21.2,21.35,200,0.95,"1,027,960","21,948","9,000,000","191,800","10,027,960","213,748","11,623,561"
181,08/05/2020,KHP,8.44,8.01,8.4,8.9,8.01,8.52,-40,-0.47,"5,880",48,0,0,"5,880",48,"336,431"
182,08/05/2020,KMR,2.03,2.03,2.04,2.07,2,2.01,10,0.49,"178,680",360,0,0,"178,680",360,"116,031"
183,08/05/2020,KOS,28.6,28.3,29,29.2,28.3,28.97,400,1.4,"349,540","10,123",0,0,"349,540","10,123","3,008,750"
184,08/05/2020,KPF,19.55,19.55,19.55,19.55,19.55,0,0,0,0,0,0,0,0,0,"352,250"
185,08/05/2020,KSB,19.2,19.65,20.05,20.5,19.6,20.26,850,4.43,"2,135,410","43,148",0,0,"2,135,410","43,148","1,073,613"
186,08/05/2020,L10,15.6,16.55,14.8,16.65,14.55,16.54,-800,-5.13,"1,430",24,0,0,"1,430",24,"144,892"
187,08/05/2020,LAF,8.2,8.77,8.77,8.77,8.77,8.51,570,6.95,950,8,0,0,950,8,"129,165"
188,08/05/2020,LBM,26.3,26.5,27,27.5,26.5,26.95,700,2.66,"5,290",143,0,0,"5,290",143,"270,000"
189,08/05/2020,LCG,5.6,5.6,5.55,5.79,5.5,5.67,-50,-0.89,"556,060","3,146",0,0,"556,060","3,146","571,103"
190,08/05/2020,LCM,0.62,0.65,0.64,0.65,0.63,0.63,20,3.23,"57,990",37,0,0,"57,990",37,"15,765"
191,08/05/2020,LDG,4.89,4.9,4.95,5.1,4.87,4.97,60,1.23,"3,397,520","16,869",0,0,"3,397,520","16,869","1,187,121"
192,08/05/2020,LEC,17,15.85,17,17,15.85,0,0,0,240,4,0,0,240,4,"443,700"
193,08/05/2020,LGC,42,42,41.5,43.9,41.5,50,-500,-1.19,60,3,0,0,60,3,"8,003,473"
194,08/05/2020,LGL,4.63,4.79,4.45,4.8,4.42,4.49,-180,-3.89,"43,990",197,0,0,"43,990",197,"222,487"
195,08/05/2020,LHG,17,17,16.9,17.05,16.75,16.93,-100,-0.59,"569,280","9,634",0,0,"569,280","9,634","845,203"
196,08/05/2020,LIX,57,56.9,57,57.1,56.6,57.03,0,0,"91,860","5,239",0,0,"91,860","5,239","1,846,800"
197,08/05/2020,LM8,24.5,22.8,22.8,22.8,22.8,0,"-1,700",-6.94,10,0,0,0,10,0,"214,062"
198,08/05/2020,LMH,1.11,1.09,1.05,1.1,1.05,1.07,-60,-5.41,"590,910",630,0,0,"590,910",630,"26,911"
