STT,Ngày,Mã,Tham chiếu,Mở cửa,Đóng cửa,Cao nhất,Thấp nhất,Trung bình,Thay đổi giá(+/-),Thay đổi giá(%),KLGD khớp lệnh,GTGD khớp lệnh,KLGD thỏa thuận,GTGD thỏa thuận,KL Tổng giao dịch,GT Tổng giao dịch,Tổng giao dịch
199,08/05/2020,LSS,4.54,4.54,4.52,4.54,4.5,4.56,-20,-0.44,"24,070",109,0,0,"24,070",109,"302,817"
200,08/05/2020,MBB,16.3,16.4,16.6,17,16.4,16.71,300,1.84,"12,648,540","211,365","1,650,650","27,547","14,299,190","238,912","40,029,684"
201,08/05/2020,MCG,1.6,1.59,1.56,1.6,1.5,1.5,-40,-2.5,"54,030",81,0,0,"54,030",81,"81,198"
202,08/05/2020,MCP,14.4,14.4,14.4,14.4,14.4,0,0,0,0,0,0,0,0,0,"216,758"
203,08/05/2020,MDG,11.95,11.15,11.15,11.25,11.15,11.14,-800,-6.69,"8,580",96,0,0,"8,580",96,"115,121"
204,08/05/2020,MHC,2.78,2.8,2.76,2.93,2.76,2.81,-20,-0.72,"10,650",30,0,0,"10,650",30,"114,283"
205,08/05/2020,MSH,34.8,34.9,35.25,35.5,34.9,35.27,450,1.29,"176,790","6,234",0,0,"176,790","6,234","1,762,831"
206,08/05/2020,MSN,58.8,59,61,62.4,58.9,60.92,"2,200",3.74,"3,319,850","202,230",0,0,"3,319,850","202,230","71,305,733"
207,08/05/2020,MWG,82.6,83,83.8,85.9,83,84.2,"1,200",1.45,"2,361,840","198,809",0,0,"2,361,840","198,809","37,946,100"
208,08/05/2020,NAF,25.9,25.9,25.6,25.9,25.5,25.6,-300,-1.16,"46,560","1,192","1,328,330","32,611","1,374,890","33,803","1,137,660"
209,08/05/2020,NAV,18.6,18,18,18,18,0,-600,-3.23,10,0,0,0,10,0,"144,000"
210,08/05/2020,NBB,18.55,18.55,18.7,18.7,18.5,18.56,150,0.81,"26,150",485,0,0,"26,150",485,"1,745,107"
211,08/05/2020,NCT,59.5,59.5,59.4,59.8,59.3,59.53,-100,-0.17,"22,090","1,315",0,0,"22,090","1,315","1,554,244"
212,08/05/2020,NHH,48.8,48.8,47.5,50.5,47.5,49.86,"-1,300",-2.66,"237,010","11,816",0,0,"237,010","11,816","1,635,900"
213,08/05/2020,NKG,6.77,6.8,6.66,6.83,6.66,6.74,-110,-1.62,"2,009,290","13,532",0,0,"2,009,290","13,532","1,212,119"
214,08/05/2020,NLG,22.3,22.35,23,23.15,22,22.63,700,3.14,"1,481,880","33,564","400,000","8,925","1,881,880","42,489","5,743,159"
215,08/05/2020,NNC,43.5,44.9,44.9,45,44.6,44.66,"1,400",3.22,"1,030",46,0,0,"1,030",46,"984,208"
216,08/05/2020,NSC,64.9,68.9,68,69,66,68.36,"3,100",4.78,"1,960",134,0,0,"1,960",134,"1,195,067"
217,08/05/2020,NT2,20.15,20.2,20.05,20.25,19.9,20.06,-100,-0.5,"681,200","13,668",0,0,"681,200","13,668","5,771,914"
218,08/05/2020,NTL,17.25,17.3,17,17.3,16.85,17.03,-250,-1.45,"244,470","4,163",0,0,"244,470","4,163","1,036,829"
219,08/05/2020,NVL,53.1,53.1,53.9,54,53,53.59,800,1.51,"1,341,880","71,925","557,290","29,370","1,899,170","101,295","52,258,249"
220,08/05/2020,NVT,5.2,5.19,5.2,5.21,5.19,5.28,0,0,"3,410",18,0,0,"3,410",18,"470,600"
221,08/05/2020,OGC,3.28,3.3,3.2,3.36,3.19,3.26,-80,-2.44,"2,374,690","7,727","365,000","1,235","2,739,690","8,962","960,000"
222,08/05/2020,OPC,56.9,56.8,56.8,56.8,56.8,60,-100,-0.18,100,6,0,0,100,6,"1,509,590"
223,08/05/2020,PAC,22.05,22.1,22.8,22.8,22,22.1,750,3.4,"73,780","1,634",0,0,"73,780","1,634","1,059,555"
224,08/05/2020,PAN,25.45,24.5,24.6,25.8,24.15,24.67,-850,-3.34,"44,120","1,088",0,0,"44,120","1,088","5,143,214"
225,08/05/2020,PC1,16.15,16,17,17,15.85,16.13,850,5.26,"1,169,570","19,268",0,0,"1,169,570","19,268","2,708,499"
226,08/05/2020,PDN,61,62,65,65,61.8,62,"4,000",6.56,"10,720",676,0,0,"10,720",676,"1,203,927"
227,08/05/2020,PDR,26.2,26.1,26,26.2,25.7,25.94,-200,-0.76,"579,650","15,037",0,0,"579,650","15,037","8,519,107"
228,08/05/2020,PET,7.2,7.29,7.2,7.29,7.2,7.24,0,0,"45,760",331,0,0,"45,760",331,"612,071"
229,08/05/2020,PGC,13.4,13.8,13.7,13.8,13.5,13.56,300,2.24,"14,670",200,0,0,"14,670",200,"826,648"
230,08/05/2020,PGD,30.1,30.15,30.2,30.2,30.1,30.15,100,0.33,"3,600",109,0,0,"3,600",109,"2,717,942"
231,08/05/2020,PGI,15.75,16.2,16.3,16.3,16,16.16,550,3.49,"7,680",124,0,0,"7,680",124,"1,446,100"
232,08/05/2020,PHC,9.9,9.95,9.89,9.98,9.85,9.91,-10,-0.1,"69,810",692,0,0,"69,810",692,"254,650"
233,08/05/2020,PHR,45.2,45.4,44.15,45.8,44.05,45.05,"-1,050",-2.32,"2,183,120","98,304",0,0,"2,183,120","98,304","5,982,290"
234,08/05/2020,PIT,3.89,3.79,3.8,3.85,3.79,3.88,-90,-2.31,"3,620",14,0,0,"3,620",14,"53,999"
235,08/05/2020,PJT,9.5,9.5,9.85,9.85,9.5,9.51,350,3.68,"3,260",31,0,0,"3,260",31,"151,301"
236,08/05/2020,PLP,7.99,8,8.3,8.3,7.99,8.05,310,3.88,"31,510",253,0,0,"31,510",253,"207,500"
237,08/05/2020,PLX,42.05,42.2,43.8,44.95,42.2,43.68,"1,750",4.16,"2,375,610","103,758","100,000","4,367","2,475,610","108,125","52,157,620"
238,08/05/2020,PME,60.2,63,61.6,63,61,61.83,"1,400",2.33,"29,180","1,810",0,0,"29,180","1,810","4,620,716"
239,08/05/2020,PMG,11.7,11.7,11.8,11.9,11.65,11.78,100,0.85,"5,740",68,0,0,"5,740",68,"497,064"
240,08/05/2020,PNC,9.45,9.35,9.45,9.45,9.35,14.29,0,0,70,1,0,0,70,1,"102,054"
241,08/05/2020,PNJ,57.5,58,58.2,59.5,57.9,58.6,700,1.22,"1,518,960","88,972",0,0,"1,518,960","88,972","13,105,952"
242,08/05/2020,POM,4.2,4.35,4.3,4.35,4.21,4.23,100,2.38,"17,700",76,0,0,"17,700",76,"1,197,737"
243,08/05/2020,POW,10.2,10.2,10.1,10.4,10,10.15,-100,-0.98,"9,446,390","95,894",0,0,"9,446,390","95,894","23,652,903"
244,08/05/2020,PPC,24.85,24.85,24.7,25.05,24.65,24.82,-150,-0.6,"207,650","5,152",0,0,"207,650","5,152","7,919,142"
245,08/05/2020,PTB,46.5,46.5,47,47,46,46.69,500,1.08,"263,920","12,329",0,0,"263,920","12,329","2,223,074"
246,08/05/2020,PTC,7.38,7.88,7.8,7.88,7.8,7.93,420,5.69,"1,650",13,0,0,"1,650",13,"126,438"
247,08/05/2020,PTL,3.48,3.4,3.6,3.6,3.4,3.45,120,3.45,"1,360",5,0,0,"1,360",5,"355,914"
248,08/05/2020,PVD,9.57,9.65,9.69,9.84,9.63,9.73,120,1.25,"7,301,050","70,980",0,0,"7,301,050","70,980","4,080,748"
249,08/05/2020,PVT,10.1,10.2,10.15,10.4,10.1,10.22,50,0.5,"2,020,850","20,656",0,0,"2,020,850","20,656","2,856,618"
250,08/05/2020,PXI,2.89,2.89,2.89,2.89,2.89,0,0,0,0,0,0,0,0,0,"86,700"
251,08/05/2020,PXS,3.6,3.68,3.72,3.75,3.6,3.68,120,3.33,"72,790",268,0,0,"72,790",268,"223,200"
252,08/05/2020,PXT,1.02,1.02,1.06,1.06,1.02,1.04,40,3.92,"20,450",21,0,0,"20,450",21,"21,200"
253,08/05/2020,QBS,1.84,1.81,1.86,1.88,1.81,1.85,20,1.09,"52,060",96,0,0,"52,060",96,"128,954"
254,08/05/2020,QCG,7.82,7.9,7.65,7.99,7.6,7.77,-170,-2.17,"730,450","5,678",0,0,"730,450","5,678","2,104,738"
255,08/05/2020,RAL,84.1,84.5,85.9,86,84.1,84.45,"1,800",2.14,"17,690","1,495",0,0,"17,690","1,495","987,850"
256,08/05/2020,RDP,7.5,7.6,7.5,7.99,7.5,7.67,0,0,"7,170",55,0,0,"7,170",55,"280,025"
257,08/05/2020,REE,30.6,30.85,30.6,31.4,30.45,30.88,0,0,"853,130","26,341",0,0,"853,130","26,341","9,487,558"
258,08/05/2020,RIC,4.1,4.38,4.38,4.38,4.38,0,280,6.83,100,0,0,0,100,0,"308,215"
259,08/05/2020,ROS,3.57,3.57,3.54,3.61,3.54,3.58,-30,-0.84,"8,055,810","28,808",0,0,"8,055,810","28,808","2,009,297"
260,08/05/2020,S4A,27.9,27.9,27.9,27.9,27.9,0,0,0,0,0,0,0,0,0,"1,177,380"
261,08/05/2020,SAB,169,170,172,180,170,176.67,"3,000",1.78,"245,530","43,292","70,000","12,425","315,530","55,717","110,300,364"
262,08/05/2020,SAM,9.25,9.3,9.3,9.33,9.25,9.3,50,0.54,"90,480",841,0,0,"90,480",841,"2,385,492"
263,08/05/2020,SAV,8.23,8.55,8.6,8.7,8.5,8.76,370,4.5,"2,170",19,0,0,"2,170",19,"116,341"
264,08/05/2020,SBA,14.1,14.1,14.1,14.1,14,14.08,0,0,"14,740",208,0,0,"14,740",208,"850,021"
265,08/05/2020,SBT,14.25,14.25,14.75,15.05,14.25,14.67,500,3.51,"3,442,490","50,505","120,000","1,710","3,562,490","52,215","8,654,423"
266,08/05/2020,SBV,9.3,9.3,9.15,9.3,9.15,9.21,-150,-1.61,"3,540",32,0,0,"3,540",32,"249,854"
267,08/05/2020,SC5,21,19.65,19.8,19.8,19.65,18.18,"-1,200",-5.71,110,2,0,0,110,2,"296,673"
268,08/05/2020,SCD,24.15,23.05,22.5,23.95,22.5,22.97,"-1,650",-6.83,"15,380",350,0,0,"15,380",350,"190,747"
269,08/05/2020,SCR,4.55,4.55,4.57,4.69,4.55,4.62,20,0.44,"2,497,020","11,530","277,200","1,264","2,774,220","12,794","1,674,248"
270,08/05/2020,SCS,105.3,105.9,105.6,105.9,105.3,105.67,300,0.28,"40,010","4,228",0,0,"40,010","4,228","5,318,618"
271,08/05/2020,SFC,20.5,21.5,21.5,21.5,21.5,20,"1,000",4.88,100,2,0,0,100,2,"241,549"
272,08/05/2020,SFG,5.4,5.39,5.4,5.4,5.1,5.28,0,0,"8,160",43,0,0,"8,160",43,"258,646"
273,08/05/2020,SFI,18.75,19.75,18.9,19.75,18.9,19.54,150,0.8,"1,140",22,0,0,"1,140",22,"282,088"
274,08/05/2020,SGN,70.6,73.5,71,73.5,70.6,71.48,400,0.57,"3,170",227,0,0,"3,170",227,"2,380,885"
275,08/05/2020,SGR,15.3,15.75,15.3,15.75,15.3,16.07,0,0,560,9,0,0,560,9,"696,761"
276,08/05/2020,SGT,4.2,4.19,4,4.4,4,4.22,-200,-4.76,"4,230",18,0,0,"4,230",18,"296,006"
277,08/05/2020,SHA,4.09,4.09,4.08,4.1,4,4.06,-10,-0.24,"10,130",41,0,0,"10,130",41,"123,775"
278,08/05/2020,SHI,8.53,8.6,8.55,8.6,8.5,8.53,20,0.23,"737,330","6,286",0,0,"737,330","6,286","741,878"
279,08/05/2020,SHP,24,24,24,24,24,0,0,0,0,0,0,0,0,0,"2,249,045"
280,08/05/2020,SII,19.3,17.95,19.5,19.5,17.95,17.84,200,1.04,"3,850",69,0,0,"3,850",69,"1,258,766"
281,08/05/2020,SJD,16.8,17,16.95,17,16.6,16.75,150,0.89,"56,920",953,0,0,"56,920",953,"1,169,527"
282,08/05/2020,SJF,1.81,1.85,1.83,1.85,1.8,1.82,20,1.1,"595,210","1,083",0,0,"595,210","1,083","144,936"
283,08/05/2020,SJS,19,19.1,19.5,19.5,18.7,18.98,500,2.63,"80,820","1,545",0,0,"80,820","1,545","2,221,001"
284,08/05/2020,SKG,9.94,10.05,9.96,10.1,9.93,10.01,20,0.2,"311,480","3,116",0,0,"311,480","3,116","630,784"
285,08/05/2020,SMA,17.15,17.15,18.35,18.35,17.15,20,"1,200",7,100,2,0,0,100,2,"349,045"
286,08/05/2020,SMB,30.1,30.5,30.5,30.7,30.15,30.5,400,1.33,"30,750",938,0,0,"30,750",938,"910,323"
287,08/05/2020,SMC,11,10.85,10.9,10.9,10.45,12.5,-100,-0.91,90,1,0,0,90,1,"664,060"
288,08/05/2020,SPM,10.8,11,10.95,11,10.9,20,150,1.39,50,1,0,0,50,1,"150,782"
289,08/05/2020,SRC,16.9,16.4,16.8,16.8,16.35,16.45,-100,-0.59,"10,680",176,0,0,"10,680",176,"471,465"
290,08/05/2020,SRF,13.7,13.7,14,14,12.9,13.45,300,2.19,"7,140",96,0,0,"7,140",96,"430,016"
291,08/05/2020,SSC,53.5,50.5,50.5,50.5,50.5,0,"-3,000",-5.61,10,1,0,0,10,1,"670,225"
292,08/05/2020,SSI,13.2,13.2,13.5,13.8,13.2,13.55,300,2.27,"7,919,390","107,295","127,800","1,730","8,047,190","109,025","8,112,641"
293,08/05/2020,ST8,12.8,12.8,12.8,12.8,12.8,0,0,0,0,0,0,0,0,0,"329,228"
294,08/05/2020,STB,9.34,9.4,9.52,9.77,9.4,9.59,180,1.93,"15,592,700","149,418","179,710","1,721","15,772,410","151,139","17,170,781"
295,08/05/2020,STG,15.6,15.6,15.6,15.6,15.6,0,0,0,30,0,0,0,30,0,"1,532,752"
296,08/05/2020,STK,16.8,17.1,17,17.3,17,17.15,200,1.19,"124,670","2,138",0,0,"124,670","2,138","1,202,358"
297,08/05/2020,SVC,74.1,78.7,74,78.7,69,71.36,-100,-0.13,"20,100","1,436","177,405","13,258","197,505","14,694","1,848,188"
298,08/05/2020,SVI,66,66,66,66,66,0,0,0,0,0,0,0,0,0,"846,941"
299,08/05/2020,SVT,8.15,8.15,8.15,8.15,8.15,0,0,0,0,0,0,0,0,0,"85,795"
300,08/05/2020,SZC,19.15,19.1,18.8,19.5,18.8,19.13,-350,-1.83,"951,950","18,198",0,0,"951,950","18,198","1,880,000"
301,08/05/2020,SZL,39.8,42,39.3,42,39.3,40.03,-500,-1.26,"76,910","3,081",0,0,"76,910","3,081","714,902"
302,08/05/2020,TAC,27.05,27.05,27,27.4,27,27.08,-50,-0.18,"48,990","1,327",0,0,"48,990","1,327","914,656"
303,08/05/2020,TBC,22.8,22.8,22.8,22.8,22.8,25,0,0,200,5,0,0,200,5,"1,447,800"
304,08/05/2020,TCB,17.7,17.7,18.9,18.9,17.7,18.55,"1,200",6.78,"7,260,470","134,670","500,000","9,450","7,760,470","144,120","66,152,645"
305,08/05/2020,TCD,9.35,9.65,9.7,9.7,8.76,9.31,350,3.74,"6,680",63,0,0,"6,680",63,"410,333"
306,08/05/2020,TCH,21.95,21.95,22.05,22.45,21.7,22.06,100,0.46,"1,399,890","30,879",0,0,"1,399,890","30,879","7,789,638"
307,08/05/2020,TCL,18,17.95,18.7,19.25,17.95,18.63,700,3.89,"215,690","4,005",0,0,"215,690","4,005","563,963"
308,08/05/2020,TCM,15.35,15.6,15.35,15.7,15.2,15.46,0,0,"721,520","11,153",0,0,"721,520","11,153","889,018"
309,08/05/2020,TCO,8.65,9.25,9.25,9.25,8.15,9.76,600,6.94,460,4,0,0,460,4,"154,735"
310,08/05/2020,TCR,3.64,3.39,3.39,3.39,3.39,4,-250,-6.87,500,2,0,0,500,2,"153,991"
311,08/05/2020,TCT,34.8,34.8,34.9,35,34.8,34.85,100,0.29,"6,670",233,0,0,"6,670",233,"446,301"
312,08/05/2020,TDC,7.56,7.54,7.54,7.68,7.54,7.6,-20,-0.26,"97,730",743,0,0,"97,730",743,"754,000"
313,08/05/2020,TDG,1.77,1.8,1.78,1.82,1.76,1.79,10,0.56,"556,880",995,0,0,"556,880",995,"29,851"
314,08/05/2020,TDH,8.29,8.29,8.32,8.45,8.29,8.38,30,0.36,"751,910","6,298",0,0,"751,910","6,298","781,068"
315,08/05/2020,TDM,20.6,20.9,20.6,20.9,20.5,20.65,0,0,"139,420","2,879",0,0,"139,420","2,879","1,971,420"
316,08/05/2020,TDW,22.6,21.8,21.8,21.8,21.8,0,-800,-3.54,10,0,0,0,10,0,"185,300"
317,08/05/2020,TEG,2.99,2.9,2.9,2.9,2.8,2.74,-90,-3.01,"3,290",10,0,0,"3,290",10,"93,913"
318,08/05/2020,TGG,0.85,0.83,0.84,0.85,0.83,0.84,-10,-1.18,"242,300",202,0,0,"242,300",202,"22,932"
319,08/05/2020,THG,48.5,49,48.7,49.2,48.55,48.83,200,0.41,"17,550",857,0,0,"17,550",857,"642,829"
320,08/05/2020,THI,27.8,26.1,26.1,26.1,26.1,0,"-1,700",-6.12,300,8,0,0,300,8,"1,148,400"
321,08/05/2020,TIP,18.7,18.7,18.75,19,18.65,18.79,50,0.27,"195,960","3,682",0,0,"195,960","3,682","487,559"
322,08/05/2020,TIX,32.1,32.1,32.1,32.1,32.1,0,0,0,0,0,0,0,0,0,"963,000"
323,08/05/2020,TLD,5.3,5.3,5.4,5.4,5.25,5.37,100,1.89,"139,660",749,0,0,"139,660",749,"101,087"
324,08/05/2020,TLG,31.35,31.45,32,32.4,31.45,31.98,650,2.07,"307,780","9,841",0,0,"307,780","9,841","2,489,422"
325,08/05/2020,TLH,2.9,2.9,2.96,2.99,2.9,2.96,60,2.07,"796,570","2,355",0,0,"796,570","2,355","297,926"
326,08/05/2020,TMP,32,32,32.1,33.3,31.9,32.5,100,0.31,"1,250",40,0,0,"1,250",40,"2,247,000"
327,08/05/2020,TMS,25.6,25.5,26.1,26.1,24,24.6,500,1.95,"5,650",139,0,0,"5,650",139,"1,646,878"
328,08/05/2020,TMT,5.4,5.4,5.4,5.4,5.4,0,0,0,0,0,0,0,0,0,"199,141"
329,08/05/2020,TN1,64.7,64.8,65,65,64,64.36,300,0.46,"3,590",231,0,0,"3,590",231,"864,500"
330,08/05/2020,TNA,15.45,15.1,15.3,16.3,15.1,15.7,-150,-0.97,"267,290","4,178",0,0,"267,290","4,178","524,011"
331,08/05/2020,TNC,18.2,18.1,17,18.1,17,18.1,"-1,200",-6.59,"3,340",60,0,0,"3,340",60,"327,250"
332,08/05/2020,TNI,10.5,10.5,10.45,10.55,10.4,10.5,-50,-0.48,"439,070","4,611",0,0,"439,070","4,611","548,625"
333,08/05/2020,TNT,1.52,1.51,1.51,1.51,1.48,1.49,-10,-0.66,"41,190",61,0,0,"41,190",61,"38,505"
334,08/05/2020,TPB,18.1,18.2,18.1,18.5,18.05,18.29,0,0,"168,160","3,073",0,0,"168,160","3,073","14,779,974"
335,08/05/2020,TPC,7.98,8.39,8.45,8.52,8,7.78,470,5.89,920,8,0,0,920,8,"190,268"
336,08/05/2020,TRA,57.3,57.3,57.2,57.3,57,57.14,-100,-0.17,"1,930",110,0,0,"1,930",110,"2,370,971"
337,08/05/2020,TRC,27.95,28,27.55,28.2,27.55,28.1,-400,-1.43,"20,060",563,0,0,"20,060",563,"802,394"
338,08/05/2020,TS4,2.44,2.49,2.5,2.51,2.47,2.49,60,2.46,"90,660",226,0,0,"90,660",226,"40,129"
339,08/05/2020,TSC,2.33,2.32,2.18,2.37,2.17,2.31,-150,-6.44,"891,920","2,041",0,0,"891,920","2,041","321,873"
340,08/05/2020,TTB,2.94,2.94,3,3.05,2.89,2.96,60,2.04,"641,760","1,897",0,0,"641,760","1,897","140,481"
341,08/05/2020,TTE,13.9,13.9,13.9,13.9,13.9,0,0,0,0,0,0,0,0,0,"396,017"
342,08/05/2020,TTF,2.09,2.06,2.07,2.09,2.06,2.07,-20,-0.96,"1,383,250","2,865",0,0,"1,383,250","2,865","644,180"
343,08/05/2020,TV2,63,64,63.2,64.2,63,63.71,200,0.32,"86,750","5,525",0,0,"86,750","5,525","1,517,439"
344,08/05/2020,TVB,10.25,10.25,10.25,10.4,10.2,10.28,0,0,"476,110","4,896",0,0,"476,110","4,896","497,890"
345,08/05/2020,TVS,10.95,11.1,10.95,11.1,10.3,10.83,0,0,"40,580",439,0,0,"40,580",439,"986,865"
346,08/05/2020,TVT,20.1,21,20,21,20,19.88,-100,-0.5,"1,660",33,0,0,"1,660",33,"420,000"
347,08/05/2020,TYA,12.35,12.35,12.35,12.4,12.1,12.16,0,0,"48,160",588,0,0,"48,160",588,"378,905"
348,08/05/2020,UDC,2.91,2.95,2.9,2.95,2.75,2.82,-10,-0.34,"43,560",123,0,0,"43,560",123,"100,647"
349,08/05/2020,UIC,39.9,41.85,41.15,41.85,40.6,40.92,"1,250",3.13,"15,640",641,0,0,"15,640",641,"329,200"
350,08/05/2020,VAF,4.91,5.25,5.25,5.25,5.25,0,340,6.92,10,0,0,0,10,0,"197,743"
351,08/05/2020,VCB,69.7,70,73.5,74.2,69.8,72.03,"3,800",5.45,"3,865,590","278,676","200,000","14,418","4,065,590","293,094","272,602,492"
352,08/05/2020,VCF,208.8,214.5,214.5,215,214.5,213.04,"5,700",2.73,230,49,0,0,230,49,"5,701,224"
353,08/05/2020,VCI,19,19.05,19.65,20.3,19.05,20.19,650,3.42,"1,299,710","26,097",0,0,"1,299,710","26,097","3,228,180"
354,08/05/2020,VDP,35.2,37.4,35.25,37.4,35.25,36.95,50,0.14,"18,060",667,0,0,"18,060",667,"449,420"
355,08/05/2020,VDS,6.2,6.19,6.19,6.19,6.19,5.88,-10,-0.16,510,3,0,0,510,3,"619,618"
356,08/05/2020,VFG,37.55,37.55,37.55,37.55,37.55,0,0,0,0,0,0,0,0,0,"1,204,862"
357,08/05/2020,VGC,17.3,17.35,17.3,17.4,17.2,17.29,0,0,"273,560","4,731",0,0,"273,560","4,731","7,756,455"
358,08/05/2020,VHC,32.1,33,32.1,33.4,32.1,32.67,0,0,"762,960","24,910","100,000","3,163","862,960","28,073","5,840,467"
359,08/05/2020,VHM,67.6,68,70.9,72.3,67.8,70.3,"3,300",4.88,"3,635,800","255,533","115,000","8,082","3,750,800","263,615","233,226,537"
360,08/05/2020,VIC,96,96.4,97.5,100,96.1,98,"1,500",1.56,"1,683,960","164,993","245,000","24,042","1,928,960","189,035","329,786,983"
361,08/05/2020,VID,3.46,3.46,3.65,3.65,3.46,3.35,190,5.49,"2,090",7,0,0,"2,090",7,"102,470"
362,08/05/2020,VIP,4.46,4.52,4.77,4.77,4.52,4.7,310,6.95,"333,950","1,572",0,0,"333,950","1,572","312,296"
363,08/05/2020,VIS,20.1,19,19,19,19,18.67,"-1,100",-5.47,850,16,0,0,850,16,"1,402,777"
364,08/05/2020,VJC,115.2,115.2,120,123.2,115.1,120.41,"4,800",4.17,"922,100","110,966","200,000","23,040","1,122,100","134,006","62,860,631"
365,08/05/2020,VMD,20.4,20.5,21.3,21.4,20,21.19,900,4.41,"3,890",83,0,0,"3,890",83,"328,878"
366,08/05/2020,VND,11,11.1,11.15,11.4,11.1,11.25,150,1.36,"1,099,470","12,362",0,0,"1,099,470","12,362","2,325,504"
367,08/05/2020,VNE,4.59,4.91,4.78,4.91,4.65,4.87,190,4.14,"459,140","2,240","923,000","3,969","1,382,140","6,209","391,645"
368,08/05/2020,VNG,13.3,13.5,13.45,13.5,13,13.33,150,1.13,"175,640","2,340",0,0,"175,640","2,340","1,308,370"
369,08/05/2020,VNL,14,14,14,14,14,0,0,0,0,0,0,0,0,0,"126,000"
370,08/05/2020,VNM,103.4,104.5,105,107.6,104,105.43,"1,600",1.55,"3,184,170","335,582","845,113","89,322","4,029,283","424,904","182,844,658"
371,08/05/2020,VNS,9.24,9.29,9.3,9.3,9.2,9.29,60,0.65,"9,970",92,0,0,"9,970",92,"631,090"
372,08/05/2020,VOS,1.36,1.37,1.36,1.38,1.34,1.36,0,0,"76,770",104,0,0,"76,770",104,"190,400"
373,08/05/2020,VPB,21.4,21.5,22.8,22.85,21.5,22.43,"1,400",6.54,"14,723,540","330,507","1,750,000","39,880","16,473,540","370,387","55,580,663"
374,08/05/2020,VPD,14.15,14.2,14.1,14.2,14.1,14.1,-50,-0.35,"10,330",146,0,0,"10,330",146,"1,502,914"
375,08/05/2020,VPG,16.7,15.6,17.8,17.85,15.55,17.14,"1,100",6.59,"17,760",305,0,0,"17,760",305,"470,808"
376,08/05/2020,VPH,3.61,3.85,3.84,3.86,3.7,3.85,230,6.37,"362,870","1,397","2,367,328","8,049","2,730,198","9,446","366,174"
377,08/05/2020,VPI,42.2,42.2,42.35,42.5,42.15,42.33,150,0.36,"1,082,240","45,809",0,0,"1,082,240","45,809","6,776,000"
378,08/05/2020,VPS,10.8,10.15,10.1,10.15,10.1,9.46,-700,-6.48,740,7,0,0,740,7,"247,054"
379,08/05/2020,VRC,5.9,5.95,6.31,6.31,5.91,6.23,410,6.95,"214,310","1,336",0,0,"214,310","1,336","315,500"
380,08/05/2020,VRE,24.8,25,25.3,25.9,25,25.49,500,2.02,"4,038,610","102,884",0,0,"4,038,610","102,884","57,489,656"
381,08/05/2020,VSC,26.9,27,26.85,27.3,26.6,27.08,-50,-0.19,"188,980","5,117",0,0,"188,980","5,117","1,480,047"
382,08/05/2020,VSH,17.85,18,17.85,18.2,17.85,18.03,0,0,"13,450",242,0,0,"13,450",242,"3,681,406"
383,08/05/2020,VSI,24,23.95,23.95,23.95,23.95,33.33,-50,-0.21,30,1,0,0,30,1,"316,140"
384,08/05/2020,VTB,10.2,10.3,10.2,10.3,10.2,10.18,0,0,"3,940",41,0,0,"3,940",41,"110,206"
385,08/05/2020,VTO,7,6.98,7,7.1,6.98,7.02,0,0,"11,870",83,0,0,"11,870",83,"552,067"
386,08/05/2020,YBM,3.46,3.46,3.35,3.5,3.3,3.4,-110,-3.18,"17,200",58,0,0,"17,200",58,"47,905"
387,08/05/2020,YEG,54.7,56.4,54.9,56.4,52.5,54.66,200,0.37,"32,130","1,756",0,0,"32,130","1,756","1,619,859"
